algoritmo,conjunto,h,n,MAE,R2
extra_trees,M0_clima6,1,154,69.12064251748896,0.8188434884420367
extra_trees,M0_clima6,2,153,87.54883396221307,0.7699334209581834
extra_trees,M0_clima6,3,153,90.87821887390588,0.7472178240119653
extra_trees,M0_clima6,4,152,100.24277232715579,0.7007982699717784
extra_trees,M0_clima6,5,152,99.3978626934093,0.7059979385762225
extra_trees,M0_clima6,6,151,98.18071999529305,0.6847971738015423
extra_trees,M0_clima6,7,151,105.88648717557699,0.6617761490857133
extra_trees,M0_clima6,8,150,104.10616492256932,0.646148216710621
extra_trees,M0_clima6,9,150,109.83500805670481,0.626348613464182
extra_trees,M0_clima6,10,149,105.24035742281862,0.6473955370246705
extra_trees,M0_clima6,11,149,110.05426524408027,0.6326726734633655
extra_trees,M0_clima6,12,148,107.68763600174948,0.6241059434736822
extra_trees,M1_clima6_vetor,1,148,66.44826826539331,0.8251749211400273
extra_trees,M1_clima6_vetor,2,147,78.49692020953438,0.7819675327940646
extra_trees,M1_clima6_vetor,3,147,93.73491007791358,0.7044835496895163
extra_trees,M1_clima6_vetor,4,146,99.09485544064863,0.7251310674028464
extra_trees,M1_clima6_vetor,5,146,97.00872932040058,0.6870773952946676
extra_trees,M1_clima6_vetor,6,145,105.94114480083059,0.64637865017505
extra_trees,M1_clima6_vetor,7,145,96.23212123566088,0.6809093824326002
extra_trees,M1_clima6_vetor,8,144,105.85509390645477,0.6761326041814499
extra_trees,M1_clima6_vetor,9,144,92.43275589861528,0.7186632757693813
extra_trees,M1_clima6_vetor,10,143,102.1062424153596,0.6960037134903633
extra_trees,M1_clima6_vetor,11,143,91.66479383818879,0.7333550687398401
extra_trees,M1_clima6_vetor,12,142,105.01962161016283,0.6940474889729307
extra_trees,M0_clima8,1,154,69.26067202022968,0.8160663752204538
extra_trees,M0_clima8,2,153,88.37406719969674,0.765576250293701
extra_trees,M0_clima8,3,153,92.37422183301507,0.7388083483870017
extra_trees,M0_clima8,4,152,99.59949777536882,0.7073890597767398
extra_trees,M0_clima8,5,152,100.00018841089512,0.7025116429282652
extra_trees,M0_clima8,6,151,98.89945752373748,0.6843875655310201
extra_trees,M0_clima8,7,151,106.36962858560358,0.6621007751017218
extra_trees,M0_clima8,8,150,105.14515739578867,0.6421768430588449
extra_trees,M0_clima8,9,150,110.68190804882072,0.6202584975678318
extra_trees,M0_clima8,10,149,106.28545194346653,0.6321905467894706
extra_trees,M0_clima8,11,149,111.83578786238401,0.6214149800377873
extra_trees,M0_clima8,12,148,109.43473978080304,0.616809042003966
extra_trees,M1_clima8_vetor,1,148,67.37849300005554,0.8216501354192748
extra_trees,M1_clima8_vetor,2,147,79.57019193236818,0.777796157609188
extra_trees,M1_clima8_vetor,3,147,94.70363958150692,0.7041342868810825
extra_trees,M1_clima8_vetor,4,146,100.1777303939551,0.7205704344732702
extra_trees,M1_clima8_vetor,5,146,96.65038781033485,0.6882394020106053
extra_trees,M1_clima8_vetor,6,145,104.44620659254541,0.6552273278276783
extra_trees,M1_clima8_vetor,7,145,95.43842999792635,0.6887874596958844
extra_trees,M1_clima8_vetor,8,144,104.01807453841471,0.6860264313681534
extra_trees,M1_clima8_vetor,9,144,91.37709611816298,0.7275331951440371
extra_trees,M1_clima8_vetor,10,143,101.03604787054435,0.7005948779836298
extra_trees,M1_clima8_vetor,11,143,90.47376989114228,0.7283592495164948
extra_trees,M1_clima8_vetor,12,142,105.20226568788539,0.6945551835752134
