algoritmo,conjunto,h,n,MAE,R2
hist_gradient_boosting,M0_clima6,1,75,28.215018929051165,0.8514790057195247
hist_gradient_boosting,M0_clima6,2,74,28.478826320701224,0.857148091581145
hist_gradient_boosting,M0_clima6,3,73,37.96039148081846,0.7514007407550947
hist_gradient_boosting,M0_clima6,4,72,46.67716944255617,0.6629145865983903
hist_gradient_boosting,M0_clima6,5,71,46.73785083781548,0.6375682032429134
hist_gradient_boosting,M0_clima6,6,70,60.93344826968435,0.37784784480712985
hist_gradient_boosting,M0_clima6,7,69,67.4856132654609,0.2536010585905384
hist_gradient_boosting,M0_clima6,8,68,66.82847868870556,0.24780393090812736
hist_gradient_boosting,M0_clima6,9,67,68.12247997958367,0.16193236583504644
hist_gradient_boosting,M0_clima6,10,66,74.50766057296718,0.12039839519697892
hist_gradient_boosting,M0_clima6,11,65,74.64077480509516,0.1468842840335166
hist_gradient_boosting,M0_clima6,12,64,80.90594895550495,0.11036468784228781
hist_gradient_boosting,M1_clima6_vetor,1,75,30.178546476102564,0.8295241127677002
hist_gradient_boosting,M1_clima6_vetor,2,74,38.262691528791876,0.7933855263351162
hist_gradient_boosting,M1_clima6_vetor,3,73,40.052895843321885,0.7554659887259985
hist_gradient_boosting,M1_clima6_vetor,4,72,55.25972262913453,0.5967178333818659
hist_gradient_boosting,M1_clima6_vetor,5,71,67.43257796560259,0.3283582035556589
hist_gradient_boosting,M1_clima6_vetor,6,70,60.36812244733489,0.4247445589669935
hist_gradient_boosting,M1_clima6_vetor,7,69,57.59921316727189,0.45000155215432136
hist_gradient_boosting,M1_clima6_vetor,8,68,64.68463513194622,0.3144705669355058
hist_gradient_boosting,M1_clima6_vetor,9,67,68.3181537905123,0.2537130672113789
hist_gradient_boosting,M1_clima6_vetor,10,66,69.0893226799511,0.24017175075882236
hist_gradient_boosting,M1_clima6_vetor,11,65,69.21751619228664,0.19904169668841243
hist_gradient_boosting,M1_clima6_vetor,12,64,67.26610790340521,0.34230261054039335
hist_gradient_boosting,M0_clima8,1,75,28.984703141671787,0.848065461879489
hist_gradient_boosting,M0_clima8,2,74,30.294505218392832,0.8470695037785512
hist_gradient_boosting,M0_clima8,3,73,37.366590856253595,0.7573303144606596
hist_gradient_boosting,M0_clima8,4,72,47.59367372910484,0.6579655537670319
hist_gradient_boosting,M0_clima8,5,71,45.02722520445116,0.6342772998875588
hist_gradient_boosting,M0_clima8,6,70,60.05379592376472,0.3700344159402381
hist_gradient_boosting,M0_clima8,7,69,67.04653186549537,0.28099011614965064
hist_gradient_boosting,M0_clima8,8,68,67.43539536076119,0.2534054096212628
hist_gradient_boosting,M0_clima8,9,67,71.04471302285364,0.17088480552865937
hist_gradient_boosting,M0_clima8,10,66,66.88069546182622,0.23560378345629196
hist_gradient_boosting,M0_clima8,11,65,77.50328332982552,0.10685791046651039
hist_gradient_boosting,M0_clima8,12,64,79.56000209576196,0.12163593030464737
hist_gradient_boosting,M1_clima8_vetor,1,75,29.982770411506287,0.8332496997900629
hist_gradient_boosting,M1_clima8_vetor,2,74,38.39265775137861,0.7916074137611389
hist_gradient_boosting,M1_clima8_vetor,3,73,39.87676401324806,0.7562887086570004
hist_gradient_boosting,M1_clima8_vetor,4,72,56.183403955955434,0.5826835067296896
hist_gradient_boosting,M1_clima8_vetor,5,71,66.35593872461943,0.34288789896966676
hist_gradient_boosting,M1_clima8_vetor,6,70,61.14866980750963,0.41968120460931024
hist_gradient_boosting,M1_clima8_vetor,7,69,59.03355893346264,0.43856127202150286
hist_gradient_boosting,M1_clima8_vetor,8,68,64.46754788238707,0.3069114911171198
hist_gradient_boosting,M1_clima8_vetor,9,67,70.14845166444978,0.2207809239496369
hist_gradient_boosting,M1_clima8_vetor,10,66,71.91167526140265,0.25353414316498124
hist_gradient_boosting,M1_clima8_vetor,11,65,69.96166092395246,0.19482382422049305
hist_gradient_boosting,M1_clima8_vetor,12,64,67.41892383648351,0.34270680759834304
