algoritmo,perda,conjunto,h,periodo,n,MAE,R2,vies_pico
lightgbm,quantil_0.90,M0_sem_vetor,8,avaliacao,109,176.11324198481688,0.8007827694567,-255.01836828602399
lightgbm,quantil_0.90,M0_sem_vetor,8,calibracao,191,43.91229710042475,0.5686527385598441,-99.45732795092383
lightgbm,quantil_0.90,M0_sem_vetor,12,avaliacao,109,204.41604717624836,0.7023573784056039,-366.1316336538248
lightgbm,quantil_0.90,M0_sem_vetor,12,calibracao,187,49.51362542171122,0.49000172131968267,-102.50063367816003
lightgbm,quantil_0.90,M1_com_vetor,1,avaliacao,102,133.86745857189987,0.7983160816096191,4.787696587601388
lightgbm,quantil_0.90,M1_com_vetor,1,calibracao,193,49.40463066392681,0.42069959381913047,36.87163472757012
lightgbm,quantil_0.90,M1_com_vetor,4,avaliacao,102,162.69077692670152,0.8094794184711225,-98.76088098614105
lightgbm,quantil_0.90,M1_com_vetor,4,calibracao,190,53.93192670965496,0.3988054161219472,-6.914599353197432
lightgbm,quantil_0.90,M1_com_vetor,8,avaliacao,102,173.527004670538,0.7914475097564742,-289.65715382119475
lightgbm,quantil_0.90,M1_com_vetor,8,calibracao,186,59.44605943088885,0.3114377793083034,-68.65354071555865
lightgbm,quantil_0.90,M1_com_vetor,12,avaliacao,102,179.25307699075853,0.77008612398165,-308.57517606282283
lightgbm,quantil_0.90,M1_com_vetor,12,calibracao,182,51.821587247014385,0.5088840685668156,-79.92641202954775
