ID;Local;Ano;Semana;Data Inicio;Data Fim;Latitude;Longitude;Aedes aegypti;Aedes albopictus;Culex sp;Precipitation;Temperature;Relative humidity;Mes
2028079;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.035;-51.106;1;0;0;;;;1
2028080;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.040;-51.106;0;0;0;;;;1
2028081;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.011;-51.127;0;0;0;;;;1
2028082;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.012;-51.125;0;0;0;;;;1
2028083;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.020;-51.126;4;0;0;;;;1
2028084;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.025;-51.129;0;0;0;;;;1
2028085;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.020;-51.123;3;0;0;;;;1
2028086;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.023;-51.122;0;0;0;;;;1
2028087;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.023;-51.124;0;0;0;;;;1
2028088;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.022;-51.120;3;0;0;;;;1
2028089;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.017;-51.124;0;0;0;;;;1
2028090;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.015;-51.122;0;0;0;;;;1
2028091;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.015;-51.120;0;0;0;;;;1
2028092;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.018;-51.119;0;0;0;;;;1
2028093;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.020;-51.120;1;0;0;;;;1
2028094;PASSO DAS PEDRAS;2022;1;2022-01-02;2022-01-08;-30.027;-51.130;0;0;0;;;;1
2028095;COSTA E SILVA;2022;1;2022-01-02;2022-01-08;-30.006;-51.125;0;0;0;;;;1
2028096;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.005;-51.097;0;0;0;;;;1
2028097;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.011;-51.106;0;0;0;;;;1
2028098;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.013;-51.111;3;0;0;;;;1
2028099;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.013;-51.109;0;0;0;;;;1
2028100;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.011;-51.111;0;0;0;;;;1
2028101;COSTA E SILVA;2022;1;2022-01-02;2022-01-08;-30.006;-51.123;0;0;0;;;;1
2028102;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.008;-51.107;0;0;0;;;;1
2028103;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-30.000;-51.104;0;0;0;;;;1
2028104;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.014;-51.109;0;0;0;;;;1
2028105;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.016;-51.107;4;0;0;;;;1
2028106;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.996;-51.096;0;0;0;;;;1
2028107;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.006;-51.106;0;0;0;;;;1
2028108;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.005;-51.109;0;0;0;;;;1
2028109;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.997;-51.099;0;0;0;;;;1
2028110;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.006;-51.104;0;0;0;;;;1
2028111;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.009;-51.105;0;0;0;;;;1
2028112;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.010;-51.102;0;0;0;;;;1
2028113;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.997;-51.105;0;0;0;;;;1
2028114;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.995;-51.101;3;0;0;;;;1
2028115;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.002;-51.101;0;0;0;;;;1
2028116;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.005;-51.102;0;0;0;;;;1
2028117;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.015;-51.143;0;0;0;;;;1
2028118;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.016;-51.140;0;0;0;;;;1
2028119;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.014;-51.139;0;0;0;;;;1
2028120;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.019;-51.138;0;0;0;;;;1
2028121;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.016;-51.137;0;0;0;;;;1
2028122;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.998;-51.097;0;0;0;;;;1
2028123;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.027;-51.132;0;0;0;;;;1
2028124;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.009;-51.099;3;0;0;;;;1
2028125;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.013;-51.133;0;0;0;;;;1
2028126;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.010;-51.097;0;0;0;;;;1
2028127;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.030;-51.133;0;0;0;;;;1
2028128;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.997;-51.101;8;0;0;;;;1
2028129;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.003;-51.099;1;0;0;;;;1
2028130;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.014;-51.135;0;0;0;;;;1
2028131;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.995;-51.099;1;0;0;;;;1
2028132;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.001;-51.097;0;0;0;;;;1
2028133;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.012;-51.135;0;0;0;;;;1
2028134;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.002;-51.093;0;0;0;;;;1
2028135;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.002;-51.090;0;0;0;;;;1
2028136;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.021;-51.145;0;0;0;;;;1
2028137;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.990;-51.096;1;0;0;;;;1
2028138;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.023;-51.142;0;0;0;;;;1
2028139;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-30.000;-51.090;0;0;0;;;;1
2028140;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.025;-51.136;0;0;0;;;;1
2028141;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.022;-51.136;0;0;0;;;;1
2028142;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.020;-51.136;0;0;0;;;;1
2028143;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.021;-51.131;1;0;0;;;;1
2028144;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.019;-51.143;0;0;0;;;;1
2028145;PARQUE SANTA FE;2022;1;2022-01-02;2022-01-08;-30.012;-51.099;0;0;0;;;;1
2028146;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.024;-51.132;0;0;0;;;;1
2028147;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.993;-51.099;1;0;0;;;;1
2028148;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.015;-51.112;2;0;0;;;;1
2028149;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.014;-51.097;0;0;0;;;;1
2028150;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.993;-51.095;1;0;0;;;;1
2028151;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.020;-51.107;1;0;0;;;;1
2028152;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.011;-51.096;0;0;0;;;;1
2028153;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.019;-51.117;0;0;0;;;;1
2028154;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.989;-51.100;0;0;0;;;;1
2028155;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.018;-51.113;0;0;0;;;;1
2028156;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.991;-51.103;2;0;0;;;;1
2028157;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.018;-51.110;0;0;0;;;;1
2028158;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.995;-51.094;0;0;0;;;;1
2028159;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.017;-51.116;1;0;0;;;;1
2028160;SANTA ROSA DE LIMA;2022;1;2022-01-02;2022-01-08;-29.999;-51.099;0;0;0;;;;1
2028161;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.004;-51.092;0;0;0;;;;1
2028162;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.025;-51.114;1;0;0;;;;1
2028163;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.024;-51.110;0;0;0;;;;1
2028164;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.024;-51.106;0;0;0;;;;1
2028165;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.027;-51.102;1;0;0;;;;1
2028166;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.021;-51.102;0;0;0;;;;1
2028167;JARDIM LEOPOLDINA;2022;1;2022-01-02;2022-01-08;-30.022;-51.114;0;0;0;;;;1
2028168;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.032;-51.112;0;0;0;;;;1
2028169;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.013;-51.143;1;0;0;;;;1
2028170;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.031;-51.107;0;0;0;;;;1
2028171;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.027;-51.107;0;0;0;;;;1
2028172;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.021;-51.107;0;0;0;;;;1
2028173;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.027;-51.104;0;0;0;;;;1
2028174;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.027;-51.100;1;0;0;;;;1
2028175;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.024;-51.099;4;0;0;;;;1
2028176;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.031;-51.110;0;0;0;;;;1
2028177;RUBEM BERTA;2022;1;2022-01-02;2022-01-08;-30.019;-51.101;4;0;0;;;;1
2028178;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.034;-51.119;0;0;0;;;;1
2028179;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.031;-51.120;0;0;0;;;;1
2028180;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.036;-51.115;0;0;0;;;;1
2028181;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.036;-51.117;1;0;0;;;;1
2028182;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.034;-51.112;0;0;0;;;;1
2028183;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.033;-51.114;1;0;0;;;;1
2028184;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.028;-51.118;0;0;0;;;;1
2028185;COSTA E SILVA;2022;1;2022-01-02;2022-01-08;-30.011;-51.123;0;0;0;;;;1
2028186;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.030;-51.120;0;0;0;;;;1
2028187;COSTA E SILVA;2022;1;2022-01-02;2022-01-08;-30.012;-51.119;0;0;0;;;;1
2028188;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.027;-51.109;0;0;0;;;;1
2028189;COSTA E SILVA;2022;1;2022-01-02;2022-01-08;-30.010;-51.119;0;0;0;;;;1
2028190;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.027;-51.119;0;0;0;;;;1
2028191;MARIO QUINTANA;2022;1;2022-01-02;2022-01-08;-30.030;-51.112;2;0;0;;;;1
2028192;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.009;-51.178;0;0;0;;;;1
2028193;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.012;-51.178;4;0;0;;;;1
2028194;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.018;-51.164;0;0;0;;;;1
2028195;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.019;-51.161;0;0;0;;;;1
2028196;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.016;-51.163;1;0;0;;;;1
2028197;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.013;-51.168;0;0;0;;;;1
2028198;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.014;-51.166;2;0;0;;;;1
2028199;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.012;-51.163;0;0;0;;;;1
2028200;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.016;-51.167;1;0;3;;;;1
2028201;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.019;-51.164;0;0;2;;;;1
2028202;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.012;-51.175;2;1;0;;;;1
2028203;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.016;-51.169;2;0;3;;;;1
2028204;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.014;-51.177;0;2;0;;;;1
2028205;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.014;-51.173;2;0;2;;;;1
2028206;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.009;-51.180;4;0;0;;;;1
2028207;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.012;-51.174;0;1;0;;;;1
2028208;SARANDI;2022;1;2022-01-02;2022-01-08;-30.008;-51.140;0;0;0;;;;1
2028209;SARANDI;2022;1;2022-01-02;2022-01-08;-30.007;-51.138;3;0;0;;;;1
2028210;SARANDI;2022;1;2022-01-02;2022-01-08;-30.009;-51.136;3;0;0;;;;1
2028211;SARANDI;2022;1;2022-01-02;2022-01-08;-30.007;-51.135;0;0;0;;;;1
2028212;SARANDI;2022;1;2022-01-02;2022-01-08;-30.005;-51.136;0;0;0;;;;1
2028213;SARANDI;2022;1;2022-01-02;2022-01-08;-30.008;-51.139;3;0;0;;;;1
2028214;SARANDI;2022;1;2022-01-02;2022-01-08;-30.004;-51.134;0;0;0;;;;1
2028215;SARANDI;2022;1;2022-01-02;2022-01-08;-30.007;-51.132;1;0;0;;;;1
2028216;SARANDI;2022;1;2022-01-02;2022-01-08;-30.000;-51.131;0;0;0;;;;1
2028217;SARANDI;2022;1;2022-01-02;2022-01-08;-30.003;-51.131;0;0;1;;;;1
2028218;SARANDI;2022;1;2022-01-02;2022-01-08;-30.002;-51.129;0;0;0;;;;1
2028219;SARANDI;2022;1;2022-01-02;2022-01-08;-30.008;-51.130;2;0;0;;;;1
2028220;SARANDI;2022;1;2022-01-02;2022-01-08;-30.006;-51.128;0;0;0;;;;1
2028221;SARANDI;2022;1;2022-01-02;2022-01-08;-30.002;-51.123;0;0;0;;;;1
2028222;SARANDI;2022;1;2022-01-02;2022-01-08;-30.004;-51.126;0;0;0;;;;1
2028223;SARANDI;2022;1;2022-01-02;2022-01-08;-29.999;-51.125;0;0;1;;;;1
2028224;SARANDI;2022;1;2022-01-02;2022-01-08;-30.010;-51.130;3;0;0;;;;1
2028225;SARANDI;2022;1;2022-01-02;2022-01-08;-29.994;-51.121;0;0;0;;;;1
2028226;SARANDI;2022;1;2022-01-02;2022-01-08;-29.996;-51.121;0;0;2;;;;1
2028227;SARANDI;2022;1;2022-01-02;2022-01-08;-29.995;-51.123;0;0;0;;;;1
2028228;SARANDI;2022;1;2022-01-02;2022-01-08;-29.993;-51.124;0;0;0;;;;1
2028229;SARANDI;2022;1;2022-01-02;2022-01-08;-29.996;-51.124;0;0;0;;;;1
2028230;SARANDI;2022;1;2022-01-02;2022-01-08;-29.998;-51.127;0;0;4;;;;1
2028231;SARANDI;2022;1;2022-01-02;2022-01-08;-30.000;-51.133;3;0;0;;;;1
2028232;SARANDI;2022;1;2022-01-02;2022-01-08;-30.001;-51.131;0;0;0;;;;1
2028233;SARANDI;2022;1;2022-01-02;2022-01-08;-29.997;-51.130;0;0;0;;;;1
2028234;SARANDI;2022;1;2022-01-02;2022-01-08;-29.993;-51.128;0;0;10;;;;1
2028235;SARANDI;2022;1;2022-01-02;2022-01-08;-29.995;-51.126;1;0;1;;;;1
2028236;SARANDI;2022;1;2022-01-02;2022-01-08;-30.000;-51.128;3;0;0;;;;1
2028237;SARANDI;2022;1;2022-01-02;2022-01-08;-29.994;-51.131;2;0;2;;;;1
2028238;SARANDI;2022;1;2022-01-02;2022-01-08;-30.002;-51.137;3;0;0;;;;1
2028239;SARANDI;2022;1;2022-01-02;2022-01-08;-30.001;-51.137;1;0;0;;;;1
2028240;SARANDI;2022;1;2022-01-02;2022-01-08;-30.001;-51.134;0;0;0;;;;1
2028241;SARANDI;2022;1;2022-01-02;2022-01-08;-29.998;-51.134;0;0;0;;;;1
2028242;SARANDI;2022;1;2022-01-02;2022-01-08;-29.995;-51.135;0;0;2;;;;1
2028243;SARANDI;2022;1;2022-01-02;2022-01-08;-29.996;-51.133;1;0;0;;;;1
2028244;SARANDI;2022;1;2022-01-02;2022-01-08;-29.993;-51.132;0;0;4;;;;1
2028245;SARANDI;2022;1;2022-01-02;2022-01-08;-29.993;-51.136;3;0;0;;;;1
2028246;SARANDI;2022;1;2022-01-02;2022-01-08;-29.998;-51.137;0;0;0;;;;1
2028247;SARANDI;2022;1;2022-01-02;2022-01-08;-29.990;-51.133;0;0;3;;;;1
2028248;SARANDI;2022;1;2022-01-02;2022-01-08;-29.989;-51.131;0;0;0;;;;1
2028249;SARANDI;2022;1;2022-01-02;2022-01-08;-29.992;-51.130;2;0;3;;;;1
2028250;SARANDI;2022;1;2022-01-02;2022-01-08;-29.991;-51.122;0;0;0;;;;1
2028251;SARANDI;2022;1;2022-01-02;2022-01-08;-29.988;-51.134;0;0;1;;;;1
2028252;SARANDI;2022;1;2022-01-02;2022-01-08;-29.989;-51.127;2;0;0;;;;1
2028253;SARANDI;2022;1;2022-01-02;2022-01-08;-29.988;-51.127;2;0;0;;;;1
2028254;SARANDI;2022;1;2022-01-02;2022-01-08;-29.986;-51.125;0;0;0;;;;1
2028255;SARANDI;2022;1;2022-01-02;2022-01-08;-29.988;-51.129;3;0;0;;;;1
2028256;SARANDI;2022;1;2022-01-02;2022-01-08;-29.986;-51.130;0;0;0;;;;1
2028257;SARANDI;2022;1;2022-01-02;2022-01-08;-29.983;-51.134;1;0;0;;;;1
2028258;SARANDI;2022;1;2022-01-02;2022-01-08;-29.987;-51.133;1;0;0;;;;1
2028259;SARANDI;2022;1;2022-01-02;2022-01-08;-29.984;-51.137;1;0;1;;;;1
2028260;SARANDI;2022;1;2022-01-02;2022-01-08;-29.981;-51.135;0;0;0;;;;1
2028261;SARANDI;2022;1;2022-01-02;2022-01-08;-29.981;-51.130;3;0;0;;;;1
2028262;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.005;-51.141;0;0;0;;;;1
2028263;SARANDI;2022;1;2022-01-02;2022-01-08;-29.978;-51.127;0;0;6;;;;1
2028264;SARANDI;2022;1;2022-01-02;2022-01-08;-29.980;-51.126;1;0;3;;;;1
2028265;SARANDI;2022;1;2022-01-02;2022-01-08;-29.978;-51.125;2;0;0;;;;1
2028266;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.005;-51.143;3;0;0;;;;1
2028267;SARANDI;2022;1;2022-01-02;2022-01-08;-29.981;-51.124;0;0;0;;;;1
2028268;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.001;-51.146;0;0;2;;;;1
2028269;SARANDI;2022;1;2022-01-02;2022-01-08;-29.978;-51.130;0;0;0;;;;1
2028270;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.003;-51.146;1;0;0;;;;1
2028271;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.007;-51.147;1;0;0;;;;1
2028272;SARANDI;2022;1;2022-01-02;2022-01-08;-29.984;-51.127;0;0;0;;;;1
2028273;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.006;-51.144;1;0;0;;;;1
2028274;SARANDI;2022;1;2022-01-02;2022-01-08;-29.983;-51.129;0;0;2;;;;1
2028275;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-30.003;-51.145;3;0;0;;;;1
2028276;SARANDI;2022;1;2022-01-02;2022-01-08;-29.984;-51.130;0;0;5;;;;1
2028277;SAO SEBASTIAO;2022;1;2022-01-02;2022-01-08;-29.999;-51.144;0;0;5;;;;1
2028278;SARANDI;2022;1;2022-01-02;2022-01-08;-29.985;-51.121;2;0;0;;;;1
2028279;SARANDI;2022;1;2022-01-02;2022-01-08;-29.981;-51.121;0;0;2;;;;1
2028280;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-29.999;-51.148;0;0;0;;;;1
2028281;SARANDI;2022;1;2022-01-02;2022-01-08;-29.987;-51.122;1;0;0;;;;1
2028282;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-29.998;-51.151;0;0;0;;;;1
2028283;SARANDI;2022;1;2022-01-02;2022-01-08;-29.978;-51.122;0;0;5;;;;1
2028284;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-30.001;-51.153;1;0;0;;;;1
2028285;SARANDI;2022;1;2022-01-02;2022-01-08;-29.979;-51.133;0;0;3;;;;1
2028286;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-30.008;-51.151;0;0;1;;;;1
2028287;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-30.005;-51.152;1;0;0;;;;1
2028288;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-30.006;-51.150;0;0;0;;;;1
2028289;JARDIM LINDOIA;2022;1;2022-01-02;2022-01-08;-30.004;-51.152;3;0;0;;;;1
2028290;JARDIM SABARA;2022;1;2022-01-02;2022-01-08;-30.027;-51.139;0;0;1;;;;1
2028291;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.026;-51.143;2;0;0;;;;1
2028292;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.007;-51.168;0;0;0;;;;1
2028293;JARDIM EUROPA;2022;1;2022-01-02;2022-01-08;-30.022;-51.157;0;0;1;;;;1
2028294;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.019;-51.158;1;0;0;;;;1
2028295;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.018;-51.158;3;0;0;;;;1
2028296;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.018;-51.155;2;0;0;;;;1
2028297;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.017;-51.154;2;0;0;;;;1
2028298;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.022;-51.154;2;0;0;;;;1
2028299;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.019;-51.154;2;0;0;;;;1
2028300;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.024;-51.152;2;0;0;;;;1
2028301;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.024;-51.146;0;0;0;;;;1
2028302;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.012;-51.148;1;0;0;;;;1
2028303;JARDIM ITU;2022;1;2022-01-02;2022-01-08;-30.027;-51.146;0;0;0;;;;1
2028304;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.017;-51.147;1;0;0;;;;1
2028305;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.026;-51.150;3;0;0;;;;1
2028306;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.011;-51.143;0;0;0;;;;1
2028307;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.021;-51.151;0;0;1;;;;1
2028308;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.024;-51.151;1;0;0;;;;1
2028309;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.020;-51.151;3;0;0;;;;1
2028310;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.018;-51.151;0;0;2;;;;1
2028311;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.011;-51.146;1;0;0;;;;1
2028312;VILA IPIRANGA;2022;1;2022-01-02;2022-01-08;-30.019;-51.148;2;0;0;;;;1
2028313;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.009;-51.171;0;0;0;;;;1
2028314;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.008;-51.176;4;0;0;;;;1
2028315;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.009;-51.166;4;0;3;;;;1
2028316;PASSO DA AREIA;2022;1;2022-01-02;2022-01-08;-30.015;-51.169;4;0;9;;;;1
