ID;Local;Ano;Semana;Data Inicio;Data Fim;Latitude;Longitude;Aedes aegypti;Aedes albopictus;Culex sp;Precipitation;Temperature;Relative humidity;Mes
2566353;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.059;-51.149;0;0;0;;;;1
2566354;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.055;-51.143;0;0;0;;;;1
2566355;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.062;-51.149;0;0;0;;;;1
2566356;VILA JOAO PESSOA;2023;1;2023-01-01;2023-01-07;-30.074;-51.173;0;0;0;;;;1
2566357;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.062;-51.147;0;0;0;;;;1
2566358;BOM JESUS;2023;1;2023-01-01;2023-01-07;-30.048;-51.153;0;0;0;;;;1
2566359;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.051;-51.146;0;0;0;;;;1
2566360;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.056;-51.146;0;0;0;;;;1
2566361;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.053;-51.149;0;0;0;;;;1
2566362;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.054;-51.152;0;0;0;;;;1
2566363;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.051;-51.150;0;0;0;;;;1
2566364;BOM JESUS;2023;1;2023-01-01;2023-01-07;-30.051;-51.153;0;0;0;;;;1
2566365;JARDIM CARVALHO;2023;1;2023-01-01;2023-01-07;-30.055;-51.157;0;0;0;;;;1
2566366;BOM JESUS;2023;1;2023-01-01;2023-01-07;-30.049;-51.159;0;0;0;;;;1
2566367;JARDIM DO SALSO;2023;1;2023-01-01;2023-01-07;-30.048;-51.165;0;0;0;;;;1
2566368;BOM JESUS;2023;1;2023-01-01;2023-01-07;-30.048;-51.155;0;0;0;;;;1
2566369;JARDIM DO SALSO;2023;1;2023-01-01;2023-01-07;-30.048;-51.172;0;0;0;;;;1
2566370;JARDIM DO SALSO;2023;1;2023-01-01;2023-01-07;-30.048;-51.168;0;0;0;;;;1
2566371;JARDIM DO SALSO;2023;1;2023-01-01;2023-01-07;-30.051;-51.171;0;0;0;;;;1
2566372;PARTENON;2023;1;2023-01-01;2023-01-07;-30.061;-51.162;0;0;0;;;;1
2566373;PARTENON;2023;1;2023-01-01;2023-01-07;-30.062;-51.160;0;0;0;;;;1
2566374;PARTENON;2023;1;2023-01-01;2023-01-07;-30.062;-51.186;0;0;0;;;;1
2566375;PARTENON;2023;1;2023-01-01;2023-01-07;-30.062;-51.178;0;0;0;;;;1
2566376;PARTENON;2023;1;2023-01-01;2023-01-07;-30.056;-51.172;0;0;0;;;;1
2566377;PARTENON;2023;1;2023-01-01;2023-01-07;-30.061;-51.171;0;0;0;;;;1
2566378;PARTENON;2023;1;2023-01-01;2023-01-07;-30.058;-51.170;0;0;0;;;;1
2566379;PARTENON;2023;1;2023-01-01;2023-01-07;-30.056;-51.188;0;0;0;;;;1
2566380;PARTENON;2023;1;2023-01-01;2023-01-07;-30.058;-51.187;0;0;0;;;;1
2566381;PARTENON;2023;1;2023-01-01;2023-01-07;-30.064;-51.186;0;0;0;;;;1
2566382;VILA SAO JOSE;2023;1;2023-01-01;2023-01-07;-30.071;-51.166;0;0;0;;;;1
2566383;PARTENON;2023;1;2023-01-01;2023-01-07;-30.061;-51.156;0;0;0;;;;1
2566384;PARTENON;2023;1;2023-01-01;2023-01-07;-30.058;-51.177;0;0;0;;;;1
2566385;PARTENON;2023;1;2023-01-01;2023-01-07;-30.059;-51.179;0;0;0;;;;1
2566386;PARTENON;2023;1;2023-01-01;2023-01-07;-30.062;-51.184;0;0;0;;;;1
2566387;PARTENON;2023;1;2023-01-01;2023-01-07;-30.059;-51.185;0;0;0;;;;1
2566388;PARTENON;2023;1;2023-01-01;2023-01-07;-30.059;-51.174;0;0;0;;;;1
2566389;PARTENON;2023;1;2023-01-01;2023-01-07;-30.058;-51.159;0;0;0;;;;1
2566390;PARTENON;2023;1;2023-01-01;2023-01-07;-30.056;-51.158;0;0;0;;;;1
2566391;JARDIM DO SALSO;2023;1;2023-01-01;2023-01-07;-30.056;-51.168;0;0;0;;;;1
2566392;PARTENON;2023;1;2023-01-01;2023-01-07;-30.062;-51.165;0;0;0;;;;1
2566393;PARTENON;2023;1;2023-01-01;2023-01-07;-30.057;-51.165;0;0;0;;;;1
2566394;PARTENON;2023;1;2023-01-01;2023-01-07;-30.056;-51.162;0;0;0;;;;1
2566395;PARTENON;2023;1;2023-01-01;2023-01-07;-30.064;-51.157;0;0;0;;;;1
2566396;PARTENON;2023;1;2023-01-01;2023-01-07;-30.064;-51.183;0;0;0;;;;1
2566397;PARTENON;2023;1;2023-01-01;2023-01-07;-30.064;-51.153;0;0;0;;;;1
2566398;PARTENON;2023;1;2023-01-01;2023-01-07;-30.064;-51.156;0;0;0;;;;1
2566399;PARTENON;2023;1;2023-01-01;2023-01-07;-30.059;-51.153;0;0;0;;;;1
2566400;PARTENON;2023;1;2023-01-01;2023-01-07;-30.061;-51.158;0;0;0;;;;1
2566401;PARTENON;2023;1;2023-01-01;2023-01-07;-30.062;-51.152;0;0;0;;;;1
2566402;PARTENON;2023;1;2023-01-01;2023-01-07;-30.059;-51.155;0;0;0;;;;1
2566403;PARTENON;2023;1;2023-01-01;2023-01-07;-30.059;-51.169;0;0;0;;;;1
2566404;PARTENON;2023;1;2023-01-01;2023-01-07;-30.066;-51.155;0;0;0;;;;1
2566405;PARTENON;2023;1;2023-01-01;2023-01-07;-30.066;-51.152;0;0;0;;;;1
2566406;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.080;-51.224;0;0;0;;;;1
2566407;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.081;-51.222;0;0;0;;;;1
2566408;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.078;-51.221;0;0;0;;;;1
2566409;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.083;-51.228;1;0;0;;;;1
2566410;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.084;-51.230;0;0;0;;;;1
2566411;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.081;-51.230;0;0;0;;;;1
2566412;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.064;-51.230;1;0;0;;;;1
2566413;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.080;-51.234;1;0;0;;;;1
2566414;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.067;-51.224;0;0;0;;;;1
2566415;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.072;-51.220;1;0;0;;;;1
2566416;SANTANA;2023;1;2023-01-01;2023-01-07;-30.040;-51.215;0;0;0;;;;1
2566417;SANTANA;2023;1;2023-01-01;2023-01-07;-30.037;-51.208;0;0;0;;;;1
2566418;SANTANA;2023;1;2023-01-01;2023-01-07;-30.043;-51.212;1;0;0;;;;1
2566419;SANTANA;2023;1;2023-01-01;2023-01-07;-30.039;-51.212;0;0;0;;;;1
2566420;SANTANA;2023;1;2023-01-01;2023-01-07;-30.040;-51.209;0;0;0;;;;1
2566421;SANTANA;2023;1;2023-01-01;2023-01-07;-30.043;-51.209;0;0;0;;;;1
2566422;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.074;-51.218;0;0;0;;;;1
2566423;SANTANA;2023;1;2023-01-01;2023-01-07;-30.045;-51.209;0;0;0;;;;1
2566424;SANTANA;2023;1;2023-01-01;2023-01-07;-30.045;-51.212;0;0;0;;;;1
2566425;SANTANA;2023;1;2023-01-01;2023-01-07;-30.048;-51.209;0;0;0;;;;1
2566426;SANTANA;2023;1;2023-01-01;2023-01-07;-30.044;-51.205;0;0;0;;;;1
2566427;MEDIANEIRA;2023;1;2023-01-01;2023-01-07;-30.062;-51.215;0;0;0;;;;1
2566428;SANTANA;2023;1;2023-01-01;2023-01-07;-30.048;-51.205;0;0;0;;;;1
2566429;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.051;-51.221;1;0;0;;;;1
2566430;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.051;-51.218;0;0;0;;;;1
2566431;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.048;-51.221;1;0;0;;;;1
2566432;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.048;-51.224;1;0;0;;;;1
2566433;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.049;-51.227;1;0;0;;;;1
2566434;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.045;-51.224;1;0;0;;;;1
2566435;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.046;-51.221;1;0;0;;;;1
2566436;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.048;-51.218;0;0;0;;;;1
2566437;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.053;-51.227;0;0;0;;;;1
2566438;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.051;-51.224;0;0;0;;;;1
2566439;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.051;-51.227;0;0;0;;;;1
2566440;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.054;-51.224;1;0;0;;;;1
2566441;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.055;-51.221;3;0;0;;;;1
2566442;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.056;-51.225;1;0;0;;;;1
2566443;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.053;-51.221;3;0;0;;;;1
2566444;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.053;-51.218;0;0;0;;;;1
2566445;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.058;-51.226;0;0;0;;;;1
2566446;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.070;-51.224;1;0;0;;;;1
2566447;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.056;-51.218;0;0;0;;;;1
2566448;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.070;-51.227;0;0;0;;;;1
2566449;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.056;-51.227;2;0;0;;;;1
2566450;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.059;-51.227;0;0;0;;;;1
2566451;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.064;-51.221;0;0;0;;;;1
2566452;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.059;-51.221;0;0;0;;;;1
2566453;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.059;-51.224;0;0;0;;;;1
2566454;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.062;-51.227;0;0;0;;;;1
2566455;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.064;-51.227;0;0;0;;;;1
2566456;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.062;-51.221;0;0;0;;;;1
2566457;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.062;-51.224;0;0;0;;;;1
2566458;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.059;-51.218;0;0;0;;;;1
2566459;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.064;-51.224;0;0;0;;;;1
2566460;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.061;-51.230;0;0;0;;;;1
2566461;NONOAI;2023;1;2023-01-01;2023-01-07;-30.081;-51.215;0;0;0;;;;1
2566462;NONOAI;2023;1;2023-01-01;2023-01-07;-30.089;-51.217;0;0;0;;;;1
2566463;NONOAI;2023;1;2023-01-01;2023-01-07;-30.083;-51.221;0;0;0;;;;1
2566464;NONOAI;2023;1;2023-01-01;2023-01-07;-30.083;-51.218;0;0;0;;;;1
2566465;NONOAI;2023;1;2023-01-01;2023-01-07;-30.085;-51.221;0;0;0;;;;1
2566466;NONOAI;2023;1;2023-01-01;2023-01-07;-30.078;-51.215;0;0;0;;;;1
2566467;NONOAI;2023;1;2023-01-01;2023-01-07;-30.089;-51.214;0;0;0;;;;1
2566468;NONOAI;2023;1;2023-01-01;2023-01-07;-30.089;-51.212;0;0;0;;;;1
2566469;TERESOPOLIS;2023;1;2023-01-01;2023-01-07;-30.083;-51.215;0;0;0;;;;1
2566470;AZENHA;2023;1;2023-01-01;2023-01-07;-30.045;-51.215;1;0;0;;;;1
2566471;AZENHA;2023;1;2023-01-01;2023-01-07;-30.048;-51.212;0;0;0;;;;1
2566472;NONOAI;2023;1;2023-01-01;2023-01-07;-30.091;-51.216;0;0;0;;;;1
2566473;AZENHA;2023;1;2023-01-01;2023-01-07;-30.048;-51.215;0;0;0;;;;1
2566474;AZENHA;2023;1;2023-01-01;2023-01-07;-30.051;-51.209;2;0;0;;;;1
2566475;AZENHA;2023;1;2023-01-01;2023-01-07;-30.051;-51.212;2;0;0;;;;1
2566476;AZENHA;2023;1;2023-01-01;2023-01-07;-30.053;-51.214;0;0;0;;;;1
2566477;NONOAI;2023;1;2023-01-01;2023-01-07;-30.083;-51.224;0;0;0;;;;1
2566478;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.071;-51.217;0;0;0;;;;1
2566479;NONOAI;2023;1;2023-01-01;2023-01-07;-30.086;-51.227;0;0;0;;;;1
2566480;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.075;-51.221;0;0;0;;;;1
2566481;AZENHA;2023;1;2023-01-01;2023-01-07;-30.056;-51.215;0;0;0;;;;1
2566482;MEDIANEIRA;2023;1;2023-01-01;2023-01-07;-30.059;-51.215;0;0;0;;;;1
2566483;NONOAI;2023;1;2023-01-01;2023-01-07;-30.086;-51.218;0;0;0;;;;1
2566484;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.081;-51.228;0;0;0;;;;1
2566485;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.081;-51.225;1;0;0;;;;1
2566486;NONOAI;2023;1;2023-01-01;2023-01-07;-30.086;-51.215;0;0;0;;;;1
2566487;AZENHA;2023;1;2023-01-01;2023-01-07;-30.046;-51.218;1;0;0;;;;1
2566488;AZENHA;2023;1;2023-01-01;2023-01-07;-30.051;-51.215;0;0;0;;;;1
2566489;NONOAI;2023;1;2023-01-01;2023-01-07;-30.091;-51.219;0;0;0;;;;1
2566490;AZENHA;2023;1;2023-01-01;2023-01-07;-30.043;-51.218;1;0;0;;;;1
2566491;AZENHA;2023;1;2023-01-01;2023-01-07;-30.043;-51.215;0;0;0;;;;1
2566492;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.067;-51.234;0;0;0;;;;1
2566493;SANTO ANTONIO;2023;1;2023-01-01;2023-01-07;-30.055;-51.210;0;0;0;;;;1
2566494;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.073;-51.227;0;0;0;;;;1
2566495;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.072;-51.230;0;0;0;;;;1
2566496;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.075;-51.230;0;0;0;;;;1
2566497;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.078;-51.227;2;0;0;;;;1
2566498;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.067;-51.221;0;0;0;;;;1
2566499;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.067;-51.228;0;0;0;;;;1
2566500;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.070;-51.231;0;0;0;;;;1
2566501;NONOAI;2023;1;2023-01-01;2023-01-07;-30.081;-51.218;0;0;0;;;;1
2566502;MENINO DEUS;2023;1;2023-01-01;2023-01-07;-30.043;-51.227;2;0;0;;;;1
2566503;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.078;-51.218;0;0;0;;;;1
2566504;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.040;-51.221;0;0;0;;;;1
2566505;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.040;-51.224;0;0;0;;;;1
2566506;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.040;-51.227;0;0;0;;;;1
2566507;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.040;-51.218;0;0;0;;;;1
2566508;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.035;-51.221;0;0;0;;;;1
2566509;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.072;-51.224;0;0;0;;;;1
2566510;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.038;-51.221;0;0;0;;;;1
2566511;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.043;-51.224;0;0;0;;;;1
2566512;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.037;-51.224;0;0;0;;;;1
2566513;CIDADE BAIXA;2023;1;2023-01-01;2023-01-07;-30.043;-51.221;0;0;0;;;;1
2566514;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.072;-51.221;0;0;0;;;;1
2566515;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.067;-51.230;0;0;0;;;;1
2566516;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.075;-51.228;0;0;0;;;;1
2566517;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.078;-51.224;4;0;0;;;;1
2566518;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.078;-51.230;1;0;0;;;;1
2566519;SANTA TEREZA;2023;1;2023-01-01;2023-01-07;-30.080;-51.226;0;0;0;;;;1
2566520;VILA JARDIM;2023;1;2023-01-01;2023-01-07;-30.030;-51.151;2;0;0;;;;1
2566521;VILA JARDIM;2023;1;2023-01-01;2023-01-07;-30.037;-51.149;0;0;0;;;;1
2566522;VILA JARDIM;2023;1;2023-01-01;2023-01-07;-30.035;-51.149;0;0;0;;;;1
2566523;BELA VISTA;2023;1;2023-01-01;2023-01-07;-30.037;-51.194;0;0;0;;;;1
2566524;BELA VISTA;2023;1;2023-01-01;2023-01-07;-30.037;-51.190;0;0;0;;;;1
2566525;JARDIM ITU;2023;1;2023-01-01;2023-01-07;-30.021;-51.143;0;0;0;;;;1
2566526;JARDIM SABARA;2023;1;2023-01-01;2023-01-07;-30.037;-51.146;1;0;0;;;;1
2566527;VILA JARDIM;2023;1;2023-01-01;2023-01-07;-30.040;-51.158;0;0;0;;;;1
2566528;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.040;-51.193;0;0;0;;;;1
2566529;JARDIM ITU;2023;1;2023-01-01;2023-01-07;-30.020;-51.135;0;0;0;;;;1
2566530;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.042;-51.193;0;0;0;;;;1
2566531;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.045;-51.184;1;0;0;;;;1
2566532;JARDIM BOTANICO;2023;1;2023-01-01;2023-01-07;-30.047;-51.182;0;0;0;;;;1
2566533;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.045;-51.187;0;0;0;;;;1
2566534;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.042;-51.187;1;0;0;;;;1
2566535;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.044;-51.189;0;0;0;;;;1
2566536;JARDIM ITU;2023;1;2023-01-01;2023-01-07;-30.029;-51.137;0;0;0;;;;1
2566537;JARDIM ITU;2023;1;2023-01-01;2023-01-07;-30.027;-51.137;0;0;2;;;;1
2566538;JARDIM ITU;2023;1;2023-01-01;2023-01-07;-30.021;-51.140;0;0;1;;;;1
2566539;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.043;-51.190;0;0;0;;;;1
2566540;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.040;-51.181;0;0;0;;;;1
2566541;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.039;-51.177;0;0;0;;;;1
2566542;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.040;-51.184;0;0;0;;;;1
2566543;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.040;-51.187;0;0;0;;;;1
2566544;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.043;-51.184;0;0;0;;;;1
2566545;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.040;-51.172;0;0;0;;;;1
2566546;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.038;-51.174;0;0;0;;;;1
2566547;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.046;-51.178;0;0;0;;;;1
2566548;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.042;-51.178;0;0;0;;;;1
2566549;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.042;-51.180;0;0;0;;;;1
2566550;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.045;-51.180;0;0;0;;;;1
2566551;PETROPOLIS;2023;1;2023-01-01;2023-01-07;-30.037;-51.178;0;0;0;;;;1
