h,data_alvo,real,previsto,braco
1,2020-03-22,0.0,2.398496957785765,A_referencia
1,2020-03-29,1.0,2.3662410241305687,A_referencia
1,2020-04-05,2.0,2.672088819414144,A_referencia
1,2020-04-12,3.0,3.651946154067165,A_referencia
1,2020-04-19,1.0,0.7471262587230746,A_referencia
1,2020-04-26,0.0,0.9048886186694794,A_referencia
1,2020-05-03,0.0,1.024064636941418,A_referencia
1,2020-05-10,0.0,1.0679720640463326,A_referencia
1,2020-05-17,1.0,0.24257939107817,A_referencia
1,2020-05-24,0.0,0.3043710870919123,A_referencia
1,2020-05-31,0.0,0.19217923343233825,A_referencia
1,2020-06-07,0.0,0.034018178831105556,A_referencia
1,2020-06-14,0.0,0.42718151094805895,A_referencia
1,2020-06-21,0.0,0.34187461578610717,A_referencia
1,2020-06-28,0.0,0.2373216071708499,A_referencia
1,2020-07-05,0.0,-0.007038919776617031,A_referencia
1,2020-07-12,0.0,-0.024515786935857008,A_referencia
1,2020-07-19,0.0,0.1959668056466003,A_referencia
1,2020-07-26,0.0,0.07572296719814621,A_referencia
1,2020-08-02,0.0,0.15517930006256617,A_referencia
1,2020-08-09,0.0,0.016033300453168527,A_referencia
1,2020-08-16,0.0,0.0036557335370069684,A_referencia
1,2020-08-23,0.0,0.4407851125614418,A_referencia
1,2020-08-30,0.0,0.01890035449398964,A_referencia
1,2020-09-06,0.0,0.7018736219093799,A_referencia
1,2020-09-13,0.0,0.22709243175573096,A_referencia
1,2020-09-20,0.0,0.681108711305046,A_referencia
1,2020-09-27,0.0,0.2223419202149586,A_referencia
1,2020-10-04,0.0,0.3100400066946303,A_referencia
1,2020-10-11,0.0,0.20549531902046608,A_referencia
1,2020-10-18,0.0,0.0010754919660617593,A_referencia
1,2020-10-25,0.0,0.012322045173698087,A_referencia
1,2020-11-01,0.0,0.037943181502748745,A_referencia
1,2020-11-08,0.0,0.03719976831458033,A_referencia
1,2020-11-15,0.0,-0.009255723652204189,A_referencia
1,2020-11-22,0.0,0.020592674599438893,A_referencia
1,2020-11-29,0.0,0.6670839423882674,A_referencia
1,2020-12-06,0.0,0.49995284467729484,A_referencia
1,2020-12-13,0.0,0.15118367457789553,A_referencia
1,2020-12-20,0.0,0.037888140750756756,A_referencia
1,2020-12-27,0.0,0.6975106712343125,A_referencia
1,2021-01-03,0.0,2.0481756649936114,A_referencia
1,2021-01-10,0.0,2.4958774216579642,A_referencia
1,2021-01-17,0.0,2.5446462975637116,A_referencia
1,2021-01-24,0.0,0.6483462863082002,A_referencia
1,2021-01-31,0.0,1.5847929808459789,A_referencia
1,2021-02-07,0.0,2.640749522086685,A_referencia
1,2021-02-14,0.0,0.9182650912641898,A_referencia
1,2021-02-21,2.0,1.9636581108916322,A_referencia
1,2021-02-28,0.0,3.6514289962810005,A_referencia
1,2021-03-07,1.0,0.8064042860796923,A_referencia
1,2021-03-14,0.0,0.7035286433845931,A_referencia
1,2021-03-21,1.0,0.8472259095858591,A_referencia
1,2021-03-28,1.0,0.4858109091151184,A_referencia
1,2021-04-04,9.0,1.0374105522394481,A_referencia
1,2021-04-11,12.0,17.79047026531766,A_referencia
1,2021-04-18,12.0,18.37857443290173,A_referencia
1,2021-04-25,8.0,12.882403434006857,A_referencia
1,2021-05-02,7.0,10.031742272417581,A_referencia
1,2021-05-09,9.0,6.37138585694364,A_referencia
1,2021-05-16,5.0,12.627551215668637,A_referencia
1,2021-05-23,0.0,5.704253181602898,A_referencia
1,2021-05-30,1.0,1.5207604514303987,A_referencia
1,2021-06-06,1.0,0.5990180036030697,A_referencia
1,2021-06-13,0.0,0.5025314375113021,A_referencia
1,2021-06-20,0.0,0.16873452604554265,A_referencia
1,2021-06-27,0.0,0.5111423913221623,A_referencia
1,2021-07-04,1.0,0.2171429302775113,A_referencia
1,2021-07-11,0.0,0.055414009499886605,A_referencia
1,2021-07-18,1.0,0.29572953054624945,A_referencia
1,2021-07-25,0.0,0.20757316450166385,A_referencia
1,2021-08-01,0.0,1.061932144385919,A_referencia
1,2021-08-08,0.0,0.10517014824394495,A_referencia
1,2021-08-15,0.0,1.2293126519102406,A_referencia
1,2021-08-22,0.0,0.10715318962040461,A_referencia
1,2021-08-29,0.0,0.003322909689249669,A_referencia
1,2021-09-05,0.0,0.10901202847010105,A_referencia
1,2021-09-12,0.0,0.11751556572294915,A_referencia
1,2021-09-19,0.0,0.29921592422284105,A_referencia
1,2021-09-26,0.0,0.2595372102513081,A_referencia
1,2021-10-03,0.0,0.6140603284882338,A_referencia
1,2021-10-10,0.0,0.09575136970690092,A_referencia
1,2021-10-17,0.0,0.036365780134505775,A_referencia
1,2021-10-24,0.0,0.027196740909013188,A_referencia
1,2021-10-31,0.0,0.11594250907630817,A_referencia
1,2021-11-07,0.0,-0.0294700831685141,A_referencia
1,2021-11-14,0.0,0.32229935987182257,A_referencia
1,2021-11-21,0.0,-0.024563094911234255,A_referencia
1,2021-11-28,0.0,0.5334906083983779,A_referencia
1,2021-12-05,1.0,0.17837856936683177,A_referencia
1,2021-12-12,0.0,0.8713530064975111,A_referencia
