braco,calibracao,avaliacao
HistGB_M1,42.022260264866006,217.2751345005217
HistGB_M0,44.19605232859089,212.3599887571084
GradBoost_M1,43.162663906790584,211.98220452111406
GradBoost_M0,45.507462659689615,209.98043660335966
LightGBM_M1,54.68037982619134,203.77111918090884
LightGBM_M0,55.59037921538137,217.48792772346704
