data,h,real,pred
2014-10-19,12,4.0,11.01710122239266
2014-10-26,12,10.0,9.72252438157175
2014-11-02,12,3.0,12.50667721043354
2014-11-09,12,2.0,15.293416663881766
2014-11-16,12,8.0,15.160613232378873
2014-11-23,12,10.0,21.29928463554826
2014-11-30,12,16.0,10.111457348358604
2014-12-07,12,23.0,31.10320616372241
2014-12-14,12,17.0,34.862890217434455
2014-12-21,12,12.0,70.73614567421681
2014-12-28,12,28.0,97.55015669416873
2015-01-04,12,19.0,62.7839532165387
2015-01-11,12,47.0,78.57998137352159
2015-01-18,12,42.0,33.68190029134888
2015-01-25,12,34.0,56.83987450045413
2015-02-01,12,38.0,43.60638041042805
2015-02-08,12,46.0,17.31361157079824
2015-02-15,12,41.0,20.233033109547307
2015-02-22,12,41.0,12.53908517206262
2015-03-01,12,20.0,14.447024228045608
2015-03-08,12,23.0,4.837754049770102
2015-03-15,12,15.0,19.072320249372023
2015-03-22,12,5.0,12.739811363005929
2015-03-29,12,7.0,3.1635492229121724
2015-04-05,12,5.0,3.1609250298705613
2015-04-12,12,6.0,4.280776380457855
2015-04-19,12,2.0,3.0705558901979666
2015-04-26,12,6.0,2.6733830880922045
2015-05-03,12,5.0,3.097796422370965
2015-05-10,12,11.0,2.0356215967352096
2015-05-17,12,5.0,4.516976832970749
2015-05-24,12,8.0,6.037251739437079
2015-05-31,12,4.0,2.110446293612598
2015-06-07,12,4.0,2.2615224764486395
2015-06-14,12,2.0,2.3824405601501537
2015-06-21,12,3.0,3.751002843704571
2015-06-28,12,5.0,3.641000830937638
2015-07-05,12,4.0,3.7632545693967985
2015-07-12,12,1.0,4.370647244006321
2015-07-19,12,4.0,3.9289950748913935
2015-07-26,12,7.0,4.138600919837977
2015-08-02,12,6.0,6.479104979038114
2015-08-09,12,1.0,7.283293603573229
2015-08-16,12,5.0,6.300490156459733
2015-08-23,12,7.0,4.251624565341601
2015-08-30,12,18.0,5.151580579431212
2015-09-06,12,17.0,7.668622316824351
2015-09-13,12,22.0,7.075770185153373
2015-09-20,12,25.0,8.843109831188762
