data,h,real,pred
2020-03-15,8,0.0,51.42171231147184
2020-03-22,8,1.0,43.587658937764516
2020-03-29,8,0.0,28.461021419671383
2020-04-05,8,0.0,29.296682139307208
2020-04-12,8,0.0,34.99469393476342
2020-04-19,8,0.0,11.745969967171437
2020-04-26,8,0.0,35.10251243943188
2020-05-03,8,0.0,6.108958365960709
2020-05-10,8,0.0,4.264134489493553
2020-05-17,8,0.0,0.37006365878812675
2020-05-24,8,0.0,-0.636225323807125
2020-05-31,8,0.0,-0.8510756677717884
2020-06-07,8,0.0,5.3086322514284285
2020-06-14,8,0.0,-0.03795011854083831
2020-06-21,8,0.0,0.031155452698243147
2020-06-28,8,0.0,-0.23618632145181784
2020-07-05,8,0.0,-0.6455196864640552
2020-07-12,8,0.0,-0.08516861171814266
2020-07-19,8,0.0,0.10611902818282706
2020-07-26,8,0.0,-0.38143765462041695
2020-08-02,8,0.0,-0.20341299401008076
2020-08-09,8,0.0,-0.04642719806337792
2020-08-16,8,0.0,-0.07959035790264543
2020-08-23,8,0.0,0.8406009537844291
2020-08-30,8,0.0,0.09862292975163857
2020-09-06,8,0.0,-0.09410590623352105
2020-09-13,8,0.0,0.3591371203316854
2020-09-20,8,0.0,0.3726251881108655
2020-09-27,8,0.0,1.2481632028866607
2020-10-04,8,0.0,-0.050625436440284784
2020-10-11,8,0.0,0.1031271137144987
2020-10-18,8,0.0,0.14299651763024454
2020-10-25,8,0.0,-0.16292338617629945
2020-11-01,8,0.0,0.9838050375830201
2020-11-08,8,0.0,1.5121472901878676
2020-11-15,8,0.0,0.9500390270880078
2020-11-22,8,0.0,1.9703447758055674
2020-11-29,8,0.0,0.5650713784681511
2020-12-06,8,0.0,8.898766371638988
2020-12-13,8,0.0,0.22970701548614725
2020-12-20,8,0.0,0.20297436822401344
2020-12-27,8,2.0,1.3145710142613505
2021-01-03,8,0.0,6.9932268923212
2021-01-10,8,1.0,4.256702610624871
2021-01-17,8,0.0,10.620638391690846
2021-01-24,8,1.0,4.901812572788092
2021-01-31,8,1.0,17.773362988623614
2021-02-07,8,9.0,8.212206413772739
2021-02-14,8,12.0,12.675318826728875
2021-02-21,8,12.0,16.325053228132226
2021-02-28,8,8.0,29.467442770395444
2021-03-07,8,7.0,6.863151542506932
2021-03-14,8,9.0,-1.3192052024281506
2021-03-21,8,5.0,0.5395146318746691
2021-03-28,8,0.0,1.1397672373803234
2021-04-04,8,1.0,-0.023465841445381625
2021-04-11,8,1.0,26.686734978627346
2021-04-18,8,0.0,23.70096999915208
2021-04-25,8,0.0,22.848777177792226
2021-05-02,8,0.0,24.08296729434312
2021-05-09,8,1.0,16.482831182462217
2021-05-16,8,0.0,7.785745714250838
2021-05-23,8,1.0,8.223238605174988
2021-05-30,8,0.0,-0.646275007897564
2021-06-06,8,0.0,0.3568929282406678
2021-06-13,8,0.0,0.02998455144104824
2021-06-20,8,0.0,-0.18727996566902513
2021-06-27,8,0.0,-0.21551226537227822
2021-07-04,8,0.0,-0.1841069754113053
2021-07-11,8,0.0,-0.3986380212250193
2021-07-18,8,0.0,1.1378466310424329
2021-07-25,8,0.0,-0.21254023645107586
2021-08-01,8,0.0,-0.034658524952333916
2021-08-08,8,0.0,0.5163404641378309
2021-08-15,8,0.0,-0.31075616735150424
2021-08-22,8,0.0,-0.29359958890514976
2021-08-29,8,0.0,-0.0032800819619449185
2021-09-05,8,0.0,-0.5352293833509861
2021-09-12,8,0.0,-0.6176808688702681
2021-09-19,8,0.0,0.15258314133366938
2021-09-26,8,0.0,-0.21531587190560297
2021-10-03,8,0.0,3.569879980588973
2021-10-10,8,1.0,0.36296142371929585
2021-10-17,8,0.0,0.3275166727321428
2021-10-24,8,0.0,0.4724376696384268
2021-10-31,8,0.0,-0.03379616687004295
2021-11-07,8,1.0,-0.1259638572492945
2021-11-14,8,0.0,0.6123260640517694
2021-11-21,8,2.0,1.327115067828795
2021-11-28,8,0.0,2.873339446593454
2021-12-05,8,1.0,2.322037256203817
2021-12-12,8,2.0,0.9462402277643691
2021-12-19,8,9.0,0.944234009007193
2021-12-26,8,20.0,4.088828449952352
2022-01-02,8,51.0,-0.05909265082691098
2022-01-09,8,203.0,6.437581350881401
2022-01-16,8,269.0,15.419539257864736
2022-01-23,8,463.0,3.207664307691047
2022-01-30,8,482.0,19.347214709423177
2022-02-06,8,524.0,8.731576858072705
2022-02-13,8,753.0,2.075602546402352
2022-02-20,8,879.0,25.01316733882501
2022-02-27,8,569.0,28.43902922093278
2022-03-06,8,344.0,22.686005599267165
2022-03-13,8,223.0,40.933525875477606
2022-03-20,8,313.0,42.04600429569294
2022-03-27,8,122.0,32.65088880657594
2022-04-03,8,92.0,20.061243969080987
2022-04-10,8,61.0,9.138792843653732
2022-04-17,8,17.0,9.685168212465712
2022-04-24,8,26.0,19.349932078991582
2022-05-01,8,19.0,7.123662078352128
2022-05-08,8,14.0,31.779133545143434
2022-05-15,8,24.0,103.63776597957839
2022-05-22,8,13.0,107.82457912496214
2022-05-29,8,11.0,192.08514199732477
2022-06-05,8,11.0,124.50079447681114
2022-06-12,8,3.0,102.84576386145552
2022-06-19,8,3.0,14.048084929597115
2022-06-26,8,3.0,-5.844050732658804
2022-07-03,8,1.0,0.1685617494924777
2022-07-10,8,2.0,1.6784516132968057
2022-07-17,8,0.0,0.17457003980389937
2022-07-24,8,3.0,-0.11843308279006115
2022-07-31,8,0.0,0.22531428696440214
2022-08-07,8,1.0,0.5502036374357091
2022-08-14,8,0.0,1.3347978463034398
2022-08-21,8,1.0,0.2996043646268332
2022-08-28,8,0.0,0.9322669663882409
2022-09-04,8,0.0,0.03761516046473623
2022-09-11,8,6.0,0.08972532037253497
2022-09-18,8,11.0,-0.05455915631714581
2022-09-25,8,7.0,-0.1489579065098272
2022-10-02,8,9.0,0.5770110691494447
2022-10-09,8,10.0,0.60915877542299
2022-10-16,8,4.0,0.6730935965361419
2022-10-23,8,0.0,1.5091181292252835
2022-10-30,8,1.0,-0.001450960359839007
2022-11-06,8,0.0,0.22218383229023986
2022-11-13,8,3.0,5.582799690649599
2022-11-20,8,2.0,5.483105586708047
2022-11-27,8,0.0,10.639770658121924
2022-12-04,8,2.0,113.8133435350711
2022-12-11,8,0.0,91.52038653755974
2022-12-18,8,10.0,25.85079812472606
2022-12-25,8,7.0,77.36905554145224
2023-01-01,8,27.0,122.11546052096529
