algoritmo,perda,conjunto,h,periodo,n,MAE_org,R2_org,vies_org,cap_org,n_n,MAE_novo,R2_novo,vies_novo,cap_novo,MAE_var_%,R2_var,cap_var_pp
hist_gradient_boosting,quantil_0.80,M1_com_vetor,4,avaliacao,102.0,168.39821130849361,0.7789908860892397,-204.95738992151655,0.8319818865019515,102.0,221.41585579361654,0.6190948599660915,-373.33925206471275,0.6939473280241053,31.483496216000994,-0.15989602612314824,-13.803455847784619
hist_gradient_boosting,quantil_0.80,M1_com_vetor,4,calibracao,190.0,35.34784197630038,0.6915750074726632,-70.86351909575535,0.8402967657627437,190.0,47.037808921142805,0.42409619165736145,-148.79951964119266,0.6646544675894873,33.071232333448194,-0.26747881581530175,-17.56422981732564
hist_gradient_boosting,quantil_0.80,M1_com_vetor,8,avaliacao,102.0,184.03992502019227,0.7235965873168796,-413.7541540177743,0.6320808290196233,102.0,270.15732348010283,0.40926765554400013,-680.1026188222178,0.3952379951503654,46.792780669988886,-0.31432893177287946,-23.684283386925784
hist_gradient_boosting,quantil_0.80,M1_com_vetor,8,calibracao,186.0,36.57385322237899,0.628942097772444,-153.4047934853449,0.6542756840229313,186.0,47.634163431315386,0.3702562793761861,-266.05575390784867,0.40039720114520716,30.241030775966358,-0.2586858183962579,-25.387848287772417
hist_gradient_boosting,quantil_0.80,M1_com_vetor,12,avaliacao,102.0,179.64827228184186,0.7579247350404885,-418.86364071590674,0.6194632410566445,102.0,273.9484924359289,0.4519908181498856,-664.4788634739656,0.396322314678423,52.49158199870902,-0.3059339168906029,-22.314092637822153
hist_gradient_boosting,quantil_0.80,M1_com_vetor,12,calibracao,182.0,37.218305248591335,0.6667726958371215,-185.39471073931475,0.5821808556312206,182.0,52.577626954393594,0.25838457157281125,-326.839050319018,0.26341149752317233,41.26819209852008,-0.40838812426431026,-31.876935810804824
hist_gradient_boosting,quantil_0.85,M1_com_vetor,1,avaliacao,102.0,97.98708193004315,0.8979137481774447,-137.10185575395712,0.8863463192547891,102.0,97.98708193004315,0.8979137481774447,-137.10185575395712,0.8863463192547891,0.0,0.0,0.0
hist_gradient_boosting,quantil_0.85,M1_com_vetor,1,calibracao,193.0,22.33622241214052,0.8414917452867192,7.6679015972020235,1.017280946536559,193.0,22.33622241214052,0.8414917452867192,7.6679015972020235,1.017280946536559,0.0,0.0,0.0
hist_gradient_boosting,quantil_0.85,M1_com_vetor,4,avaliacao,102.0,168.70657870245495,0.7720624486520601,-177.0441488870895,0.8548643505205294,102.0,219.6692347506603,0.6284596054568903,-363.3933800957606,0.7021006649004014,30.207865300906466,-0.1436028431951698,-15.27636856201281
hist_gradient_boosting,quantil_0.85,M1_com_vetor,4,calibracao,190.0,33.12311926624571,0.7282383765841819,-55.93834926606749,0.873933225308601,190.0,45.77897691321734,0.4686352303750757,-109.01360548939073,0.7543189275006971,38.20853206862269,-0.2596031462091062,-11.96142978079039
