data,h,real,pred
2020-03-15,8,0.0,53.62039039363639
2020-03-22,8,1.0,27.620023783795606
2020-03-29,8,0.0,34.55466191371931
2020-04-05,8,0.0,23.466515217228228
2020-04-12,8,0.0,40.77684317944093
2020-04-19,8,0.0,30.434299286097367
2020-04-26,8,0.0,31.684437683509316
2020-05-03,8,0.0,3.696929024911014
2020-05-10,8,0.0,-0.2628689631228522
2020-05-17,8,0.0,-0.2780917948722609
2020-05-24,8,0.0,0.34016574312273357
2020-05-31,8,0.0,0.03250669853742704
2020-06-07,8,0.0,0.23022232264151882
2020-06-14,8,0.0,0.10606446451827554
2020-06-21,8,0.0,-0.30932672706107245
2020-06-28,8,0.0,-0.019397742559881213
2020-07-05,8,0.0,0.5410952016848967
2020-07-12,8,0.0,-0.16197370930508267
2020-07-19,8,0.0,-0.16666232587640117
2020-07-26,8,0.0,0.16049816355881164
2020-08-02,8,0.0,0.09278738560309602
2020-08-09,8,0.0,-0.13535941145169866
2020-08-16,8,0.0,-0.07874714166449984
2020-08-23,8,0.0,0.07569630985215099
2020-08-30,8,0.0,0.068467263417705
2020-09-06,8,0.0,0.013747244520182132
2020-09-13,8,0.0,-0.06811176231167707
2020-09-20,8,0.0,-0.11340445624206283
2020-09-27,8,0.0,-0.10699845523769387
2020-10-04,8,0.0,-0.03927505221842086
2020-10-11,8,0.0,-0.04854298788271821
2020-10-18,8,0.0,0.16790152980280437
2020-10-25,8,0.0,-0.027612471465361187
2020-11-01,8,0.0,0.8615864493921398
2020-11-08,8,0.0,1.449430090018277
2020-11-15,8,0.0,3.0574437570811974
2020-11-22,8,0.0,3.166188711652074
2020-11-29,8,0.0,3.2915747393760624
2020-12-06,8,0.0,2.9207893255237
2020-12-13,8,0.0,1.568117450026867
2020-12-20,8,0.0,-0.2752015931206569
2020-12-27,8,2.0,4.263199380769856
2021-01-03,8,0.0,15.180644276049838
2021-01-10,8,1.0,24.183172338802432
2021-01-17,8,0.0,16.158742608337587
2021-01-24,8,1.0,30.86353149353993
2021-01-31,8,1.0,16.831748008197067
2021-02-07,8,9.0,20.770078196303228
2021-02-14,8,12.0,29.84196704629265
2021-02-21,8,12.0,28.68101112193915
2021-02-28,8,8.0,28.95148410710746
2021-03-07,8,7.0,25.7855430000691
2021-03-14,8,9.0,16.432986973421038
2021-03-21,8,5.0,2.4680105413920206
2021-03-28,8,0.0,12.18542198994363
2021-04-04,8,1.0,8.947672670841632
2021-04-11,8,1.0,25.21578690834279
2021-04-18,8,0.0,21.58865055796341
2021-04-25,8,0.0,24.141258084975053
2021-05-02,8,0.0,22.362210598228188
2021-05-09,8,1.0,15.745556218013975
2021-05-16,8,0.0,5.641011255714445
2021-05-23,8,1.0,11.305079298123912
2021-05-30,8,0.0,-0.2020087595971306
2021-06-06,8,0.0,0.14566841350798354
2021-06-13,8,0.0,0.08514778852398851
2021-06-20,8,0.0,0.4298524919975933
2021-06-27,8,0.0,-0.011903311739623825
2021-07-04,8,0.0,-0.009861458264505846
2021-07-11,8,0.0,-0.08732655283976558
2021-07-18,8,0.0,0.18793309273402803
2021-07-25,8,0.0,0.17291749561446215
2021-08-01,8,0.0,0.1695986583932838
2021-08-08,8,0.0,0.039799636349771406
2021-08-15,8,0.0,-0.004135599646973574
2021-08-22,8,0.0,-0.004331818097018622
2021-08-29,8,0.0,-0.0170768148510449
2021-09-05,8,0.0,-0.005615383866288056
2021-09-12,8,0.0,-0.033103822888302215
2021-09-19,8,0.0,-0.006641062946663379
2021-09-26,8,0.0,0.39974622006839655
2021-10-03,8,0.0,0.7640120834889703
2021-10-10,8,1.0,0.9195809187701797
2021-10-17,8,0.0,0.405674494860008
