k,h,semanas_testadas,spearman_modelo_mediana,spearman_persistencia_mediana,spearman_climatologia_mediana,spearman_modelo_media,spearman_persistencia_media,spearman_climatologia_media,fracao_semanas_modelo_vence_persistencia,modelo_vence_persistencia
8,1,235,0.7857142857142859,0.8928571428571429,0.4642857142857144,0.6891614843660209,0.8418382398877469,0.3921360461673905,0.17872340425531916,False
8,2,234,0.6071428571428572,0.8214285714285715,0.4464285714285715,0.5407996426577256,0.7346823704486316,0.39121721364185436,0.2094017094017094,False
8,4,232,0.42857142857142866,0.6071428571428572,0.42857142857142866,0.3304747006434654,0.5395661927893078,0.3896636674540378,0.3017241379310345,False
8,8,228,0.3214285714285715,0.5,0.42857142857142866,0.27991332887060444,0.4453852253178033,0.38913771675774267,0.3157894736842105,False
16,1,235,0.8142857142857142,0.8990173384323251,0.37321428571428567,0.7678617627916605,0.8645677917249837,0.3569052053321273,0.15319148936170213,False
16,2,234,0.6624999999999999,0.8010989010989011,0.3802197802197802,0.6135427635298663,0.7622697810711746,0.35759390507729966,0.1794871794871795,False
16,4,232,0.4839285714285714,0.607142857142857,0.38928571428571423,0.4342504293220626,0.5553940354017407,0.35745481990979155,0.3232758620689655,False
16,8,228,0.34575243010095014,0.49285714285714277,0.39370140554272054,0.3079408575676291,0.4362016704377346,0.35546821561425257,0.32894736842105265,False
