data_ini_se,SE,ano,semana_epi,casos,casos_est,casconf,p_inc100k,nivel,Rt,tempmin,tempmed,tempmax,umidmin,umidmed,umidmax,receptivo,transmissao,vetor_fonte,n_armadilhas,aegypti_total,aegypti_femea,aegypti_por_armadilha,imfa_femea,sem_sin,sem_cos,bloco
2010-05-30,201022,2010,22,3,3.0,,0.20157877,1,1.0437855,11.4285714285714,15.7402882857143,20.0,66.0,88.923038,100.0,0,0,,,,,,,0.46472317204376906,-0.8854560256532096,0
2010-06-06,201023,2010,23,4,4.0,,0.26877168,1,1.0749228,7.66666666666667,13.980507,18.8333333333333,59.5,83.3621223333333,100.0,0,0,,,,,,,0.35460488704253584,-0.9350162426854147,0
2010-06-13,201024,2010,24,7,7.0,,0.47035044,1,1.7861509,12.4285714285714,17.0596341428571,21.4285714285714,74.7142857142857,91.9621842857143,100.0,0,0,,,,,,,0.23931566428755768,-0.970941817426052,0
2010-06-20,201025,2010,25,7,7.0,,0.47035044,1,1.4967502,8.71428571428571,14.0242272857143,18.5714285714286,72.2857142857143,90.0371765714286,100.0,0,0,,,,,,,0.12053668025532308,-0.992708874098054,0
2010-06-27,201026,2010,26,14,14.0,,0.9407009,1,2.189319,12.0,17.1963244285714,23.0,68.0,89.9402671428571,100.0,0,1,,,,,,,-3.216245299353273e-16,-1.0,0
2010-07-04,201027,2010,27,15,15.0,,1.0078938,1,1.682788,10.1428571428571,17.538847,24.0,61.0,84.2151221428571,100.0,0,0,,,,,,,-0.12053668025532283,-0.992708874098054,0
2010-07-11,201028,2010,28,5,5.0,,0.33596462,1,0.43198127,6.14285714285714,11.4360902857143,14.8571428571429,69.2857142857143,86.3609014285714,100.0,0,0,,,,,,,-0.23931566428755743,-0.9709418174260521,0
2010-07-18,201029,2010,29,5,5.0,,0.33596462,1,0.44400904,8.83333333333333,13.023392,16.3333333333333,77.0,90.271199,100.0,0,0,,,,,,,-0.3546048870425356,-0.9350162426854148,0
2010-07-25,201030,2010,30,8,8.0,,0.53754336,1,0.9933085,9.33333333333333,15.2124753333333,21.3333333333333,56.8333333333333,83.4493176666667,100.0,0,0,,,,,,,-0.46472317204376806,-0.8854560256532101,0
2010-08-01,201031,2010,31,13,13.0,,0.873508,1,1.9359438,4.42857142857143,10.1666667714286,14.4285714285714,62.8571428571429,85.0064865714286,100.0,0,0,,,,,,,-0.5680647467311556,-0.8229838658936565,0
2010-08-08,201032,2010,32,16,16.0,,1.0750867,1,1.8287421,8.0,12.9473681428571,17.5714285714286,61.7142857142857,83.1503771428571,99.1428571428571,0,0,,,,,,,-0.663122658240795,-0.7485107481711013,0
2010-08-15,201033,2010,33,29,29.0,,1.9485947,1,2.2562075,7.71428571428571,15.6601087142857,21.5714285714286,51.4285714285714,77.1362581428571,100.0,0,1,,,,,,,-0.7485107481711011,-0.6631226582407952,0
2010-08-22,201034,2010,34,18,18.0,,1.2094725,1,1.0015322,14.1428571428571,19.2702592857143,24.0,71.1428571428571,88.3805348571429,100.0,0,0,,,,,,,-0.8229838658936564,-0.5680647467311559,0
2010-08-29,201035,2010,35,14,14.0,,0.9407009,1,0.657579,15.2857142857143,18.3533834285714,21.8571428571429,79.7142857142857,93.3233084285714,100.0,0,0,,,,,,,-0.8854560256532096,-0.4647231720437691,0
2010-09-05,201036,2010,36,13,13.0,,0.873508,1,0.6767262,10.7142857142857,17.2389552857143,22.1428571428571,59.5714285714286,82.3203358571429,100.0,0,0,,,,,,,-0.9350162426854147,-0.3546048870425359,0
2010-09-12,201037,2010,37,4,4.0,,0.26877168,1,0.267726,12.7142857142857,17.0601505714286,20.2857142857143,65.1428571428571,82.1729315714286,100.0,0,0,,,,,,,-0.970941817426052,-0.23931566428755774,0
2010-09-19,201038,2010,38,6,6.0,,0.40315753,1,0.54703647,13.2857142857143,18.6366645714286,22.4285714285714,66.8571428571429,86.0632522857143,100.0,0,0,,,,,,,-0.992708874098054,-0.12053668025532357,0
2010-09-26,201039,2010,39,11,11.0,,0.73912215,1,1.442308,13.8333333333333,18.4303813333333,22.5,61.3333333333333,81.4697858333333,99.0,0,0,,,,,,,-1.0,-1.8369701987210297e-16,0
2010-10-03,201040,2010,40,8,8.0,,0.53754336,1,1.1077995,12.7142857142857,18.2314121428571,23.1428571428571,57.0,81.7756877142857,100.0,0,0,,,,,,,-0.992708874098054,0.1205366802553232,0
2010-10-10,201041,2010,41,5,5.0,,0.33596462,1,0.60086125,12.4285714285714,19.0382825714286,23.8571428571429,55.7142857142857,78.6625901428571,100.0,0,0,,,,,,,-0.9709418174260521,0.23931566428755738,0
2010-10-17,201042,2010,42,9,9.0,,0.60473627,1,1.1403342,12.7142857142857,19.4777312857143,24.5714285714286,55.1428571428571,78.9008415714286,99.1428571428571,0,0,,,,,,,-0.9350162426854148,0.35460488704253557,0
2010-10-24,201043,2010,43,7,7.0,,0.47035044,1,0.9849171,13.8571428571429,19.6905361428571,24.2857142857143,55.4285714285714,77.3683,99.1428571428571,0,0,,,,,,,-0.8854560256532101,0.464723172043768,0
