data_ini_se,SE,ano,semana_epi,casos,casos_est,casconf,p_inc100k,nivel,Rt,tempmin,tempmed,tempmax,umidmin,umidmed,umidmax,receptivo,transmissao,vetor_fonte,n_armadilhas,aegypti_total,aegypti_femea,aegypti_por_armadilha,imfa_femea,sem_sin,sem_cos,bloco
2010-10-31,201044,2010,44,18,18.0,,1.2094725,1,2.2648764,13.5714285714286,21.6085555714286,27.7142857142857,38.2857142857143,62.6086785714286,99.1428571428571,0,1,,,,,,,-0.822983865893657,0.5680647467311548,0
2010-11-07,201045,2010,45,10,10.0,,0.67192924,1,0.9830323,11.8571428571429,20.7956024285714,27.8571428571429,41.5714285714286,69.6938435714286,99.1428571428571,0,0,,,,,,,-0.7485107481711011,0.6631226582407953,0
2010-11-14,201046,2010,46,18,18.0,,1.2094725,1,1.4089506,16.0,22.7130324285714,28.2857142857143,45.1428571428571,71.8245595714286,100.0,0,0,,,,,,,-0.6631226582407956,0.7485107481711007,0
2010-11-21,201047,2010,47,19,19.0,,1.2766656,1,1.3432591,18.2857142857143,22.3533827142857,26.2857142857143,66.0,84.8721812857143,100.0,1,0,,,,,,,-0.5680647467311559,0.8229838658936564,0
2010-11-28,201048,2010,48,25,25.0,,1.679823,1,1.5103953,17.5714285714286,23.1324142857143,27.7142857142857,56.8571428571429,79.0434434285714,100.0,1,0,,,,,,,-0.4647231720437684,0.88545602565321,0
2010-12-05,201049,2010,49,19,19.0,,1.2766656,2,0.96785176,17.7142857142857,24.1939847142857,29.2857142857143,54.1428571428571,77.6817048571429,100.0,1,0,,,,,,,-0.35460488704253595,0.9350162426854147,0
2010-12-12,201050,2010,50,8,8.0,,0.53754336,1,0.38799265,15.4285714285714,22.6207187142857,28.2857142857143,49.5714285714286,76.2844601428571,99.1428571428571,0,0,,,,,,,-0.2393156642875578,0.970941817426052,0
2010-12-19,201051,2010,51,12,12.0,,0.80631506,1,0.6928488,21.7142857142857,26.3810595714286,31.0,61.2857142857143,81.6664814285714,100.0,1,0,,,,,,,-0.12053668025532363,0.992708874098054,0
2010-12-26,201052,2010,52,9,9.0,,0.60473627,1,0.71343905,18.5714285714286,24.830827,29.5714285714286,53.1428571428571,75.8713454285714,100.0,1,0,,,,,,,6.432490598706546e-16,1.0,0
2011-01-02,201101,2011,1,15,15.0,,1.0078938,2,1.3825053,22.2857142857143,27.040518,32.8571428571429,54.1428571428571,80.8529662857143,100.0,1,0,,,,,,,0.12053668025532305,0.992708874098054,0
2011-01-09,201102,2011,2,11,11.0,,0.73912215,2,0.97890043,21.4285714285714,26.101086,31.1428571428571,58.2857142857143,81.5618221428571,100.0,1,0,,,,,,,0.23931566428755774,0.970941817426052,0
2011-01-16,201103,2011,3,11,11.0,,0.73912215,2,0.9088374,22.1428571428571,26.4160404285714,30.8571428571429,64.4285714285714,82.9887222857143,100.0,1,0,,,,,,,0.3546048870425356,0.9350162426854148,0
2011-01-23,201104,2011,4,11,11.0,,0.73912215,2,0.931122,23.0,27.7380952857143,32.4285714285714,60.7142857142857,82.1203007142857,100.0,1,0,,,,,,,0.4647231720437685,0.8854560256532099,0
2011-01-30,201105,2011,5,11,11.0,,0.73912215,2,0.98592895,20.1428571428571,26.8680035714286,32.7142857142857,56.1428571428571,78.5309071428571,100.0,1,0,,,,,,,0.5680647467311558,0.8229838658936564,0
2011-02-06,201106,2011,6,11,11.0,,0.73912215,2,1.0029887,22.2857142857143,25.1099324285714,28.2857142857143,70.4285714285714,89.9455522857143,100.0,1,0,,,,,,,0.6631226582407952,0.7485107481711011,0
2011-02-13,201107,2011,7,14,14.0,,0.9407009,2,1.259869,20.1428571428571,24.9943311428571,29.8571428571429,60.2857142857143,83.0082338571429,99.1428571428571,1,0,,,,,,,0.7485107481711011,0.6631226582407953,0
2011-02-20,201108,2011,8,11,11.0,,0.73912215,2,0.9421293,21.5714285714286,25.7456145714286,29.5714285714286,69.5714285714286,88.2280695714286,100.0,1,0,,,,,,,0.8229838658936564,0.5680647467311558,0
2011-02-27,201109,2011,9,12,12.0,,0.80631506,2,0.9835599,17.5714285714286,23.8425231428571,28.5714285714286,55.4285714285714,77.1846265714286,100.0,1,0,,,,,,,0.8854560256532098,0.4647231720437686,0
2011-03-06,201110,2011,10,9,9.0,,0.60473627,2,0.7620878,19.5714285714286,25.1829571428571,29.7142857142857,61.0,81.7652444285714,100.0,1,0,,,,,,,0.9350162426854148,0.35460488704253557,0
2011-03-13,201111,2011,11,17,17.0,,1.1422796,1,1.4977075,16.4285714285714,22.7330581428571,28.0,56.0,78.2798412857143,98.2857142857143,0,0,,,,,,,0.970941817426052,0.23931566428755804,0
2011-03-20,201112,2011,12,23,23.0,,1.5454372,1,1.8389909,17.7142857142857,23.7226398571429,28.8571428571429,61.8571428571429,82.791143,100.0,1,1,,,,,,,0.992708874098054,0.120536680255323,0
2011-03-27,201113,2011,13,15,15.0,,1.0078938,1,0.93554246,18.1428571428571,22.261315,26.1428571428571,68.5714285714286,86.7313865714286,100.0,1,0,,,,,,,1.0,-1.6081226496766366e-16,0
2011-04-03,201114,2011,14,18,18.0,,1.2094725,1,0.97660667,14.2857142857143,20.8754975714286,26.4285714285714,53.4285714285714,80.9730685714286,100.0,0,0,,,,,,,0.992708874098054,-0.12053668025532288,0
2011-04-10,201115,2011,15,20,20.0,,1.3438585,1,1.1145719,16.8571428571429,21.4238295714286,26.4285714285714,62.7142857142857,86.2178492857143,100.0,0,0,,,,,,,0.9709418174260521,-0.2393156642875575,0
2011-04-17,201116,2011,16,13,13.0,,0.873508,1,0.73570293,16.0,21.4812031428571,26.2857142857143,63.5714285714286,84.234963,100.0,0,0,,,,,,,0.9350162426854148,-0.35460488704253545,0
2011-04-24,201117,2011,17,29,29.0,,1.9485947,1,1.6147207,12.0,18.7240155714286,24.5714285714286,53.0,81.0808815714286,100.0,0,0,,,,,,,0.8854560256532099,-0.4647231720437685,0
2011-05-01,201118,2011,18,19,19.0,,1.2766656,1,0.99424064,11.8571428571429,16.7270234285714,21.4285714285714,63.4285714285714,83.6704107142857,100.0,0,0,,,,,,,0.8229838658936565,-0.5680647467311557,0
2011-05-08,201119,2011,19,16,16.0,,1.0750867,1,0.7498402,12.7142857142857,17.3038848571429,21.1428571428571,69.0,88.6661435714286,100.0,0,0,,,,,,,0.7485107481711013,-0.6631226582407951,0
2011-05-15,201120,2011,20,13,13.0,,0.873508,1,0.65119106,9.42857142857143,15.9007568571429,22.0,57.5714285714286,85.8363297142857,100.0,0,0,,,,,,,0.6631226582407952,-0.7485107481711012,0
2011-05-22,201121,2011,21,8,8.0,,0.53754336,1,0.49431163,12.2857142857143,17.1891247857143,22.0,64.0,87.3603135714286,100.0,0,0,,,,,,,0.5680647467311558,-0.8229838658936564,0
2011-05-29,201122,2011,22,11,11.0,,0.73912215,1,0.86318046,7.71428571428571,13.4312498571429,18.7142857142857,56.2857142857143,81.9467551428571,100.0,0,0,,,,,,,0.46472317204376906,-0.8854560256532096,0
2011-06-05,201123,2011,23,4,4.0,,0.26877168,1,0.393439,6.57142857142857,12.3061822857143,17.5714285714286,58.0,84.9757728571429,100.0,0,0,,,,,,,0.35460488704253584,-0.9350162426854147,0
2011-06-12,201124,2011,24,1,1.0,,0.06719292,1,0.12313174,7.71428571428571,14.7038182857143,20.8571428571429,61.7142857142857,86.0431707142857,100.0,0,0,,,,,,,0.23931566428755768,-0.970941817426052,0
2011-06-19,201125,2011,25,1,1.0,,0.06719292,1,0.19821133,14.2857142857143,16.9899748571429,20.1428571428571,77.2857142857143,91.2982441428571,99.1428571428571,0,0,,,,,,,0.12053668025532308,-0.992708874098054,0
2011-06-26,201126,2011,26,1,1.0,,0.06719292,1,0.43593764,6.28571428571429,9.76112171428571,13.1428571428571,69.8571428571429,83.4898714285714,99.1428571428571,0,0,,,,,,,-3.216245299353273e-16,-1.0,0
2011-07-03,201127,2011,27,1,1.0,,0.06719292,1,0.8314771,3.0,7.75496185,12.8333333333333,48.8333333333333,74.205386,94.5,0,0,,,,,,,-0.12053668025532283,-0.992708874098054,0
2011-07-10,201128,2011,28,0,0.0,,0.0,1,0.0,14.5,17.4201513333333,21.3333333333333,70.5,87.7905456666667,96.0,0,0,,,,,,,-0.23931566428755743,-0.9709418174260521,0
2011-07-17,201129,2011,29,2,2.0,,0.13438584,1,2.4756474,11.0,13.354747,16.0,84.8571428571429,94.76755,100.0,0,0,,,,,,,-0.3546048870425356,-0.9350162426854148,0
2011-07-24,201130,2011,30,2,2.0,,0.13438584,1,2.241005,10.0,14.6864661428571,19.5714285714286,73.5714285714286,91.4355897142857,100.0,0,0,,,,,,,-0.46472317204376806,-0.8854560256532101,0
2011-07-31,201131,2011,31,1,1.0,,0.06719292,1,0.71716714,7.42857142857143,11.6198831428571,15.4285714285714,59.1428571428571,78.5463641428571,99.0,0,0,,,,,,,-0.5680647467311556,-0.8229838658936565,0
2011-08-07,201132,2011,32,6,6.0,,0.40315753,1,3.2391992,12.4285714285714,17.558647,22.8571428571429,69.0,87.56132,99.1428571428571,0,0,,,,,,,-0.663122658240795,-0.7485107481711013,0
2011-08-14,201133,2011,33,2,2.0,,0.13438584,1,0.7840655,12.1428571428571,16.5290921428571,20.7142857142857,61.7142857142857,81.1686888571429,97.4285714285714,0,0,,,,,,,-0.7485107481711011,-0.6631226582407952,0
2011-08-21,201134,2011,34,0,0.0,,0.0,1,0.0,7.71428571428571,12.9022554285714,16.8571428571429,65.1428571428571,83.9774437142857,100.0,0,0,,,,,,,-0.8229838658936564,-0.5680647467311559,0
2011-08-28,201135,2011,35,1,1.0,,0.06719292,1,0.42250744,8.28571428571429,13.9501597142857,18.4285714285714,61.0,82.8136957142857,100.0,0,0,,,,,,,-0.8854560256532096,-0.4647231720437691,0
2011-09-04,201136,2011,36,0,0.0,,0.0,1,0.0,9.57142857142857,16.1266102857143,23.1428571428571,49.4285714285714,80.6913352857143,99.1428571428571,0,0,,,,,,,-0.9350162426854147,-0.3546048870425359,0
2011-09-11,201137,2011,37,0,0.0,,0.0,1,0.0,8.85714285714286,16.9549117142857,23.1428571428571,42.2857142857143,72.4635128571429,100.0,0,0,,,,,,,-0.970941817426052,-0.23931566428755774,0
2011-09-18,201138,2011,38,1,1.0,,0.06719292,1,3.2719314,12.0,16.9142127142857,21.7142857142857,64.8571428571429,85.6446521428571,100.0,0,0,,,,,,,-0.992708874098054,-0.12053668025532357,0
2011-09-25,201139,2011,39,0,0.0,,0.0,1,0.0,13.2857142857143,20.1869671428571,25.7142857142857,50.8571428571429,74.6878857142857,99.1428571428571,0,0,,,,,,,-1.0,-1.8369701987210297e-16,0
2011-10-02,201140,2011,40,0,0.0,,0.0,1,0.0,13.5714285714286,19.7443607142857,24.5714285714286,57.0,78.3007535714286,100.0,0,0,,,,,,,-0.992708874098054,0.1205366802553232,0
2011-10-09,201141,2011,41,2,2.0,,0.13438584,1,5.712874,16.7142857142857,21.2671877142857,25.7142857142857,57.2857142857143,78.3682998571429,98.2857142857143,0,0,,,,,,,-0.9709418174260521,0.23931566428755738,0
2011-10-16,201142,2011,42,4,4.0,,0.26877168,1,5.305759,13.1428571428571,20.4456978571429,26.5714285714286,42.4285714285714,69.7188804285714,97.4285714285714,0,0,,,,,,,-0.9350162426854148,0.35460488704253557,0
2011-10-23,201143,2011,43,3,3.0,,0.20157877,1,1.5526567,14.0,20.4349597142857,25.7142857142857,48.7142857142857,73.3644412857143,99.1428571428571,0,0,,,,,,,-0.8854560256532101,0.464723172043768,0
2011-10-30,201144,2011,44,1,1.0,,0.06719292,1,0.34968123,11.8571428571429,20.1521447142857,25.5714285714286,40.2857142857143,64.6360005714286,98.2857142857143,0,0,,,,,,,-0.822983865893657,0.5680647467311548,0
2011-11-06,201145,2011,45,0,0.0,,0.0,1,0.0,16.2857142857143,22.8157264285714,27.8571428571429,47.0,69.4243465714286,94.8571428571429,0,0,,,,,,,-0.7485107481711011,0.6631226582407953,0
2011-11-13,201146,2011,46,6,6.0,,0.40315753,1,3.5850265,13.7142857142857,21.0818711428571,26.4285714285714,42.4285714285714,66.94194,96.5714285714286,0,1,,,,,,,-0.6631226582407956,0.7485107481711007,0
2011-11-20,201147,2011,47,1,1.0,,0.06719292,1,0.5187384,15.5714285714286,22.9277355714286,28.4285714285714,42.4285714285714,69.5722648571429,98.2857142857143,0,0,,,,,,,-0.5680647467311559,0.8229838658936564,0
2011-11-27,201148,2011,48,6,6.0,,0.40315753,1,1.9819019,16.5714285714286,23.9786972857143,30.7142857142857,38.2857142857143,65.9157262857143,94.2857142857143,0,0,,,,,,,-0.4647231720437684,0.88545602565321,0
2011-12-04,201149,2011,49,9,9.0,,0.60473627,1,2.3725736,18.0,24.0097195714286,30.1428571428571,40.2857142857143,69.4083671428571,97.4285714285714,1,0,,,,,,,-0.35460488704253595,0.9350162426854147,0
2011-12-11,201150,2011,50,4,4.0,,0.26877168,1,0.74718744,17.0,23.4846907142857,29.0,43.7142857142857,69.2350562857143,98.2857142857143,0,0,,,,,,,-0.2393156642875578,0.970941817426052,0
2011-12-18,201151,2011,51,3,3.0,,0.20157877,1,0.47978935,18.7142857142857,25.7275691428571,32.0,38.8571428571429,65.9776941428571,94.8571428571429,1,0,,,,,,,-0.12053668025532363,0.992708874098054,0
2011-12-25,201152,2011,52,3,3.0,,0.20157877,1,0.6011336,17.125,22.377558625,26.25,54.25,71.407529,94.75,1,0,,,,,,,6.432490598706546e-16,1.0,0
2012-01-01,201201,2012,1,11,11.0,,0.73912215,2,2.7519436,17.1428571428571,23.6695904285714,28.8571428571429,48.0,72.164877,100.0,1,1,,,,,,,0.12053668025532305,0.992708874098054,0
2012-01-08,201202,2012,2,6,6.0,,0.40315753,2,1.161661,20.1428571428571,25.6102755714286,30.2857142857143,57.4285714285714,75.6959795714286,96.7142857142857,1,0,,,,,,,0.23931566428755774,0.970941817426052,0
2012-01-15,201203,2012,3,4,4.0,,0.26877168,2,0.57446676,18.7142857142857,24.9180447142857,30.5714285714286,53.5714285714286,75.6721822857143,100.0,1,0,,,,,,,0.3546048870425356,0.9350162426854148,0
2012-01-22,201204,2012,4,10,10.0,,0.67192924,2,1.4839126,19.0,26.0122701428571,31.0,42.5714285714286,66.4520668571429,96.7142857142857,1,0,,,,,,,0.4647231720437685,0.8854560256532099,0
2012-01-29,201205,2012,5,7,7.0,,0.47035044,2,1.0847934,19.2857142857143,27.0777465714286,34.4285714285714,37.0,70.2297917142857,99.1428571428571,1,0,,,,,,,0.5680647467311558,0.8229838658936564,0
2012-02-05,201206,2012,6,7,7.0,,0.47035044,2,0.9456725,20.7142857142857,25.768662,30.7142857142857,55.2857142857143,78.3110757142857,100.0,1,0,,,,,,,0.6631226582407952,0.7485107481711011,0
2012-02-12,201207,2012,7,1,1.0,,0.06719292,2,0.13880944,19.5714285714286,28.1261492857143,34.5714285714286,37.2857142857143,64.5158735714286,99.1428571428571,1,0,,,,,,,0.7485107481711011,0.6631226582407953,0
2012-02-19,201208,2012,8,6,6.0,,0.40315753,2,1.0693731,21.7142857142857,26.4125938571429,31.2857142857143,54.2857142857143,77.3427317142857,97.5714285714286,1,0,,,,,,,0.8229838658936564,0.5680647467311558,0
2012-02-26,201209,2012,9,8,8.0,,0.53754336,2,1.8184757,19.7142857142857,25.3045112857143,30.7142857142857,55.7142857142857,79.1963241428572,100.0,1,0,,,,,,,0.8854560256532098,0.4647231720437686,0
2012-03-04,201210,2012,10,5,5.0,,0.33596462,2,0.9520819,20.0,27.2880401428571,33.7142857142857,44.5714285714286,74.1013421428571,100.0,1,0,,,,,,,0.9350162426854148,0.35460488704253557,0
2012-03-11,201211,2012,11,8,8.0,,0.53754336,2,1.2556683,18.1428571428571,24.7381,30.7142857142857,38.7142857142857,74.1091707142857,100.0,1,0,,,,,,,0.970941817426052,0.23931566428755804,0
2012-03-18,201212,2012,12,5,5.0,,0.33596462,1,0.77333266,16.4285714285714,23.0655804285714,28.5714285714286,45.4285714285714,73.4302422857143,100.0,0,0,,,,,,,0.992708874098054,0.120536680255323,0
2012-03-25,201213,2012,13,5,5.0,,0.33596462,1,0.7886605,11.5714285714286,19.4791142857143,25.8571428571429,40.5714285714286,71.578529,98.2857142857143,0,0,,,,,,,1.0,-1.6081226496766366e-16,0
2012-04-01,201214,2012,14,4,4.0,,0.26877168,1,0.7064007,14.0,21.2852964285714,27.5714285714286,44.1428571428571,74.8107777142857,100.0,0,0,,,,,,,0.992708874098054,-0.12053668025532288,0
2012-04-08,201215,2012,15,5,5.0,,0.33596462,1,1.0209146,17.0,22.313622,27.1428571428571,54.7142857142857,74.7029534285714,94.0,0,0,,,,,,,0.9709418174260521,-0.2393156642875575,0
2012-04-15,201216,2012,16,6,6.0,,0.40315753,1,1.2915689,15.1428571428571,21.2527148571429,26.8571428571429,42.5714285714286,70.3429428571429,93.1428571428571,0,0,,,,,,,0.9350162426854148,-0.35460488704253545,0
2012-04-22,201217,2012,17,3,3.0,,0.20157877,1,0.6160691,8.85714285714286,15.1820822857143,20.1428571428571,46.8571428571429,68.2751825714286,89.8571428571429,0,0,,,,,,,0.8854560256532099,-0.4647231720437685,0
2012-04-29,201218,2012,18,4,4.0,,0.26877168,1,0.83608764,9.28571428571429,16.5563908571429,22.4285714285714,48.8571428571429,71.595655,93.5714285714286,0,0,,,,,,,0.8229838658936565,-0.5680647467311557,0
2012-05-06,201219,2012,19,6,6.0,,0.40315753,1,1.4188292,13.5714285714286,19.9502927142857,25.7142857142857,44.0,70.8404335714286,93.1428571428571,0,0,,,,,,,0.7485107481711013,-0.6631226582407951,0
2012-05-13,201220,2012,20,5,5.0,,0.33596462,1,1.1389241,8.28571428571429,15.7355892857143,22.2857142857143,43.2857142857143,70.2494044285714,93.5714285714286,0,0,,,,,,,0.6631226582407952,-0.7485107481711012,0
2012-05-20,201221,2012,21,6,6.0,,0.40315753,1,1.1800396,12.5714285714286,19.0463218571429,25.0,48.8571428571429,74.2699735714286,94.8571428571429,0,0,,,,,,,0.5680647467311558,-0.8229838658936564,0
2012-05-27,201222,2012,22,5,5.0,,0.33596462,1,0.92620295,11.1428571428571,18.4491865714286,25.0,41.4285714285714,70.9216648571429,95.4285714285714,0,0,,,,,,,0.46472317204376906,-0.8854560256532096,0
2012-06-03,201223,2012,23,1,1.0,,0.06719292,1,0.19195938,3.14285714285714,9.29615697142857,15.0,38.4285714285714,67.2268178571429,94.4285714285714,0,0,,,,,,,0.35460488704253584,-0.9350162426854147,0
2012-06-10,201224,2012,24,3,3.0,,0.20157877,1,0.72331595,10.2857142857143,17.5920401428571,23.5714285714286,53.1428571428571,75.0032944285714,93.8571428571429,0,0,,,,,,,0.23931566428755768,-0.970941817426052,0
2012-06-17,201225,2012,25,0,0.0,,0.0,1,0.0,9.42857142857143,13.9138286428571,17.4285714285714,66.4285714285714,82.0743257142857,95.5714285714286,0,0,,,,,,,0.12053668025532308,-0.992708874098054,0
2012-06-24,201226,2012,26,1,1.0,,0.06719292,1,0.5586553,10.8571428571429,18.3157895714286,25.1428571428571,42.5714285714286,69.7466594285714,92.2857142857143,0,0,,,,,,,-3.216245299353273e-16,-1.0,0
2012-07-01,201227,2012,27,1,1.0,,0.06719292,1,0.91005516,11.6666666666667,16.7787386666667,21.5,54.0,73.4126278333333,94.8333333333333,0,0,,,,,,,-0.12053668025532283,-0.992708874098054,0
2012-07-08,201228,2012,28,0,0.0,,0.0,1,0.0,4.0,10.7222220428571,16.2857142857143,45.5714285714286,71.5898071428571,95.1428571428571,0,0,,,,,,,-0.23931566428755743,-0.9709418174260521,0
2012-07-15,201229,2012,29,0,0.0,,0.0,1,0.0,5.28571428571429,12.0083541428571,17.4285714285714,47.2857142857143,72.041352,96.2857142857143,0,0,,,,,,,-0.3546048870425356,-0.9350162426854148,0
2012-07-22,201230,2012,30,0,0.0,,0.0,1,0.0,6.28571428571429,12.4677381428571,18.0,51.2857142857143,73.8891085714286,93.1428571428571,0,0,,,,,,,-0.46472317204376806,-0.8854560256532101,0
2012-07-29,201231,2012,31,0,0.0,,0.0,1,0.0,11.0,17.5524581428571,23.2857142857143,51.7142857142857,74.4637335714286,99.0,0,0,,,,,,,-0.5680647467311556,-0.8229838658936565,0
2012-08-05,201232,2012,32,1,1.0,,0.06719292,1,17.077477,9.14285714285714,16.7491124285714,23.8571428571429,44.8571428571429,74.064378,97.4285714285714,0,0,,,,,,,-0.663122658240795,-0.7485107481711013,0
2012-08-12,201233,2012,33,0,0.0,,0.0,1,0.0,13.8571428571429,21.3387632857143,28.1428571428571,39.1428571428571,67.2708728571429,97.4285714285714,0,0,,,,,,,-0.7485107481711011,-0.6631226582407952,0
2012-08-19,201234,2012,34,0,0.0,,0.0,1,0.0,14.0,21.506413,28.5714285714286,34.0,65.2746591428571,94.8571428571429,0,0,,,,,,,-0.8229838658936564,-0.5680647467311559,0
2012-08-26,201235,2012,35,0,0.0,,0.0,1,0.0,10.5714285714286,15.331245,19.0,63.4285714285714,82.0926107142857,98.2857142857143,0,0,,,,,,,-0.8854560256532096,-0.4647231720437691,0
2012-09-02,201236,2012,36,0,0.0,,0.0,1,0.0,13.7142857142857,19.9515458571429,26.0,43.2857142857143,68.1637427142857,92.2857142857143,0,0,,,,,,,-0.9350162426854147,-0.3546048870425359,0
2012-09-09,201237,2012,37,0,0.0,,0.0,1,0.0,14.2857142857143,18.5927561428571,22.4285714285714,62.1428571428571,83.6961035714286,100.0,0,0,,,,,,,-0.970941817426052,-0.23931566428755774,0
2012-09-16,201238,2012,38,0,0.0,,0.0,1,0.0,13.1428571428571,17.6718854285714,22.4285714285714,45.0,77.4207527142857,99.1428571428571,0,0,,,,,,,-0.992708874098054,-0.12053668025532357,0
2012-09-23,201239,2012,39,0,0.0,,0.0,1,0.0,9.57142857142857,16.0481504285714,20.8571428571429,41.0,65.177622,92.2857142857143,0,0,,,,,,,-1.0,-1.8369701987210297e-16,0
2012-09-30,201240,2012,40,1,1.0,,0.06719292,1,18.521614,16.0,21.4394317142857,26.0,57.2857142857143,78.0839604285714,98.2857142857143,0,0,,,,,,,-0.992708874098054,0.1205366802553232,0
2012-10-07,201241,2012,41,2,2.0,,0.13438584,1,5.715059,15.8571428571429,20.1782641428571,24.0,59.1428571428571,78.5855327142857,96.5714285714286,0,0,,,,,,,-0.9709418174260521,0.23931566428755738,0
2012-10-14,201242,2012,42,1,1.0,,0.06719292,1,1.0673786,14.0,21.0410582857143,27.0,39.0,62.8231111428571,92.4285714285714,0,0,,,,,,,-0.9350162426854148,0.35460488704253557,0
2012-10-21,201243,2012,43,1,1.0,,0.06719292,1,0.74860555,17.8571428571429,21.5238094285714,25.1428571428571,57.1428571428571,73.8571422857143,91.5714285714286,1,0,,,,,,,-0.8854560256532101,0.464723172043768,0
2012-10-28,201244,2012,44,0,0.0,,0.0,1,0.0,18.1428571428571,22.6386085714286,26.5714285714286,53.5714285714286,70.6894077142857,88.5714285714286,0,0,,,,,,,-0.822983865893657,0.5680647467311548,0
2012-11-04,201245,2012,45,1,1.0,,0.06719292,1,1.2386696,17.5714285714286,25.7673348571429,32.5714285714286,28.4285714285714,59.3274854285714,91.5714285714286,1,0,,,,,,,-0.7485107481711011,0.6631226582407953,0
2012-11-11,201246,2012,46,3,3.0,,0.20157877,1,4.2318916,15.4285714285714,21.6291147142857,26.5714285714286,43.8571428571429,68.9080331428571,94.8571428571429,0,0,,,,,,,-0.6631226582407956,0.7485107481711007,0
2012-11-18,201247,2012,47,3,3.0,,0.20157877,1,2.2296224,17.8571428571429,24.7105265714286,30.4285714285714,36.0,61.9390157142857,95.7142857142857,1,0,,,,,,,-0.5680647467311559,0.8229838658936564,0
2012-11-25,201248,2012,48,1,1.0,,0.06719292,1,0.44978806,17.1428571428571,24.2924907142857,30.0,36.2857142857143,60.3313198571429,85.5714285714286,1,0,,,,,,,-0.4647231720437684,0.88545602565321,0
2012-12-02,201249,2012,49,3,3.0,,0.20157877,2,1.2600759,22.4285714285714,27.688126,33.1428571428571,29.7142857142857,56.1628008571429,85.4285714285714,1,0,,,,,,,-0.35460488704253595,0.9350162426854147,0
2012-12-09,201250,2012,50,4,4.0,,0.26877168,2,1.7912024,17.5,22.1875,26.0,51.5,69.125,85.5,1,0,,,,,,,-0.2393156642875578,0.970941817426052,0
2012-12-16,201251,2012,51,2,2.0,,0.13438584,2,0.74347657,19.0,,,,,,1,0,,,,,,,-0.12053668025532363,0.992708874098054,0
2012-12-23,201252,2012,52,0,0.0,,0.0,1,0.0,20.5,,,,,,0,0,,,,,,,6.432490598706546e-16,1.0,0
2012-12-30,201301,2013,1,10,10.0,,0.67192924,1,4.0445094,22.0,22.0,22.0,88.0,88.0,88.0,1,1,,,,,,,0.12053668025532305,0.992708874098054,0
2013-01-06,201302,2013,2,6,6.0,,0.40315753,1,1.7356129,18.2,24.4448832,29.0,42.6,62.8491214,89.4,1,0,,,,,,,0.23931566428755774,0.970941817426052,0
2013-01-13,201303,2013,3,5,5.0,,0.33596462,2,0.8565583,18.5714285714286,25.163534,29.8571428571429,43.8571428571429,64.7894735714286,93.1428571428571,1,0,,,,,,,0.3546048870425356,0.9350162426854148,0
2013-01-20,201304,2013,4,13,13.0,,0.873508,2,1.9303584,18.2857142857143,25.3760231428571,30.1428571428571,34.7142857142857,55.6312861428571,89.8571428571429,1,0,,,,,,,0.4647231720437685,0.8854560256532099,0
2013-01-27,201305,2013,5,11,11.0,,0.73912215,2,1.4237199,17.2857142857143,26.0160401428571,33.4285714285714,30.8571428571429,61.0389094285714,90.5714285714286,1,0,,,,,,,0.5680647467311558,0.8229838658936564,0
2013-02-03,201306,2013,6,23,23.0,,1.5454372,2,2.1560128,19.0,23.8116121428571,28.2857142857143,45.4285714285714,67.5167078571429,94.0,1,1,,,,,,,0.6631226582407952,0.7485107481711011,0
2013-02-10,201307,2013,7,41,41.0,,2.7549098,4,2.6263826,21.8571428571429,26.7698414285714,32.1428571428571,46.0,70.7694228571429,93.4285714285714,1,1,,,,,,,0.7485107481711011,0.6631226582407953,0
2013-02-17,201308,2013,8,48,48.0,,3.2252603,4,1.9142896,21.5714285714286,26.1022557142857,30.8571428571429,47.2857142857143,69.8741014285714,90.2857142857143,1,1,,,,,,,0.8229838658936564,0.5680647467311558,0
2013-02-24,201309,2013,9,105,105.0,,7.055257,4,2.6343653,16.1428571428571,24.3849621428571,30.4285714285714,35.7142857142857,62.7248118571429,97.4285714285714,0,1,,,,,,,0.8854560256532098,0.4647231720437686,0
2013-03-03,201310,2013,10,114,114.0,,7.659993,4,1.8409599,17.5714285714286,23.0428568571429,27.8571428571429,50.1428571428571,73.6026314285714,97.4285714285714,1,1,,,,,,,0.9350162426854148,0.35460488704253557,0
2013-03-10,201311,2013,11,99,99.0,,6.652099,4,1.1154885,17.8571428571429,21.658092,25.0,56.4285714285714,74.1532027142857,94.8571428571429,1,0,,,,,,,0.970941817426052,0.23931566428755804,0
2013-03-17,201312,2013,12,114,114.0,,7.659993,4,1.0985539,15.1428571428571,20.8612785714286,25.1428571428571,49.1428571428571,68.7116562857143,92.2857142857143,0,0,,,,,,,0.992708874098054,0.120536680255323,0
2013-03-24,201313,2013,13,118,118.0,,7.928765,4,1.1035995,14.5714285714286,21.2540392857143,27.2857142857143,44.2857142857143,72.8035048571429,97.4285714285714,0,0,,,,,,,1.0,-1.6081226496766366e-16,0
2013-03-31,201314,2013,14,136,136.0,,9.138237,4,1.214756,17.8571428571429,23.8594545714286,29.1428571428571,43.0,67.7989314285714,95.7142857142857,1,0,,,,,,,0.992708874098054,-0.12053668025532288,0
2013-04-07,201315,2013,15,84,84.0,,5.6442056,4,0.7120601,16.0,20.6684212857143,25.0,49.1428571428571,67.6872171428571,91.5714285714286,0,0,,,,,,,0.9709418174260521,-0.2393156642875575,0
