data_inicio_semana_epidemi,precip_total_mm,precip_max_dia_mm,precip_media_dia_mm,dias_de_chuva,temp_media,temp_min,temp_max,temp_amplitude_media,orvalho_min,orvalho_media,orvalho_max,umid_min,umid_media,umid_max,pressao_min,pressao_media,pressao_max,radiacao_min,radiacao_media,radiacao_max,vento_media,vento_max
2012-12-02,12.489999999999998,6.59,1.784285714285714,2,26.35571428571429,14.87,36.6,13.991428571428578,15.13,18.807142857142857,21.87,63.08,67.05,71.33,100.03,100.49428571428572,100.78,16.2,24.99142857142857,32.39,2.935714285714286,5.28
2012-12-09,29.009999999999998,19.51,4.144285714285714,3,25.25142857142857,16.56,36.95,12.41714285714286,13.57,17.201428571428572,19.44,52.71,65.63,78.03,99.67,100.3057142857143,100.76,9.09,25.24285714285714,33.4,3.427142857142857,5.56
2012-12-16,64.36,40.22,9.194285714285714,5,25.507142857142856,16.42,35.92,11.478571428571428,16.47,19.58285714285714,23.41,65.04,72.75857142857143,86.63,99.93,100.44428571428571,101.37,7.6,23.29,33.34,3.972857142857142,5.38
2012-12-23,82.39,34.72,11.77,4,23.864285714285717,16.81,36.13,9.391428571428573,16.65,19.898571428571433,24.09,71.22,79.9742857142857,87.87,99.89,100.62714285714284,101.05,6.42,20.647142857142857,31.61,4.258571428571428,5.77
2012-12-30,45.41,25.31,6.487142857142857,3,23.072857142857146,14.45,30.5,9.84,13.14,19.111428571428576,23.67,70.1,79.42285714285715,85.82,100.42,100.95,101.49,13.35,24.81,31.19,3.3957142857142855,4.91
2013-01-06,32.35,21.59,4.621428571428572,2,23.541428571428572,15.21,29.58,8.829999999999995,15.27,19.63714285714286,23.76,72.03,79.98,87.48,100.2,100.78285714285714,101.38,13.46,25.16714285714286,30.59,3.417142857142857,4.14
2013-01-13,7.42,4.7,1.06,2,23.482857142857142,16.73,30.88,10.18428571428571,17.31,18.485714285714284,19.3,71.92,75.47714285714287,77.84,100.47,100.76285714285713,101.06,21.74,26.745714285714286,28.92,3.8885714285714283,4.75
2013-01-20,9.53,8.17,1.3614285714285714,2,23.847142857142853,16.34,35.04,11.987142857142853,11.32,16.487142857142857,19.61,57.84,66.38142857142857,71.83,100.14,100.92142857142856,101.53,21.18,26.599999999999998,31.7,4.35,5.68
2013-01-27,15.61,12.66,2.23,2,25.695714285714285,13.53,37.62,15.241428571428571,11.9,17.774285714285714,22.52,60.2,66.34142857142857,72.94,100.4,100.80571428571427,101.21,10.18,26.911428571428576,31.66,3.1957142857142857,4.02
2013-02-03,13.16,8.21,1.8800000000000001,3,22.97714285714286,16.07,30.91,10.04428571428571,14.29,17.265714285714285,20.25,65.91,72.20714285714286,76.88,100.85,101.00714285714285,101.16,12.2,22.08428571428571,27.72,4.821428571428571,6.53
2013-02-10,48.480000000000004,20.37,6.925714285714286,6,26.074285714285715,20.82,32.88,9.514285714285712,20.77,21.602857142857143,22.82,72.35,78.38285714285713,85.69,100.21,100.42999999999999,100.59,15.6,20.474285714285713,23.65,2.777142857142857,3.27
2013-02-17,45.980000000000004,28.14,6.568571428571429,5,24.699999999999996,16.1,32.17,8.90285714285714,17.12,20.937142857142856,23.35,74.0,80.70857142857143,87.47,100.33,100.81285714285714,101.35,9.93,18.49142857142857,26.17,4.174285714285714,5.58
2013-02-24,5.93,4.26,0.8471428571428571,2,22.710000000000004,13.42,33.82,12.255714285714284,11.96,16.66142857142857,19.97,65.29,71.52142857142857,80.53,100.39,100.79714285714286,101.17,13.07,23.027142857142856,28.22,3.15,4.06
2013-03-03,30.23,15.47,4.3185714285714285,5,22.052857142857142,14.05,29.51,8.777142857142852,14.73,18.157142857142855,22.64,73.67,80.23142857142857,91.88,100.51,100.82857142857142,101.0,6.96,17.057142857142857,25.73,2.411428571428572,3.44
2013-03-10,30.99,16.2,4.427142857142857,4,21.357142857142858,15.24,31.12,7.2500000000000036,13.22,17.490000000000002,21.27,67.25,79.81285714285715,90.98,100.2,100.88428571428572,101.69,6.13,13.598571428571427,19.21,4.38,5.91
2013-03-17,31.14,26.85,4.448571428571428,3,20.00714285714286,13.59,27.23,9.055714285714284,11.91,15.722857142857142,18.94,66.85,77.99714285714286,90.26,100.44,101.24285714285715,101.83,4.93,15.747142857142856,22.0,4.434285714285715,5.68
2013-03-24,2.06,1.64,0.2942857142857143,1,20.391428571428573,13.62,29.09,11.181428571428572,14.85,16.080000000000002,17.3,73.85,78.46428571428571,80.62,100.88,101.22857142857143,101.63,12.61,18.43,22.07,3.597142857142857,4.27
2013-03-31,45.1,27.09,6.442857142857143,3,22.554285714285715,16.06,31.19,10.312857142857148,16.01,18.02571428571429,21.17,69.27,78.12,87.44,100.1,100.76714285714286,101.23,11.02,16.310000000000002,21.06,4.468571428571428,7.9
2013-04-07,38.959999999999994,21.11,5.565714285714285,3,19.975714285714282,12.37,28.49,9.008571428571434,10.93,16.32857142857143,19.9,72.9,80.78142857142858,90.45,100.39,101.02571428571427,101.35,6.36,13.711428571428572,19.41,3.89,5.16
2013-04-14,0.1,0.03,0.014285714285714287,0,16.355714285714285,8.35,24.96,12.43285714285714,8.24,11.888571428571428,13.87,70.37,76.77571428571427,81.49,101.0,101.32142857142857,101.57,15.22,17.794285714285714,20.05,3.0985714285714288,5.7
