data_inicio_semana_epidemi,precip_total_mm,precip_max_dia_mm,precip_media_dia_mm,dias_de_chuva,temp_media,temp_min,temp_max,temp_amplitude_media,orvalho_min,orvalho_media,orvalho_max,umid_min,umid_media,umid_max,pressao_min,pressao_media,pressao_max,radiacao_min,radiacao_media,radiacao_max,vento_media,vento_max
2013-04-21,0.28,0.14,0.04,0,18.975714285714286,11.4,27.82,13.574285714285713,13.82,14.582857142857142,15.59,73.1,77.82285714285715,83.05,101.22,101.53714285714285,101.85,12.56,16.17571428571429,18.03,2.5471428571428567,3.26
2013-04-28,25.760000000000005,8.83,3.6800000000000006,5,21.255714285714284,14.63,30.5,10.177142857142858,16.2,18.13,20.44,78.96,83.68571428571428,87.89,100.51,100.91,101.31,5.78,10.588571428571429,15.56,2.7,3.75
2013-05-05,1.4300000000000002,1.25,0.20428571428571432,1,15.157142857142858,5.84,27.77,13.940000000000005,5.74,9.209999999999999,12.21,63.58,71.09714285714286,77.08,101.2,101.35857142857142,101.53,13.42,15.017142857142858,16.22,3.274285714285714,5.86
2013-05-12,16.769999999999996,12.7,2.395714285714285,2,15.758571428571429,6.26,26.72,8.89714285714286,3.33,12.15857142857143,18.36,64.4,80.80285714285715,89.02,100.65,101.36857142857143,102.16,5.19,9.474285714285715,15.56,2.795714285714286,4.0
2013-05-19,23.92,15.95,3.4171428571428573,2,15.540000000000001,9.35,21.51,8.798571428571432,11.7,13.665714285714285,16.38,83.99,88.37285714285714,93.56,101.18,101.37285714285714,101.62,4.34,7.51142857142857,10.15,2.3957142857142855,3.22
2013-05-26,60.13,31.86,8.59,3,14.781428571428568,5.85,23.65,10.674285714285709,7.72,12.141428571428571,17.34,78.31,85.13714285714286,93.73,99.87,100.78142857142858,101.38,2.51,9.51142857142857,13.7,3.03,5.46
2013-06-02,5.819999999999999,5.64,0.8314285714285713,1,13.472857142857146,6.71,22.42,11.244285714285716,8.82,10.445714285714287,12.64,74.22,82.87285714285713,91.23,101.15,101.50571428571428,102.02,6.63,11.049999999999999,13.3,2.7814285714285716,4.12
2013-06-09,1.97,1.65,0.2814285714285714,1,14.992857142857144,8.96,22.61,10.122857142857145,10.18,12.368571428571427,15.11,77.28,84.53285714285713,91.12,101.42,101.56142857142858,101.67,5.82,8.788571428571428,12.13,2.432857142857143,3.83
2013-06-16,48.589999999999996,22.22,6.941428571428571,6,14.035714285714286,8.23,21.7,6.814285714285715,8.0,12.142857142857142,13.83,79.58,88.83428571428571,92.51,100.29,101.10000000000001,101.54,2.85,5.952857142857143,12.62,3.885714285714286,6.42
2013-06-23,35.21,18.59,5.03,4,13.431428571428572,6.92,22.29,8.648571428571424,7.5,11.515714285714285,14.23,80.55,88.34714285714286,93.63,100.64,101.24285714285715,101.78,5.08,8.468571428571428,12.39,2.777142857142857,4.08
2013-06-30,5.82,4.17,0.8314285714285715,1,14.257142857142854,4.3,25.94,11.297142857142857,5.87,11.442857142857141,18.29,75.02,83.95142857142858,91.55,100.88,101.51428571428572,101.95,7.19,10.664285714285715,13.42,2.642857142857143,3.86
2013-07-07,52.33000000000001,43.92,7.475714285714288,2,16.024285714285714,9.65,24.59,9.255714285714287,9.63,13.98,16.27,84.54,88.06142857142858,93.86,101.22,101.62428571428573,102.26,4.34,8.881428571428572,12.16,2.7871428571428574,3.81
2013-07-14,41.71,18.91,5.958571428571429,4,12.342857142857142,4.11,22.9,10.62142857142857,6.15,8.831428571428571,14.68,72.99,80.33,88.8,100.64,101.16142857142857,101.66,2.5,9.694285714285714,13.9,3.2728571428571422,5.4
2013-07-21,0.5800000000000001,0.5,0.08285714285714287,0,8.114285714285714,1.32,19.1,10.957142857142857,1.36,4.135714285714286,7.89,71.97,77.53142857142858,85.7,100.99,102.03714285714285,102.58,7.0,12.752857142857144,15.31,3.325714285714286,5.73
2013-07-28,12.44,8.35,1.7771428571428571,2,15.211428571428572,8.15,26.87,11.411428571428573,9.18,12.325714285714286,15.97,79.46,83.52285714285715,88.39,100.65,101.32857142857144,101.88,2.62,10.287142857142856,14.62,2.7157142857142853,3.82
2013-08-04,64.78,26.56,9.254285714285714,5,13.547142857142857,5.6,25.84,9.821428571428573,8.15,10.948571428571427,15.08,76.91,85.20714285714287,90.65,100.48,101.25428571428571,101.58,3.01,9.45142857142857,16.55,3.8271428571428574,5.64
2013-08-11,7.869999999999999,5.64,1.124285714285714,2,10.312857142857142,4.8,19.15,9.34,6.08,7.512857142857142,8.59,79.03,83.4642857142857,89.65,101.1,101.86,102.36,2.84,12.568571428571428,17.5,3.0771428571428574,4.53
2013-08-18,85.99000000000001,49.07,12.284285714285716,3,14.512857142857143,5.81,26.75,11.82714285714286,5.76,11.59857142857143,15.29,79.1,83.61285714285715,93.22,100.54,101.49428571428572,102.18,3.23,10.99714285714286,17.73,3.7271428571428578,4.96
2013-08-25,74.74000000000001,46.31,10.677142857142858,3,12.29142857142857,5.17,25.92,9.732857142857146,6.58,9.911428571428571,15.72,80.05,86.17428571428572,93.1,101.04,101.78285714285714,102.21,3.29,12.705714285714285,19.57,3.6757142857142853,7.13
2013-09-01,6.13,3.78,0.8757142857142857,2,16.81142857142857,6.29,26.37,11.048571428571428,7.77,14.294285714285715,18.22,83.4,85.91714285714285,89.91,100.57,101.30857142857143,102.14,6.25,14.098571428571427,19.81,2.9285714285714284,4.19
2013-09-08,4.669999999999999,4.46,0.667142857142857,1,21.72,15.27,31.13,12.39,17.4,18.37857142857143,19.28,77.43,82.4057142857143,86.48,100.68,101.07857142857142,101.6,9.49,17.99285714285714,21.14,2.968571428571429,4.19
2013-09-15,57.45,22.58,8.207142857142857,4,15.234285714285713,5.18,27.14,8.868571428571425,4.64,11.895714285714288,19.23,66.39,81.92285714285713,93.95,100.4,101.05714285714286,102.0,3.56,11.501428571428573,23.72,3.4442857142857135,6.76
2013-09-22,47.3,13.71,6.757142857142857,5,13.827142857142858,7.75,20.67,8.055714285714286,9.28,11.512857142857143,13.45,80.07,86.6542857142857,93.67,101.03,101.54285714285713,101.98,5.37,12.784285714285714,22.76,4.15142857142857,6.28
2013-09-29,9.01,6.63,1.2871428571428571,2,16.268571428571427,9.23,22.8,9.557142857142859,11.82,13.534285714285714,15.33,77.85,84.48428571428572,88.78,100.88,101.11285714285714,101.5,9.37,17.27142857142857,25.36,3.251428571428572,4.7
2013-10-06,10.120000000000001,9.97,1.445714285714286,1,17.414285714285715,8.07,26.85,11.97428571428572,10.72,13.825714285714284,18.3,77.29,81.20285714285714,88.91,101.12,101.61714285714287,102.16,9.82,20.495714285714282,26.75,3.0,4.46
2013-10-13,16.38,5.1,2.34,4,19.40857142857143,12.61,26.27,9.125714285714286,15.66,16.568571428571428,19.21,82.46,84.40999999999998,88.18,100.62,100.99285714285715,101.48,12.34,19.601428571428574,25.12,2.7271428571428573,3.38
2013-10-20,95.9,36.87,13.700000000000001,4,19.322857142857142,13.12,28.41,9.208571428571428,13.38,16.724285714285717,19.12,78.81,85.62714285714286,91.43,100.26,100.78999999999999,101.76,2.93,13.677142857142858,26.3,3.9728571428571433,5.24
2013-10-27,2.19,1.39,0.31285714285714283,1,18.990000000000002,9.22,27.87,11.672857142857145,11.06,15.095714285714285,18.92,76.1,79.44142857142857,81.37,100.62,101.07142857142857,101.5,15.0,23.997142857142855,29.94,4.257142857142857,5.76
2013-11-03,4.08,3.03,0.5828571428571429,2,19.849999999999998,11.11,29.99,11.70714285714286,12.51,15.581428571428571,20.21,74.93,78.00142857142858,83.16,100.42,101.10571428571427,101.71,12.73,24.967142857142857,30.9,4.007142857142857,5.97
2013-11-10,135.07,56.79,19.295714285714286,5,21.944285714285716,13.06,31.21,11.702857142857145,15.85,18.65142857142857,22.79,79.31,82.82428571428571,90.28,99.45,100.53999999999999,101.38,2.16,20.66,31.16,3.8228571428571434,5.87
2013-11-17,37.58,18.73,5.368571428571428,4,21.31714285714286,11.81,30.59,10.36714285714286,14.97,18.14,22.09,78.16,83.23142857142857,90.82,100.54,100.8257142857143,101.13,11.47,23.475714285714282,31.0,3.622857142857143,4.82
2013-11-24,2.78,1.73,0.39714285714285713,1,22.057142857142853,13.8,30.68,11.451428571428572,14.29,17.777142857142856,21.4,74.4,78.33285714285714,82.13,100.02,100.76285714285714,101.24,19.94,28.197142857142858,32.71,3.8485714285714283,5.74
2013-12-01,45.45,27.04,6.492857142857143,5,21.42142857142857,14.27,30.12,10.642857142857146,14.34,17.68857142857143,19.75,74.05,80.28428571428572,85.05,100.13,100.57714285714287,100.97,16.46,25.48428571428571,32.63,3.3342857142857136,4.77
2013-12-08,16.57,8.42,2.367142857142857,3,21.942857142857147,15.32,30.42,10.518571428571427,15.69,18.39428571428571,22.05,78.53,81.26571428571428,85.54,100.37,100.74428571428572,101.19,11.32,23.37857142857143,32.51,3.2957142857142863,4.86
2013-12-15,0.05,0.05,0.0071428571428571435,0,23.095714285714287,16.55,29.04,10.491428571428571,18.3,19.282857142857146,19.91,77.38,80.4342857142857,82.0,100.55,100.67428571428572,100.78,26.42,29.711428571428566,32.76,3.975714285714286,4.94
2013-12-22,5.24,2.53,0.7485714285714286,2,25.249999999999996,17.16,34.31,10.792857142857144,18.55,20.904285714285717,23.31,74.24,78.64999999999999,82.37,100.47,100.62285714285714,100.97,22.47,27.017142857142854,31.01,3.0285714285714285,4.57
2013-12-29,42.39,12.79,6.055714285714286,6,25.908571428571427,17.44,33.4,8.154285714285713,16.24,22.12142857142857,24.49,73.19,80.69571428571427,86.55,99.75,100.28571428571429,101.32,8.1,22.569999999999997,29.76,3.1100000000000003,4.5
2014-01-05,33.96,20.73,4.851428571428571,4,25.028571428571432,15.76,33.09,9.937142857142849,17.55,21.208571428571425,23.33,74.67,80.69285714285715,90.16,100.53,100.74714285714286,101.18,12.21,24.28,32.84,2.8771428571428572,3.51
2014-01-12,23.43,10.49,3.347142857142857,4,24.25142857142857,17.39,32.64,8.984285714285711,19.09,20.458571428571428,21.37,74.85,80.78428571428572,89.11,100.73,100.9157142857143,101.26,9.48,23.488571428571426,31.7,2.517142857142857,5.54
2014-01-19,12.010000000000002,5.66,1.715714285714286,3,27.574285714285715,19.45,35.81,11.867142857142852,17.45,21.335714285714282,23.57,65.68,70.95857142857143,75.36,100.28,100.55714285714285,101.14,11.8,24.450000000000006,30.14,3.467142857142857,5.95
2014-01-26,36.25,15.19,5.178571428571429,5,27.439999999999998,19.19,35.55,10.529999999999998,20.06,22.57857142857143,23.69,70.49,76.79428571428572,85.91,100.72,100.84428571428573,101.12,8.44,21.917142857142856,27.45,2.4699999999999998,4.62
2014-02-02,8.31,6.32,1.1871428571428573,1,30.310000000000002,22.34,39.43,12.371428571428574,23.01,23.210000000000004,23.42,64.44,69.07571428571428,75.45,100.46,100.53,100.6,19.68,25.381428571428575,28.59,2.358571428571428,3.33
2014-02-09,57.690000000000005,22.58,8.241428571428573,4,25.92285714285714,18.51,38.94,8.700000000000003,14.64,20.32714285714286,23.43,62.82,73.73,86.27,100.46,100.92571428571429,101.84,8.34,21.47714285714286,27.27,4.021428571428571,6.84
2014-02-16,17.08,11.76,2.44,3,24.15,17.39,31.62,10.081428571428571,16.36,19.467142857142854,22.23,71.46,76.75571428571428,83.57,100.67,101.06857142857145,101.7,8.89,21.58142857142857,26.58,3.842857142857142,5.82
2014-02-23,73.51,23.12,10.501428571428573,5,23.142857142857146,15.77,30.69,7.647142857142853,16.65,20.15142857142857,22.9,80.53,84.17428571428572,90.09,100.41,100.63571428571427,100.81,5.23,15.505714285714287,23.05,3.4957142857142856,4.93
2014-03-02,28.009999999999998,12.53,4.001428571428571,4,22.545714285714286,17.11,28.58,7.859999999999999,16.78,19.174285714285713,21.05,75.26,82.19285714285715,89.79,100.7,100.87285714285714,101.06,12.5,20.147142857142857,24.22,2.9414285714285713,4.94
2014-03-09,8.4,3.98,1.2,3,23.317142857142862,17.22,30.73,9.612857142857141,17.4,19.445714285714285,20.78,77.33,80.15142857142858,83.24,100.37,100.83857142857143,101.34,12.4,19.505714285714284,24.14,3.204285714285714,4.87
2014-03-16,65.58,22.55,9.368571428571428,5,22.388571428571428,13.85,30.86,6.09714285714286,12.76,19.888571428571428,22.93,75.81,86.42999999999999,91.9,100.06,100.6242857142857,101.51,4.69,12.535714285714286,20.05,3.3028571428571434,4.49
2014-03-23,0.47000000000000003,0.28,0.06714285714285714,0,21.382857142857144,11.05,30.6,10.544285714285717,11.58,17.604285714285712,20.5,72.19,80.51142857142857,84.47,100.72,101.35428571428572,101.77,19.32,20.53142857142857,22.84,2.831428571428571,4.15
2014-03-30,27.939999999999998,18.5,3.991428571428571,3,23.24142857142857,17.47,30.5,8.182857142857141,19.33,20.432857142857138,21.86,78.6,85.23285714285714,89.61,100.48,101.23142857142857,101.61,6.56,15.251428571428574,20.76,3.6942857142857144,5.38
2014-04-06,68.49000000000001,39.79,9.784285714285716,4,22.91142857142857,15.62,32.58,8.69285714285714,17.41,20.014285714285712,22.41,80.78,84.87714285714287,92.72,100.28,100.67999999999999,101.04,4.38,13.461428571428572,19.8,3.538571428571429,6.14
2014-04-13,4.5600000000000005,2.16,0.6514285714285715,2,18.398571428571426,10.39,27.62,8.944285714285718,9.83,15.272857142857143,18.56,71.26,83.01714285714284,89.15,100.69,101.21428571428571,101.69,6.74,15.129999999999997,19.65,2.8157142857142854,5.53
2014-04-20,1.06,0.39,0.15142857142857144,0,17.75857142857143,11.22,25.94,8.334285714285716,11.6,14.218571428571428,17.66,76.44,80.93999999999998,86.44,101.11,101.43857142857144,101.6,10.99,15.117142857142856,17.46,3.0157142857142856,3.97
2014-04-27,5.06,2.85,0.7228571428571428,2,17.56714285714286,10.22,25.59,10.157142857142862,12.63,14.191428571428572,16.87,75.9,81.97857142857141,92.59,100.09,101.14857142857144,101.79,2.73,12.394285714285715,16.52,3.4585714285714286,5.75
2014-05-04,33.14,15.11,4.734285714285714,5,18.13,13.11,24.63,6.568571428571426,13.09,15.994285714285715,17.82,82.49,87.84714285714287,94.97,101.03,101.26285714285714,101.75,2.1,9.225714285714288,12.21,2.3528571428571428,4.0
2014-05-11,14.25,12.33,2.0357142857142856,2,17.505714285714287,11.25,24.45,9.690000000000003,12.59,14.392857142857142,15.71,77.49,82.9857142857143,91.06,101.12,101.30142857142857,101.76,8.37,11.442857142857141,14.79,2.0471428571428567,3.05
2014-05-18,19.420000000000005,16.42,2.774285714285715,2,14.741428571428573,6.72,21.51,7.728571428571433,6.68,11.531428571428572,15.72,71.68,81.84000000000002,89.59,100.38,101.21714285714286,101.78,2.37,8.578571428571427,13.99,2.641428571428572,3.58
2014-05-25,26.91,25.15,3.8442857142857143,2,12.811428571428573,6.25,21.27,9.774285714285712,6.38,9.767142857142858,13.72,69.25,82.51,95.21,100.9,101.48,101.79,2.47,10.524285714285714,13.56,2.3728571428571428,2.84
2014-06-01,31.88,21.79,4.554285714285714,3,14.018571428571429,5.17,22.95,9.78714285714286,6.89,11.61,16.5,76.41,86.43714285714286,92.29,100.24,100.69714285714285,101.2,4.16,8.767142857142856,13.64,3.0985714285714283,3.97
2014-06-08,61.25,35.61,8.75,3,14.765714285714285,6.76,25.68,9.504285714285713,8.86,12.73,16.24,80.89,87.51571428571428,91.68,100.81,101.53999999999999,102.1,1.35,8.112857142857143,12.96,3.141428571428572,4.53
2014-06-15,2.92,1.8,0.41714285714285715,1,12.39,3.51,22.38,9.07857142857143,4.47,9.599999999999998,15.96,76.74,83.96142857142857,91.3,101.58,101.97,102.47,4.71,10.632857142857144,12.89,2.664285714285714,4.28
2014-06-22,84.36999999999999,45.05,12.05285714285714,6,15.622857142857141,6.48,22.38,6.725714285714284,10.42,14.517142857142856,15.86,85.08,92.94714285714285,95.94,100.8,101.21000000000002,101.57,1.33,5.355714285714285,11.35,3.541428571428572,7.19
2014-06-29,71.25999999999999,31.18,10.179999999999998,4,15.5,5.41,26.76,7.340000000000003,7.94,13.732857142857142,18.85,82.66,89.63714285714285,94.11,100.52,100.99857142857142,101.35,4.78,7.297142857142858,12.2,3.674285714285714,7.3
2014-07-06,6.579999999999999,6.17,0.9399999999999998,1,13.52,6.44,21.0,8.834285714285715,6.78,11.22285714285714,15.49,77.69,86.43285714285716,91.63,101.28,101.99428571428572,102.33,1.87,9.610000000000001,12.94,3.258571428571429,4.32
2014-07-13,36.93,31.0,5.275714285714286,3,15.69285714285714,7.02,23.44,9.912857142857142,8.04,13.299999999999999,16.16,81.86,86.25142857142858,89.86,101.0,101.57000000000001,101.89,1.94,10.09,13.76,3.1199999999999997,4.75
2014-07-20,85.46000000000001,56.83,12.20857142857143,3,12.37857142857143,4.0,22.89,10.179999999999998,4.09,9.438571428571427,15.72,72.86,83.00428571428571,92.49,100.31,101.33714285714287,101.9,1.44,10.721428571428572,14.59,3.274285714285714,5.53
2014-07-27,30.4,26.83,4.3428571428571425,2,15.182857142857141,4.84,24.99,9.868571428571428,5.59,13.044285714285715,18.18,77.48,87.38428571428572,92.48,100.9,101.70428571428572,102.49,2.02,9.007142857142858,14.82,2.6285714285714286,3.63
2014-08-03,23.630000000000003,17.73,3.375714285714286,2,13.861428571428572,5.27,26.38,10.464285714285717,6.39,10.608571428571427,18.08,76.95,81.86428571428573,87.11,100.28,101.5442857142857,102.27,2.45,12.235714285714286,16.73,3.1285714285714286,4.86
2014-08-10,18.03,15.08,2.575714285714286,2,12.971428571428573,1.75,23.02,10.301428571428573,2.31,10.105714285714285,15.86,70.74,84.14428571428572,95.48,100.97,101.76571428571428,102.44,5.13,11.397142857142857,17.79,2.6085714285714294,3.05
2014-08-17,0.38,0.29,0.054285714285714284,0,17.06142857142857,9.51,28.11,12.774285714285712,13.47,14.719999999999999,18.29,80.63,85.76857142857143,89.95,100.74,101.43714285714286,101.88,7.81,12.965714285714286,18.12,2.164285714285714,2.72
2014-08-24,10.92,10.71,1.56,1,14.127142857142855,5.68,28.87,10.478571428571426,5.46,10.492857142857144,18.4,74.03,79.53571428571429,85.03,100.21,101.13285714285715,101.77,3.97,14.96142857142857,19.49,4.154285714285714,7.55
2014-08-31,57.32,27.1,8.188571428571429,4,16.657142857142855,9.85,23.51,9.254285714285713,12.27,14.174285714285714,16.34,79.94,85.69571428571427,94.25,100.61,101.15285714285714,101.88,2.47,11.668571428571427,17.7,3.9014285714285717,6.05
2014-09-07,58.88,22.9,8.411428571428571,3,17.66857142857143,11.99,28.89,9.335714285714282,12.02,15.270000000000001,18.51,82.76,86.33428571428571,91.62,100.46,101.11142857142856,101.5,1.89,12.290000000000004,19.25,3.632857142857143,5.63
2014-09-14,21.970000000000002,14.14,3.138571428571429,3,17.69857142857143,9.03,29.46,9.2,11.53,15.172857142857143,19.24,82.66,85.94857142857143,91.83,100.62,100.94428571428571,101.48,9.74,15.359999999999998,19.91,3.111428571428571,5.75
2014-09-21,30.64,17.59,4.377142857142857,3,17.3,9.46,26.34,9.768571428571425,12.27,14.157142857142857,16.08,78.54,82.78571428571429,90.61,100.78,101.14857142857143,101.56,14.08,17.822857142857142,22.34,3.7328571428571427,4.79
2014-09-28,14.87,7.48,2.124285714285714,2,17.65142857142857,10.96,26.54,9.185714285714285,10.85,14.278571428571428,18.11,74.74,81.68714285714285,93.44,100.69,101.49857142857142,102.43,3.55,17.02285714285714,24.15,4.497142857142857,6.12
2014-10-05,10.68,6.3,1.5257142857142856,3,19.75,13.85,28.82,10.110000000000005,13.87,16.26571428571429,19.4,75.37,81.31285714285714,86.44,100.41,101.09428571428569,101.63,6.62,14.542857142857144,24.57,3.295714285714286,4.36
2014-10-12,111.56,39.44,15.937142857142858,5,20.357142857142858,13.88,27.18,8.59,15.35,18.12714285714286,20.45,81.16,87.75285714285714,93.44,100.44,100.88571428571429,101.26,2.86,11.787142857142857,24.77,2.9728571428571433,4.32
2014-10-19,24.080000000000005,24.02,3.440000000000001,1,19.254285714285714,11.4,26.42,11.057142857142857,12.81,16.112857142857145,19.41,78.66,83.19142857142857,91.14,100.56,101.21000000000001,101.72,8.28,22.964285714285715,28.42,2.8742857142857146,3.63
2014-10-26,18.87,16.71,2.6957142857142857,2,22.457142857142856,15.96,32.23,10.598571428571432,18.51,19.611428571428572,21.53,78.46,84.84285714285714,90.11,100.16,100.72285714285715,101.11,6.9,20.634285714285713,28.09,3.2342857142857144,4.19
2014-11-02,35.53000000000001,16.8,5.0757142857142865,5,21.028571428571432,14.22,29.0,9.639999999999997,13.05,17.414285714285715,20.79,72.08,80.95142857142855,87.09,100.41,100.86285714285714,101.37,6.73,19.841428571428573,28.63,3.698571428571429,7.31
2014-11-09,18.330000000000002,12.18,2.6185714285714288,2,20.59857142857143,11.66,28.88,10.204285714285712,12.21,15.770000000000001,18.31,69.09,75.72857142857143,86.26,100.37,100.87142857142858,101.35,7.34,24.66714285714286,31.81,2.775714285714286,4.7
2014-11-16,19.23,18.28,2.7471428571428573,1,22.428571428571427,11.98,29.31,11.05,14.67,17.85857142857143,21.35,71.99,76.89285714285714,86.21,100.5,100.83714285714287,101.34,22.06,26.595714285714287,31.66,3.201428571428571,6.08
2014-11-23,18.91,18.16,2.7014285714285715,1,22.138571428571428,14.52,31.11,10.542857142857144,14.33,18.240000000000002,20.78,72.2,79.86714285714287,87.18,100.46,100.79285714285713,101.15,14.64,26.40857142857143,32.34,3.2885714285714287,4.39
2014-11-30,23.04,7.93,3.2914285714285714,4,23.25142857142857,13.91,31.92,10.86571428571429,16.06,19.157142857142855,23.39,75.11,79.12142857142858,85.34,100.33,100.80571428571429,101.35,12.85,25.26142857142857,33.17,3.4628571428571426,5.12
2014-12-07,35.48,15.35,5.0685714285714285,6,24.475714285714286,16.67,33.33,8.68714285714286,19.57,21.141428571428573,22.98,75.23,82.65285714285714,89.17,100.28,100.57142857142856,100.83,9.34,19.062857142857144,30.93,3.5928571428571425,5.63
2014-12-14,31.58,27.61,4.511428571428572,3,22.63571428571429,14.61,31.62,10.330000000000002,15.55,18.331428571428575,21.44,73.63,77.97,84.51,100.0,100.68857142857142,101.22,12.71,25.01,32.64,3.07,4.92
2014-12-21,38.94,21.68,5.562857142857142,3,22.384285714285713,13.68,30.31,9.247142857142858,13.47,18.738571428571426,23.2,69.2,80.82714285714285,88.41,99.74,100.93142857142858,101.62,2.78,20.24142857142857,30.88,3.764285714285714,4.56
2014-12-28,22.64,16.94,3.2342857142857144,3,23.930000000000003,17.65,30.76,7.505714285714291,16.39,20.55857142857143,23.88,72.94,82.37142857142855,92.02,99.92,100.42285714285715,101.1,10.06,20.35571428571429,30.21,2.6457142857142855,3.5
2015-01-04,47.410000000000004,19.8,6.772857142857143,5,25.21857142857143,16.53,32.36,8.827142857142857,17.12,21.85857142857143,23.86,73.63,82.72142857142856,89.43,100.56,100.7757142857143,101.07,9.78,23.692857142857143,32.29,2.5357142857142856,3.22
2015-01-11,38.09,14.58,5.441428571428572,6,25.762857142857147,20.06,32.57,7.95428571428571,19.84,22.52857142857143,23.98,78.09,83.11714285714285,88.03,100.56,100.78,101.22,9.07,19.12285714285714,29.52,2.9885714285714284,4.46
2015-01-18,16.35,9.23,2.335714285714286,3,23.362857142857145,15.77,30.85,9.159999999999993,15.9,19.335714285714285,22.2,73.96,79.11285714285715,83.98,100.77,101.06714285714284,101.56,12.18,24.420000000000005,28.99,3.37,5.56
2015-01-25,24.440000000000005,13.02,3.491428571428572,3,24.31,17.29,30.87,7.962857142857146,15.87,20.255714285714287,22.76,69.47,79.03999999999999,84.92,100.44,100.77142857142857,101.3,15.44,22.537142857142857,28.26,2.9171428571428573,4.78
2015-02-01,5.23,1.73,0.7471428571428572,2,23.942857142857143,18.21,30.32,8.752857142857135,17.17,20.020000000000003,21.95,74.51,79.78285714285714,83.02,100.45,100.62428571428573,101.0,22.86,25.21,28.06,3.595714285714286,5.94
2015-02-08,18.81,6.91,2.687142857142857,3,24.782857142857146,17.49,32.7,9.228571428571428,16.91,20.521428571428572,22.59,70.75,78.24857142857142,81.51,100.42,100.73285714285716,101.19,9.21,21.235714285714288,29.92,2.641428571428572,5.07
2015-02-15,13.809999999999999,4.81,1.9728571428571426,5,23.555714285714284,18.32,31.56,8.958571428571425,17.4,19.545714285714286,21.36,75.02,79.42571428571429,81.54,100.07,100.83,101.32,12.41,18.202857142857145,24.59,3.8214285714285707,5.34
2015-02-22,43.35,12.66,6.192857142857143,5,24.147142857142857,19.2,30.71,8.21285714285715,17.36,20.717142857142854,22.26,72.93,82.22857142857141,86.82,100.56,100.95428571428572,101.24,13.42,19.041428571428572,24.91,2.43,4.12
2015-03-01,4.4399999999999995,2.86,0.6342857142857142,2,24.125714285714285,17.73,32.14,9.518571428571427,17.93,19.804285714285715,21.92,75.44,78.04857142857144,83.58,100.77,100.94571428571429,101.23,14.35,19.822857142857142,25.0,2.7728571428571427,4.03
2015-03-08,16.020000000000003,7.19,2.288571428571429,3,23.881428571428575,17.72,31.94,9.37714285714286,19.03,20.06,21.19,77.7,80.65571428571427,85.25,100.67,100.76428571428573,100.91,17.31,20.732857142857146,22.51,3.5242857142857145,4.35
2015-03-15,1.5100000000000002,1.11,0.21571428571428575,1,23.717142857142854,17.05,32.33,11.170000000000002,16.77,18.155714285714286,21.4,69.36,73.33428571428571,79.42,100.67,100.96857142857144,101.24,11.52,20.275714285714287,24.09,3.447142857142857,5.02
2015-03-22,2.66,1.7,0.38,1,21.375714285714285,15.42,30.89,9.67142857142857,13.03,15.887142857142857,17.61,66.79,72.58285714285715,76.38,100.94,101.24714285714286,101.46,7.18,15.601428571428572,20.36,2.962857142857143,3.82
2015-03-29,15.95,11.08,2.2785714285714285,3,22.270000000000003,14.18,31.41,11.799999999999997,14.95,16.93714285714286,18.77,70.2,74.44285714285715,81.73,100.51,100.86,101.21,11.47,16.937142857142856,21.44,3.007142857142857,5.23
2015-04-05,20.18,15.69,2.882857142857143,2,20.428571428571427,13.49,29.74,10.801428571428572,12.11,15.034285714285716,18.6,66.58,73.73571428571428,88.27,100.49,101.17142857142858,101.41,6.57,16.952857142857145,20.3,2.915714285714286,5.1
2015-04-12,24.05,11.91,3.435714285714286,5,21.582857142857144,15.04,29.65,9.237142857142857,15.54,17.407142857142855,19.37,73.66,78.91999999999999,87.97,100.87,101.06142857142858,101.31,8.94,13.702857142857143,18.09,2.9614285714285713,4.82
2015-04-19,26.399999999999995,21.88,3.771428571428571,3,19.61428571428571,13.88,28.23,8.31285714285714,13.57,16.175714285714285,19.78,73.05,81.62571428571428,88.67,100.58,101.2314285714286,101.7,3.51,12.527142857142858,18.32,2.7399999999999998,4.26
2015-04-26,6.41,3.25,0.9157142857142857,2,17.865714285714287,11.92,25.64,10.75142857142857,12.05,14.061428571428573,15.19,71.77,79.78571428571429,82.73,100.63,101.35142857142857,101.69,8.7,13.104285714285714,17.45,3.002857142857143,4.69
2015-05-03,7.969999999999999,6.24,1.1385714285714283,2,15.057142857142859,6.4,24.9,10.972857142857142,6.49,10.405714285714286,16.56,70.07,76.00571428571428,93.36,100.56,101.38285714285715,101.87,4.0,12.904285714285715,16.52,2.752857142857143,3.38
2015-05-10,25.880000000000006,16.08,3.697142857142858,2,17.454285714285714,11.59,26.26,8.55857142857143,13.36,14.64,16.12,80.29,84.86857142857141,92.12,101.15,101.55571428571427,101.81,4.57,10.381428571428572,14.77,3.032857142857143,4.77
2015-05-17,3.94,3.65,0.5628571428571428,1,20.654285714285713,15.15,28.96,11.107142857142856,16.24,16.91857142857143,18.33,74.83,80.96714285714286,84.65,100.67,101.51714285714286,101.8,8.97,12.391428571428573,13.96,2.66,3.87
2015-05-24,94.44999999999999,66.21,13.492857142857142,5,16.974285714285713,9.88,23.81,5.728571428571433,11.37,14.570000000000002,17.18,81.95,86.18571428571428,94.06,100.85,101.10142857142857,101.4,1.86,7.160000000000001,11.14,4.265714285714286,8.32
