h,data_alvo,real,pred,variante
4,2014-11-16,7.0,5.437877137042088,A2_notificados
4,2014-11-23,4.0,4.54349239077707,A2_notificados
4,2014-11-30,6.0,4.684178433318767,A2_notificados
4,2014-12-07,6.0,13.942828457240859,A2_notificados
4,2014-12-14,4.0,11.311885432324573,A2_notificados
4,2014-12-21,3.0,12.96426929686333,A2_notificados
4,2014-12-28,2.0,10.309607776948864,A2_notificados
4,2015-01-04,8.0,36.03776072990809,A2_notificados
4,2015-01-11,4.0,11.823361609006588,A2_notificados
4,2015-01-18,10.0,14.277677179313997,A2_notificados
4,2015-01-25,3.0,30.627480364853124,A2_notificados
4,2015-02-01,2.0,24.550289101789488,A2_notificados
4,2015-02-08,8.0,69.30039433196349,A2_notificados
4,2015-02-15,10.0,31.200933616661164,A2_notificados
4,2015-02-22,16.0,29.670016007380283,A2_notificados
4,2015-03-01,23.0,31.238180795587553,A2_notificados
4,2015-03-08,17.0,31.181915889602607,A2_notificados
4,2015-03-15,12.0,24.22758282789424,A2_notificados
4,2015-03-22,28.0,48.76831715814974,A2_notificados
4,2015-03-29,19.0,90.6259663503937,A2_notificados
4,2015-04-05,47.0,32.90665083045575,A2_notificados
4,2015-04-12,42.0,32.77064147019693,A2_notificados
4,2015-04-19,34.0,64.31766934450775,A2_notificados
4,2015-04-26,38.0,49.570488178691896,A2_notificados
4,2015-05-03,46.0,69.18187928977562,A2_notificados
4,2015-05-10,41.0,39.91818875503811,A2_notificados
4,2015-05-17,41.0,34.4329038849961,A2_notificados
4,2015-05-24,20.0,30.20243490846004,A2_notificados
4,2015-05-31,23.0,48.9364303761275,A2_notificados
4,2015-06-07,15.0,15.316930962262864,A2_notificados
4,2015-06-14,5.0,27.880986865971636,A2_notificados
4,2015-06-21,7.0,10.31049906811016,A2_notificados
4,2015-06-28,5.0,7.784127875038226,A2_notificados
4,2015-07-05,6.0,6.5855102304095965,A2_notificados
4,2015-07-12,2.0,4.034169499892801,A2_notificados
4,2015-07-19,6.0,3.3572852492366696,A2_notificados
4,2015-07-26,5.0,2.452300689709078,A2_notificados
4,2015-08-02,11.0,4.692793484126224,A2_notificados
4,2015-08-09,5.0,5.010439011784481,A2_notificados
4,2015-08-16,8.0,5.6237163824224075,A2_notificados
4,2015-08-23,4.0,6.197668747215852,A2_notificados
4,2015-08-30,4.0,5.185153367253202,A2_notificados
4,2015-09-06,2.0,3.38722124273749,A2_notificados
4,2015-09-13,3.0,5.098809939364301,A2_notificados
4,2015-09-20,5.0,3.458503513043758,A2_notificados
4,2015-09-27,4.0,4.64665544978123,A2_notificados
4,2015-10-04,1.0,3.8583510815718687,A2_notificados
4,2015-10-11,4.0,3.857575554576569,A2_notificados
4,2015-10-18,7.0,3.4146869981080137,A2_notificados
4,2015-10-25,6.0,6.798071987122963,A2_notificados
4,2015-11-01,1.0,4.630445477628273,A2_notificados
4,2015-11-08,5.0,6.158248063005048,A2_notificados
4,2015-11-15,7.0,6.146894168088322,A2_notificados
4,2015-11-22,18.0,4.706457939140605,A2_notificados
4,2015-11-29,17.0,5.292063783410101,A2_notificados
4,2015-12-06,22.0,8.149763318317865,A2_notificados
4,2015-12-13,25.0,8.236035208450575,A2_notificados
4,2015-12-20,18.0,11.706079121969726,A2_notificados
4,2015-12-27,15.0,20.960021760959098,A2_notificados
4,2016-01-03,50.0,56.8996596764919,A2_notificados
4,2016-01-10,45.0,57.7479225807564,A2_notificados
4,2016-01-17,45.0,19.565077358088086,A2_notificados
4,2016-01-24,31.0,31.861236274626496,A2_notificados
4,2016-01-31,44.0,62.55892515880011,A2_notificados
4,2016-02-07,99.0,66.98110003771608,A2_notificados
4,2016-02-14,158.0,98.29591381182456,A2_notificados
4,2016-02-21,128.0,97.74953724795552,A2_notificados
4,2016-02-28,106.0,116.93413017066896,A2_notificados
4,2016-03-06,143.0,105.82547242302425,A2_notificados
4,2016-03-13,169.0,135.80671686928545,A2_notificados
4,2016-03-20,146.0,128.54336550891637,A2_notificados
4,2016-03-27,163.0,144.05036105319653,A2_notificados
4,2016-04-03,151.0,131.73557704652814,A2_notificados
4,2016-04-10,126.0,124.25324969780874,A2_notificados
4,2016-04-17,116.0,79.76703397895571,A2_notificados
4,2016-04-24,89.0,95.7521940906191,A2_notificados
4,2016-05-01,65.0,103.74006418358714,A2_notificados
4,2016-05-08,37.0,80.82239591937997,A2_notificados
4,2016-05-15,20.0,48.56807233523687,A2_notificados
4,2016-05-22,31.0,36.58503700465511,A2_notificados
4,2016-05-29,12.0,42.2180061037384,A2_notificados
4,2016-06-05,7.0,21.530712125660628,A2_notificados
4,2016-06-12,7.0,12.824637036880958,A2_notificados
4,2016-06-19,9.0,19.067755111075503,A2_notificados
4,2016-06-26,10.0,8.553757424628557,A2_notificados
4,2016-07-03,10.0,7.660514293668803,A2_notificados
4,2016-07-10,13.0,6.83930110734284,A2_notificados
4,2016-07-17,7.0,8.706880260760945,A2_notificados
4,2016-07-24,6.0,9.793328210483407,A2_notificados
4,2016-07-31,11.0,9.786447523077786,A2_notificados
4,2016-08-07,19.0,10.929115387496028,A2_notificados
4,2016-08-14,16.0,10.145203390866367,A2_notificados
4,2016-08-21,13.0,5.127809002537153,A2_notificados
4,2016-08-28,9.0,9.946440510593304,A2_notificados
4,2016-09-04,5.0,12.599997022891099,A2_notificados
4,2016-09-11,11.0,14.485343768385363,A2_notificados
4,2016-09-18,8.0,9.522059698300861,A2_notificados
4,2016-09-25,9.0,8.29627234884131,A2_notificados
4,2016-10-02,10.0,7.455195842592618,A2_notificados
4,2016-10-09,9.0,6.45083040166183,A2_notificados
4,2016-10-16,9.0,6.527187733681572,A2_notificados
4,2016-10-23,18.0,7.272789523734008,A2_notificados
4,2016-10-30,11.0,9.427016972886406,A2_notificados
4,2016-11-06,10.0,16.01248553518343,A2_notificados
4,2016-11-13,7.0,11.370265021939751,A2_notificados
4,2016-11-20,15.0,14.855760594419127,A2_notificados
4,2016-11-27,9.0,16.724368644598943,A2_notificados
4,2016-12-04,24.0,9.504364707101209,A2_notificados
4,2016-12-11,21.0,17.223063027112747,A2_notificados
4,2016-12-18,31.0,20.883366378458014,A2_notificados
4,2016-12-25,41.0,16.26238576255554,A2_notificados
4,2017-01-01,35.0,38.92231740934913,A2_notificados
4,2017-01-08,44.0,44.38289268898056,A2_notificados
4,2017-01-15,30.0,68.6712476179269,A2_notificados
4,2017-01-22,27.0,72.34205952079213,A2_notificados
4,2017-01-29,23.0,71.36157927489364,A2_notificados
4,2017-02-05,16.0,75.57416914758736,A2_notificados
4,2017-02-12,25.0,92.05633322134736,A2_notificados
4,2017-02-19,7.0,94.02879005742858,A2_notificados
4,2017-02-26,28.0,85.28255439387188,A2_notificados
4,2017-03-05,25.0,60.14698411317921,A2_notificados
4,2017-03-12,15.0,48.30742726839129,A2_notificados
4,2017-03-19,12.0,25.194869467519055,A2_notificados
4,2017-03-26,10.0,19.478194328664895,A2_notificados
4,2017-04-02,5.0,22.92573884653051,A2_notificados
4,2017-04-09,6.0,12.285643777515224,A2_notificados
4,2017-04-16,8.0,10.62439908618152,A2_notificados
4,2017-04-23,7.0,14.527228014098474,A2_notificados
4,2017-04-30,9.0,21.479549508021055,A2_notificados
4,2017-05-07,6.0,20.24231489417762,A2_notificados
4,2017-05-14,4.0,10.854344154313948,A2_notificados
4,2017-05-21,4.0,9.398552197684236,A2_notificados
4,2017-05-28,12.0,6.279847122857096,A2_notificados
4,2017-06-04,3.0,6.992424386933451,A2_notificados
4,2017-06-11,1.0,4.367768837796872,A2_notificados
4,2017-06-18,2.0,4.665574761564585,A2_notificados
4,2017-06-25,4.0,5.206304252058751,A2_notificados
4,2017-07-02,5.0,5.763313739160041,A2_notificados
4,2017-07-09,4.0,6.36523470338538,A2_notificados
4,2017-07-16,3.0,4.698390668202352,A2_notificados
4,2017-07-23,1.0,5.142039233218154,A2_notificados
4,2017-07-30,1.0,4.538180718416334,A2_notificados
4,2017-08-06,2.0,3.623635352651665,A2_notificados
4,2017-08-13,2.0,3.933001032124234,A2_notificados
4,2017-08-20,6.0,3.959592054264062,A2_notificados
4,2017-08-27,5.0,2.782067964806956,A2_notificados
4,2017-09-03,2.0,6.546690586729242,A2_notificados
4,2017-09-10,4.0,7.621324496857505,A2_notificados
4,2017-09-17,7.0,3.6337432709230413,A2_notificados
4,2017-09-24,3.0,5.140587561019308,A2_notificados
4,2017-10-01,5.0,5.417301036822458,A2_notificados
4,2017-10-08,7.0,3.8190993259665427,A2_notificados
4,2017-10-15,5.0,7.47026153973375,A2_notificados
4,2017-10-22,5.0,5.716326700831921,A2_notificados
4,2017-10-29,4.0,7.162560471371884,A2_notificados
4,2017-11-05,7.0,6.680774992272387,A2_notificados
4,2017-11-12,8.0,10.308909083025384,A2_notificados
4,2017-11-19,7.0,13.610028682942138,A2_notificados
4,2017-11-26,9.0,11.507358833063646,A2_notificados
4,2017-12-03,4.0,15.755387911552374,A2_notificados
4,2017-12-10,14.0,9.583700505083801,A2_notificados
4,2017-12-17,9.0,17.51544014191487,A2_notificados
4,2017-12-24,12.0,16.372516405295897,A2_notificados
4,2017-12-31,15.0,9.85462313264615,A2_notificados
4,2018-01-07,9.0,25.310154510996718,A2_notificados
4,2018-01-14,17.0,24.098797246790838,A2_notificados
4,2018-03-11,8.0,15.754270610102395,A2_notificados
4,2018-03-18,4.0,11.754990088534027,A2_notificados
4,2018-03-25,6.0,9.947228957004858,A2_notificados
4,2018-04-01,4.0,8.458084481507656,A2_notificados
4,2018-04-08,1.0,16.831095433012116,A2_notificados
4,2018-04-15,5.0,10.279238829760049,A2_notificados
4,2018-04-22,6.0,7.709068973681461,A2_notificados
4,2018-04-29,2.0,6.752689533373845,A2_notificados
4,2018-05-06,7.0,5.797198216730285,A2_notificados
4,2018-05-13,2.0,4.53750880432179,A2_notificados
4,2018-05-20,6.0,4.972187282032814,A2_notificados
4,2018-05-27,0.0,3.850930537994787,A2_notificados
4,2018-06-03,1.0,4.8987084690125995,A2_notificados
4,2018-06-10,0.0,3.604885952538425,A2_notificados
4,2018-06-17,2.0,5.628832406011075,A2_notificados
4,2018-06-24,2.0,3.614960130549086,A2_notificados
4,2018-07-01,0.0,2.8257126502609355,A2_notificados
4,2018-07-08,0.0,4.48952198243964,A2_notificados
4,2018-07-15,5.0,2.826937749882034,A2_notificados
4,2018-07-22,3.0,4.279392402334471,A2_notificados
4,2018-07-29,3.0,4.493329032927777,A2_notificados
4,2018-08-05,1.0,4.6608523418920145,A2_notificados
4,2018-08-12,4.0,3.449421653268366,A2_notificados
4,2018-08-19,1.0,4.009211161155078,A2_notificados
4,2018-08-26,1.0,5.027750598793185,A2_notificados
4,2018-09-02,0.0,5.075739341404265,A2_notificados
4,2018-09-09,2.0,4.804383115420073,A2_notificados
4,2018-09-16,1.0,2.4527140286779887,A2_notificados
4,2018-09-23,3.0,4.552413486628764,A2_notificados
4,2018-09-30,6.0,3.0967032882593784,A2_notificados
4,2018-10-07,4.0,3.1926671449814576,A2_notificados
4,2018-10-14,4.0,3.222689666407085,A2_notificados
4,2018-10-21,7.0,4.4978804763730755,A2_notificados
4,2018-10-28,6.0,5.656248408800772,A2_notificados
4,2018-11-04,2.0,5.986235893319091,A2_notificados
4,2018-11-11,2.0,6.063697017047852,A2_notificados
4,2018-11-18,1.0,9.277191348471016,A2_notificados
4,2018-11-25,2.0,10.013310347590519,A2_notificados
4,2018-12-02,1.0,16.682737151239724,A2_notificados
4,2018-12-09,1.0,8.608331467066161,A2_notificados
4,2018-12-16,2.0,9.352053695155643,A2_notificados
4,2018-12-23,3.0,7.620181527291664,A2_notificados
4,2018-12-30,8.0,7.394225608157887,A2_notificados
4,2019-01-06,4.0,8.480450404406636,A2_notificados
4,2019-01-13,4.0,7.543205460218204,A2_notificados
4,2019-01-20,6.0,11.261029384744925,A2_notificados
4,2019-01-27,1.0,11.11691018839826,A2_notificados
4,2019-02-03,2.0,9.744020289699794,A2_notificados
4,2019-02-10,6.0,11.031311490471802,A2_notificados
4,2019-02-17,6.0,12.381919813279007,A2_notificados
4,2019-02-24,6.0,12.314766680044368,A2_notificados
4,2019-03-03,10.0,11.084498510866984,A2_notificados
4,2019-03-10,12.0,9.195157157327335,A2_notificados
4,2019-03-17,23.0,6.117176222069504,A2_notificados
4,2019-03-24,40.0,13.057980422037668,A2_notificados
4,2019-03-31,51.0,19.287216800856964,A2_notificados
4,2019-04-07,57.0,10.842875562021494,A2_notificados
4,2019-04-14,85.0,24.085467971820805,A2_notificados
4,2019-04-21,100.0,61.49200327902271,A2_notificados
4,2019-04-28,97.0,46.92466382626373,A2_notificados
4,2019-05-05,99.0,47.99618391314621,A2_notificados
4,2019-05-12,136.0,27.23341883415566,A2_notificados
4,2019-05-19,115.0,70.64253449340758,A2_notificados
4,2019-05-26,78.0,97.38225744117497,A2_notificados
4,2019-06-02,57.0,89.21515710762924,A2_notificados
4,2019-06-09,55.0,55.402158706540256,A2_notificados
4,2019-06-16,53.0,49.55245357731795,A2_notificados
4,2019-06-23,44.0,50.40761958730612,A2_notificados
4,2019-06-30,26.0,30.450031921498454,A2_notificados
4,2019-07-07,9.0,22.296340017575012,A2_notificados
4,2019-07-14,14.0,20.26259073972674,A2_notificados
4,2019-07-21,10.0,19.65065086412109,A2_notificados
4,2019-07-28,13.0,16.947108761019045,A2_notificados
4,2019-08-04,10.0,15.645153589859378,A2_notificados
4,2019-08-11,8.0,9.492915507533738,A2_notificados
4,2019-08-18,5.0,10.517624776492987,A2_notificados
4,2019-08-25,6.0,14.17202500650587,A2_notificados
4,2019-09-01,3.0,8.388260874415648,A2_notificados
4,2019-09-08,4.0,9.207025376207655,A2_notificados
4,2019-09-15,6.0,6.739721685266481,A2_notificados
4,2019-09-22,6.0,5.608294717795934,A2_notificados
4,2019-09-29,10.0,6.655762802752744,A2_notificados
4,2019-10-06,3.0,5.358840698093937,A2_notificados
4,2019-10-13,3.0,5.489923811784071,A2_notificados
4,2019-10-20,4.0,9.279563296627156,A2_notificados
4,2019-10-27,5.0,9.731969339896708,A2_notificados
4,2019-11-03,6.0,8.678426579641151,A2_notificados
4,2019-11-10,3.0,9.031106914133575,A2_notificados
4,2019-11-17,11.0,9.012741850330269,A2_notificados
4,2019-11-24,7.0,11.06724953142157,A2_notificados
4,2019-12-01,6.0,12.714879253217699,A2_notificados
4,2019-12-08,7.0,12.343198959925786,A2_notificados
4,2019-12-15,14.0,14.475643120831732,A2_notificados
4,2019-12-22,6.0,15.885238059209446,A2_notificados
4,2019-12-29,5.0,14.313474748504564,A2_notificados
4,2020-01-05,14.0,12.575481106404162,A2_notificados
4,2020-01-12,13.0,30.575553887560503,A2_notificados
4,2020-01-19,10.0,23.689978782854688,A2_notificados
4,2020-01-26,10.0,11.00234713246211,A2_notificados
4,2020-02-02,11.0,22.824679731506574,A2_notificados
4,2020-02-09,14.0,37.40644340557859,A2_notificados
4,2020-02-16,8.0,44.436535460059375,A2_notificados
4,2020-02-23,10.0,23.06955845774367,A2_notificados
4,2020-03-01,10.0,23.430860842775267,A2_notificados
4,2020-03-08,9.0,38.59810727451329,A2_notificados
4,2020-03-15,3.0,30.223260699358534,A2_notificados
4,2020-03-22,2.0,26.890084085358712,A2_notificados
4,2020-03-29,5.0,28.494119056650515,A2_notificados
4,2020-04-05,4.0,17.729456855184008,A2_notificados
4,2020-04-12,6.0,21.08135615829143,A2_notificados
4,2020-04-19,3.0,11.556310518039265,A2_notificados
4,2020-04-26,2.0,9.640584931590638,A2_notificados
4,2020-05-03,2.0,10.811077424838286,A2_notificados
4,2020-05-10,2.0,11.793688088184856,A2_notificados
4,2020-05-17,4.0,16.091158702266082,A2_notificados
4,2020-05-24,0.0,4.5228572031751755,A2_notificados
4,2020-05-31,1.0,4.547267437427943,A2_notificados
4,2020-06-07,3.0,9.111753791661739,A2_notificados
4,2020-06-14,4.0,1.792480840195748,A2_notificados
4,2020-06-21,1.0,4.480509173436541,A2_notificados
4,2020-06-28,0.0,2.3213925883856406,A2_notificados
4,2020-07-05,1.0,2.8277878977097157,A2_notificados
4,2020-07-12,2.0,3.422186953690636,A2_notificados
4,2020-07-19,0.0,3.9721283304484554,A2_notificados
4,2020-07-26,2.0,3.777223972506835,A2_notificados
4,2020-08-02,2.0,4.187444854562526,A2_notificados
4,2020-08-09,1.0,5.438771813835438,A2_notificados
4,2020-08-16,0.0,4.7136064227340135,A2_notificados
4,2020-08-23,0.0,3.5182741424029915,A2_notificados
4,2020-08-30,0.0,4.536041407839036,A2_notificados
4,2020-09-06,1.0,3.282115314741485,A2_notificados
4,2020-09-13,2.0,3.1340993127469146,A2_notificados
4,2020-09-20,2.0,3.3666375361369476,A2_notificados
4,2020-09-27,0.0,4.553121641840458,A2_notificados
4,2020-10-04,2.0,3.247455523185291,A2_notificados
4,2020-10-11,1.0,3.309501922156604,A2_notificados
4,2020-10-18,2.0,3.5571176512728107,A2_notificados
4,2020-10-25,1.0,4.6349208614423025,A2_notificados
4,2020-11-01,2.0,4.188665568495447,A2_notificados
4,2020-11-08,3.0,5.52660309398886,A2_notificados
4,2020-11-15,1.0,5.172133734322976,A2_notificados
4,2020-11-22,2.0,5.958994381953016,A2_notificados
4,2020-11-29,2.0,10.196960941945221,A2_notificados
4,2020-12-06,0.0,8.9235121540176,A2_notificados
4,2020-12-13,0.0,7.614750783376385,A2_notificados
4,2020-12-20,1.0,7.784759878049432,A2_notificados
4,2020-12-27,1.0,7.813831023807015,A2_notificados
4,2021-01-03,1.0,4.872063790801356,A2_notificados
4,2021-01-10,2.0,4.528592885412058,A2_notificados
4,2021-01-17,1.0,5.120989480851262,A2_notificados
4,2021-01-24,2.0,3.0183980927106977,A2_notificados
4,2021-01-31,1.0,6.708421264153943,A2_notificados
4,2021-02-07,1.0,6.559210885439581,A2_notificados
4,2021-02-14,2.0,5.333251187103963,A2_notificados
4,2021-02-21,3.0,6.284220982305778,A2_notificados
4,2021-02-28,1.0,9.083370033477546,A2_notificados
4,2021-03-07,2.0,7.064924437100305,A2_notificados
4,2021-03-14,2.0,9.01582408973535,A2_notificados
4,2021-03-21,2.0,8.626004033766792,A2_notificados
4,2021-03-28,3.0,9.229757924473207,A2_notificados
4,2021-04-04,10.0,6.504933622920152,A2_notificados
4,2021-04-11,15.0,10.925761835664128,A2_notificados
4,2021-04-18,17.0,5.918785875329748,A2_notificados
4,2021-04-25,13.0,7.048814655797637,A2_notificados
4,2021-05-02,9.0,11.456489542693195,A2_notificados
4,2021-05-09,13.0,42.923553707549715,A2_notificados
4,2021-05-16,12.0,47.85137630477593,A2_notificados
4,2021-05-23,4.0,18.159244514100404,A2_notificados
4,2021-05-30,2.0,6.536348814013595,A2_notificados
4,2021-06-06,2.0,5.997135000565454,A2_notificados
4,2021-06-13,2.0,6.009373045680702,A2_notificados
4,2021-06-20,4.0,4.629726256873043,A2_notificados
4,2021-06-27,2.0,4.65206138858,A2_notificados
4,2021-07-04,1.0,3.2665828211009083,A2_notificados
4,2021-07-11,3.0,1.884448599563703,A2_notificados
4,2021-07-18,2.0,3.5237974756661097,A2_notificados
4,2021-07-25,1.0,3.4278080826921666,A2_notificados
4,2021-08-01,2.0,3.7511084572973967,A2_notificados
4,2021-08-08,0.0,2.898036424143988,A2_notificados
4,2021-08-15,2.0,2.411839018190434,A2_notificados
4,2021-08-22,0.0,3.899138155194858,A2_notificados
4,2021-08-29,0.0,3.1525353645183825,A2_notificados
4,2021-09-05,3.0,1.7263291871965303,A2_notificados
4,2021-09-12,0.0,2.0279217625536505,A2_notificados
4,2021-09-19,2.0,3.5750553531614915,A2_notificados
4,2021-09-26,2.0,3.123945270749316,A2_notificados
4,2021-10-03,1.0,2.1865844050616707,A2_notificados
4,2021-10-10,0.0,2.6353862080102197,A2_notificados
4,2021-10-17,3.0,2.114877449311257,A2_notificados
4,2021-10-24,0.0,4.030623208855261,A2_notificados
4,2021-10-31,2.0,2.9820026591783124,A2_notificados
4,2021-11-07,1.0,3.2405967803906943,A2_notificados
4,2021-11-14,5.0,4.65368047320378,A2_notificados
4,2021-11-21,1.0,4.180002023608284,A2_notificados
4,2021-11-28,2.0,4.242375643899872,A2_notificados
4,2021-12-05,2.0,5.38530700586384,A2_notificados
4,2021-12-12,0.0,9.184417131370433,A2_notificados
4,2021-12-19,2.0,13.552180032585598,A2_notificados
4,2021-12-26,1.0,6.7605389656692,A2_notificados
4,2022-01-02,5.0,7.338544827272844,A2_notificados
4,2022-01-09,3.0,3.8199505079768437,A2_notificados
4,2022-01-16,6.0,6.53606912483302,A2_notificados
4,2022-01-23,2.0,6.604764061619711,A2_notificados
4,2022-01-30,3.0,14.036154096692465,A2_notificados
4,2022-02-06,3.0,21.302479240107218,A2_notificados
4,2022-02-13,14.0,12.87851208763919,A2_notificados
4,2022-02-20,26.0,9.031831013670958,A2_notificados
4,2022-02-27,61.0,11.944151696201482,A2_notificados
4,2022-03-06,227.0,22.573658206669577,A2_notificados
4,2022-03-13,350.0,41.460496044815685,A2_notificados
4,2022-03-20,637.0,96.49016657928387,A2_notificados
4,2022-03-27,635.0,144.97758996189424,A2_notificados
4,2022-04-03,722.0,135.96244200234082,A2_notificados
4,2022-04-10,984.0,174.22297555356874,A2_notificados
4,2022-04-17,1088.0,221.1339500468005,A2_notificados
4,2022-04-24,683.0,748.2576499510235,A2_notificados
4,2022-05-01,436.0,645.1356490761098,A2_notificados
4,2022-05-08,282.0,663.7170761860128,A2_notificados
4,2022-05-15,388.0,585.5707359010812,A2_notificados
4,2022-05-22,195.0,583.8234790162976,A2_notificados
4,2022-05-29,143.0,540.3198424056106,A2_notificados
4,2022-06-05,95.0,489.06130951970886,A2_notificados
4,2022-06-12,32.0,502.9733677610193,A2_notificados
4,2022-06-19,54.0,139.6087881752552,A2_notificados
4,2022-06-26,80.0,25.312346644534653,A2_notificados
4,2022-07-03,66.0,36.874964258774895,A2_notificados
4,2022-07-10,53.0,12.419088501189416,A2_notificados
4,2022-07-17,48.0,16.5840276288093,A2_notificados
4,2022-07-24,33.0,39.79377676380325,A2_notificados
4,2022-07-31,27.0,37.80793187175579,A2_notificados
4,2022-08-07,18.0,45.42375098700412,A2_notificados
4,2022-08-14,18.0,17.919990958320774,A2_notificados
4,2022-08-21,10.0,21.432361335986506,A2_notificados
4,2022-08-28,13.0,14.69803617958469,A2_notificados
4,2022-09-04,16.0,10.621471782647347,A2_notificados
4,2022-09-11,9.0,14.880380477744058,A2_notificados
4,2022-10-23,10.0,9.675790193732661,A2_notificados
4,2022-10-30,8.0,10.33634378722897,A2_notificados
4,2022-11-06,13.0,10.442662846513871,A2_notificados
4,2022-11-13,19.0,17.938197889365814,A2_notificados
4,2022-11-20,14.0,14.643475318344116,A2_notificados
4,2022-11-27,18.0,15.399226468440709,A2_notificados
4,2022-12-04,16.0,23.21700022751233,A2_notificados
4,2022-12-11,4.0,30.155861473084986,A2_notificados
4,2022-12-18,0.0,15.53483215146361,A2_notificados
4,2022-12-25,8.0,24.349336660065052,A2_notificados
4,2023-01-01,30.0,19.771549480481124,A2_notificados
4,2023-01-08,24.0,12.660371008833142,A2_notificados
4,2023-01-15,24.0,13.192625499185874,A2_notificados
4,2023-01-22,14.0,13.044081053660666,A2_notificados
4,2023-01-29,19.0,62.04276005886144,A2_notificados
4,2023-02-05,18.0,117.48842888156827,A2_notificados
4,2023-02-12,21.0,79.862093744192,A2_notificados
4,2023-02-19,39.0,30.153285916388185,A2_notificados
4,2023-02-26,90.0,270.93511277137077,A2_notificados
4,2023-03-05,139.0,119.73575895599409,A2_notificados
4,2023-03-12,208.0,292.94834884370067,A2_notificados
4,2023-03-19,365.0,318.7252240760371,A2_notificados
4,2023-03-26,467.0,528.5183887681447,A2_notificados
4,2023-04-02,572.0,326.16559548942286,A2_notificados
4,2023-04-09,881.0,519.5478631939136,A2_notificados
4,2023-04-16,887.0,591.0267326371986,A2_notificados
4,2023-04-23,829.0,775.42662604393,A2_notificados
4,2023-04-30,961.0,467.59729196505975,A2_notificados
4,2023-05-07,699.0,639.5820793598782,A2_notificados
4,2023-05-14,662.0,483.1752066999934,A2_notificados
4,2023-05-21,539.0,385.4464612642395,A2_notificados
4,2023-05-28,441.0,304.15913822391803,A2_notificados
4,2023-06-04,220.0,159.37996011987204,A2_notificados
4,2023-06-11,195.0,177.29152765770903,A2_notificados
4,2023-06-18,91.0,351.30868336310743,A2_notificados
4,2023-06-25,90.0,218.63733918395943,A2_notificados
4,2023-07-02,86.0,204.92215936376172,A2_notificados
4,2023-07-09,62.0,139.33905748794945,A2_notificados
4,2023-07-16,70.0,76.5407999793059,A2_notificados
4,2023-07-23,64.0,43.070649347634486,A2_notificados
4,2023-07-30,56.0,90.47256408110808,A2_notificados
4,2023-08-06,71.0,23.62023821699107,A2_notificados
4,2023-08-13,61.0,43.97232196904239,A2_notificados
4,2023-08-20,49.0,23.94817805287202,A2_notificados
4,2023-08-27,39.0,37.46852840507647,A2_notificados
4,2023-09-03,29.0,57.30472662777424,A2_notificados
4,2023-09-10,35.0,38.692374181319295,A2_notificados
4,2023-09-17,30.0,31.12747915069251,A2_notificados
4,2023-09-24,19.0,21.82791974340693,A2_notificados
4,2023-10-01,20.0,16.63693006133182,A2_notificados
4,2023-10-08,16.0,22.568891526162798,A2_notificados
4,2023-10-15,17.0,20.115955113519554,A2_notificados
4,2023-10-22,17.0,17.1800391429684,A2_notificados
4,2023-10-29,18.0,16.423996362347303,A2_notificados
4,2023-11-05,21.0,15.781237653165443,A2_notificados
4,2023-11-12,20.0,22.491678004777704,A2_notificados
4,2023-11-19,24.0,23.599613236396163,A2_notificados
4,2023-11-26,16.0,29.7141815065506,A2_notificados
4,2023-12-03,20.0,30.73046143088724,A2_notificados
4,2023-12-10,16.0,30.55868858475558,A2_notificados
4,2023-12-17,18.0,32.54845894546107,A2_notificados
4,2023-12-24,37.0,25.08086142374127,A2_notificados
4,2023-12-31,66.0,33.346788922375026,A2_notificados
4,2024-01-07,66.0,37.25943347753607,A2_notificados
4,2024-01-14,47.0,24.20958416265974,A2_notificados
4,2024-01-21,83.0,50.26371212979534,A2_notificados
4,2024-01-28,126.0,140.99458282313745,A2_notificados
4,2024-02-04,211.0,205.49748033945238,A2_notificados
4,2024-02-11,305.0,168.7594115935195,A2_notificados
4,2024-02-18,453.0,149.31177818190204,A2_notificados
4,2024-02-25,738.0,155.86736225105003,A2_notificados
4,2024-03-03,1468.0,632.9587559138618,A2_notificados
4,2024-03-10,1277.0,757.9883803903117,A2_notificados
4,2024-03-17,1186.0,784.2344276814811,A2_notificados
4,2024-03-24,1931.0,834.1440999816441,A2_notificados
4,2024-03-31,2306.0,871.3441268678843,A2_notificados
4,2024-04-07,2833.0,1111.0751323643797,A2_notificados
4,2024-04-14,3081.0,1256.5203702131648,A2_notificados
4,2024-04-21,3132.0,1706.0966742886003,A2_notificados
4,2024-04-28,2341.0,2187.6449891353,A2_notificados
4,2024-05-05,1521.0,2389.788145986411,A2_notificados
4,2024-05-12,2062.0,2505.3291397388834,A2_notificados
4,2024-05-19,987.0,2869.746362634014,A2_notificados
4,2024-07-14,132.0,297.09516744927964,A2_notificados
4,2024-07-21,112.0,58.03754059677055,A2_notificados
4,2024-07-28,131.0,160.16380087361804,A2_notificados
4,2024-08-04,110.0,66.10517438353568,A2_notificados
4,2024-08-11,79.0,81.33372924386859,A2_notificados
4,2024-08-18,81.0,75.16957363018025,A2_notificados
4,2024-08-25,79.0,78.07378240833063,A2_notificados
4,2024-09-01,70.0,83.04534693196995,A2_notificados
4,2024-09-08,71.0,37.49399008384297,A2_notificados
4,2024-09-15,69.0,60.46589559535611,A2_notificados
4,2024-09-22,68.0,70.37215030929063,A2_notificados
4,2024-09-29,68.0,88.44035416014745,A2_notificados
