h,data,real,pred,variante
12,2025-08-10,4.0,0.0,atual
12,2025-08-24,5.0,0.0,atual
12,2025-09-07,3.0,10.269090267785156,atual
12,2025-09-21,1.0,0.0,atual
12,2025-10-05,0.0,15.475401991999925,atual
12,2025-10-19,1.0,0.0,atual
12,2025-11-02,1.0,25.230686467838318,atual
1,2020-03-15,0.0,9.817148967176369,A_mes_categorico
1,2020-03-29,2.0,0.0,A_mes_categorico
1,2020-04-12,1.0,0.19477399176314913,A_mes_categorico
1,2020-04-26,0.0,4.263276207888185,A_mes_categorico
1,2020-05-10,1.0,0.5266142105640763,A_mes_categorico
1,2020-05-24,0.0,0.0,A_mes_categorico
1,2020-06-07,0.0,0.0,A_mes_categorico
1,2020-06-21,0.0,0.0,A_mes_categorico
1,2020-07-05,0.0,0.0,A_mes_categorico
1,2020-07-19,0.0,0.0,A_mes_categorico
1,2020-08-02,0.0,2.2450463289367386,A_mes_categorico
1,2020-08-16,0.0,0.7947425128529677,A_mes_categorico
1,2020-08-30,0.0,1.4227635548634037,A_mes_categorico
1,2020-09-13,0.0,0.062120159949537075,A_mes_categorico
1,2020-09-27,0.0,1.0569084040733236,A_mes_categorico
1,2020-10-11,0.0,0.26956002174295585,A_mes_categorico
1,2020-10-25,0.0,0.0,A_mes_categorico
1,2020-11-08,0.0,0.763636613918058,A_mes_categorico
1,2020-11-22,0.0,0.7462734596691363,A_mes_categorico
1,2020-12-06,0.0,0.8928146895919573,A_mes_categorico
1,2020-12-20,0.0,0.6525273846578594,A_mes_categorico
1,2021-01-03,0.0,1.6163082071207158,A_mes_categorico
1,2021-01-17,0.0,0.0,A_mes_categorico
1,2021-01-31,0.0,0.0,A_mes_categorico
1,2021-02-14,2.0,1.2746511088750008,A_mes_categorico
1,2021-02-28,1.0,0.0,A_mes_categorico
1,2021-03-14,1.0,0.0,A_mes_categorico
1,2021-03-28,9.0,0.0,A_mes_categorico
1,2021-04-11,12.0,15.824721985544196,A_mes_categorico
1,2021-04-25,7.0,21.86049510034576,A_mes_categorico
1,2021-05-09,5.0,25.9036017259603,A_mes_categorico
1,2021-05-23,1.0,0.0,A_mes_categorico
1,2021-06-06,0.0,0.21603882933709243,A_mes_categorico
1,2021-06-20,0.0,0.0,A_mes_categorico
1,2021-07-04,0.0,0.0,A_mes_categorico
1,2021-07-18,0.0,0.0,A_mes_categorico
1,2021-08-01,0.0,0.0,A_mes_categorico
1,2021-08-15,0.0,0.0,A_mes_categorico
1,2021-08-29,0.0,0.0,A_mes_categorico
1,2021-09-12,0.0,0.0,A_mes_categorico
1,2021-09-26,0.0,0.0,A_mes_categorico
1,2021-10-10,0.0,0.14832584771706553,A_mes_categorico
1,2021-10-24,0.0,0.6844506789261733,A_mes_categorico
1,2021-11-07,0.0,0.8697726132224448,A_mes_categorico
1,2021-11-21,0.0,0.13689874759739573,A_mes_categorico
1,2021-12-05,0.0,1.177194378771175,A_mes_categorico
1,2021-12-19,0.0,0.8313925194306641,A_mes_categorico
1,2022-01-02,0.0,0.829623506811784,A_mes_categorico
1,2022-01-16,0.0,0.8503166810758314,A_mes_categorico
1,2022-01-30,2.0,0.0,A_mes_categorico
1,2022-02-13,20.0,16.85440879028452,A_mes_categorico
1,2022-02-27,203.0,24.24482775986652,A_mes_categorico
1,2022-03-13,463.0,59.19030970054947,A_mes_categorico
1,2022-03-27,524.0,198.58677473809576,A_mes_categorico
1,2022-04-10,879.0,236.02039518436345,A_mes_categorico
1,2022-04-24,344.0,89.13546258097067,A_mes_categorico
1,2022-05-08,313.0,141.07920271074124,A_mes_categorico
1,2022-05-22,92.0,171.8867992434527,A_mes_categorico
1,2022-06-05,17.0,167.73964799297426,A_mes_categorico
1,2022-06-19,19.0,1.3144979032614212,A_mes_categorico
1,2022-07-03,24.0,0.0,A_mes_categorico
1,2022-07-17,11.0,0.0,A_mes_categorico
1,2022-07-31,3.0,0.0,A_mes_categorico
1,2022-08-14,3.0,36.32276588526818,A_mes_categorico
1,2022-08-28,2.0,14.398241309672569,A_mes_categorico
1,2022-09-11,3.0,0.0,A_mes_categorico
1,2022-09-25,1.0,6.919658879818103,A_mes_categorico
1,2022-10-09,1.0,1.8341640178716327,A_mes_categorico
1,2022-10-23,0.0,0.4746726817938376,A_mes_categorico
1,2022-11-06,11.0,8.562012944946803,A_mes_categorico
1,2022-11-20,9.0,19.167360599395046,A_mes_categorico
1,2022-12-04,4.0,19.891445878300893,A_mes_categorico
1,2022-12-18,1.0,0.0,A_mes_categorico
1,2023-01-01,3.0,8.39991594235229,A_mes_categorico
1,2023-01-15,0.0,3.303453489663397,A_mes_categorico
1,2023-01-29,0.0,0.0,A_mes_categorico
1,2023-02-12,7.0,14.014650981614434,A_mes_categorico
1,2023-02-26,37.0,161.25293128816202,A_mes_categorico
1,2023-03-12,199.0,317.05117818855285,A_mes_categorico
1,2023-03-26,360.0,464.30764288221394,A_mes_categorico
1,2023-04-09,589.0,577.928472665936,A_mes_categorico
1,2023-04-23,760.0,386.2296279548237,A_mes_categorico
1,2023-05-07,540.0,450.13000005585377,A_mes_categorico
1,2023-05-21,450.0,466.5423389364273,A_mes_categorico
1,2023-06-04,219.0,363.55902924435134,A_mes_categorico
1,2023-06-18,76.0,11.755939139540805,A_mes_categorico
1,2023-07-02,52.0,53.558178809198004,A_mes_categorico
1,2023-07-16,25.0,43.974174920030265,A_mes_categorico
1,2023-07-30,18.0,15.731045277462114,A_mes_categorico
1,2023-08-13,9.0,5.270681174948901,A_mes_categorico
1,2023-08-27,1.0,6.481453213597857,A_mes_categorico
1,2023-09-10,3.0,13.144933777925253,A_mes_categorico
1,2023-09-24,5.0,0.0,A_mes_categorico
1,2023-10-08,4.0,6.03618514862123,A_mes_categorico
1,2023-10-22,7.0,4.650701094520854,A_mes_categorico
1,2023-11-05,0.0,10.538119153096256,A_mes_categorico
1,2023-11-19,3.0,0.0,A_mes_categorico
1,2023-12-03,3.0,6.108317208824954,A_mes_categorico
1,2023-12-17,10.0,4.676304929701413,A_mes_categorico
1,2023-12-31,11.0,21.139863361392212,A_mes_categorico
1,2024-01-14,30.0,28.403566020627924,A_mes_categorico
1,2024-01-28,80.0,0.0,A_mes_categorico
1,2024-02-11,249.0,146.69588678285496,A_mes_categorico
1,2024-02-25,1311.0,502.2877226777054,A_mes_categorico
1,2024-03-10,995.0,890.1837543090193,A_mes_categorico
1,2024-03-24,1601.0,986.6010173610848,A_mes_categorico
1,2024-04-07,1783.0,946.6935156035208,A_mes_categorico
1,2024-04-21,1347.0,1123.1594093303156,A_mes_categorico
1,2024-05-05,1510.0,894.7997453941588,A_mes_categorico
1,2024-05-19,520.0,1054.0470132253188,A_mes_categorico
1,2024-06-02,263.0,247.3112951427749,A_mes_categorico
1,2024-06-16,194.0,305.1852029389562,A_mes_categorico
1,2024-06-30,22.0,75.06713513749321,A_mes_categorico
1,2024-07-14,13.0,0.0,A_mes_categorico
1,2024-07-28,13.0,0.0,A_mes_categorico
1,2024-08-11,13.0,9.608620259562311,A_mes_categorico
1,2024-08-25,9.0,2.2529452004451884,A_mes_categorico
1,2024-09-08,10.0,10.684734901472098,A_mes_categorico
1,2024-09-22,3.0,33.95545667439749,A_mes_categorico
1,2024-10-06,2.0,22.15032577590493,A_mes_categorico
1,2024-10-20,3.0,1.193149413110793,A_mes_categorico
1,2024-11-03,2.0,8.835980794728258,A_mes_categorico
1,2024-11-17,7.0,28.90033359318925,A_mes_categorico
1,2024-12-01,5.0,8.743970856684825,A_mes_categorico
1,2024-12-15,1.0,4.540907929793376,A_mes_categorico
1,2024-12-29,26.0,8.83806920459324,A_mes_categorico
1,2025-01-12,37.0,34.85771677038551,A_mes_categorico
1,2025-01-26,75.0,95.1188432395303,A_mes_categorico
1,2025-02-09,245.0,284.906995447214,A_mes_categorico
1,2025-02-23,494.0,603.9495518180617,A_mes_categorico
1,2025-03-09,1199.0,901.6768184417206,A_mes_categorico
1,2025-03-23,2381.0,1399.8103934815904,A_mes_categorico
1,2025-04-06,2247.0,1523.3672118097784,A_mes_categorico
1,2025-04-20,2212.0,1447.181353008462,A_mes_categorico
1,2025-05-04,1944.0,1630.9205778795326,A_mes_categorico
1,2025-05-18,883.0,1752.2176862911078,A_mes_categorico
1,2025-06-01,257.0,205.4459919214393,A_mes_categorico
1,2025-06-15,50.0,106.16949807986815,A_mes_categorico
1,2025-06-29,13.0,0.0,A_mes_categorico
1,2025-07-13,9.0,0.0,A_mes_categorico
1,2025-07-27,4.0,0.0,A_mes_categorico
1,2025-08-10,9.0,0.0,A_mes_categorico
1,2025-08-24,8.0,0.7255804037537171,A_mes_categorico
1,2025-09-07,3.0,6.916624360399849,A_mes_categorico
1,2025-09-21,6.0,9.230166749920388,A_mes_categorico
1,2025-10-05,5.0,16.392800599640978,A_mes_categorico
1,2025-10-19,8.0,31.85188225290623,A_mes_categorico
1,2025-11-02,0.0,3.025287762374144,A_mes_categorico
1,2025-11-16,2.0,22.922777946361215,A_mes_categorico
1,2025-11-30,2.0,5.731560524083751,A_mes_categorico
1,2025-12-14,1.0,4.559905409822415,A_mes_categorico
1,2025-12-28,2.0,10.936795789033006,A_mes_categorico
1,2026-01-11,1.0,36.257956608996395,A_mes_categorico
1,2026-01-25,1.0,11.650823371408226,A_mes_categorico
4,2020-03-15,3.0,16.58336996798109,A_mes_categorico
4,2020-03-29,0.0,7.123518500899136,A_mes_categorico
4,2020-04-12,0.0,5.286767112120413,A_mes_categorico
4,2020-04-26,0.0,0.0,A_mes_categorico
4,2020-05-10,0.0,1.2121346860024,A_mes_categorico
4,2020-05-24,0.0,0.0,A_mes_categorico
4,2020-06-07,0.0,0.0,A_mes_categorico
4,2020-06-21,0.0,0.0,A_mes_categorico
4,2020-07-05,0.0,0.0,A_mes_categorico
4,2020-07-19,0.0,0.43996063705867827,A_mes_categorico
4,2020-08-02,0.0,0.37545919126515137,A_mes_categorico
4,2020-08-16,0.0,0.48564603580425636,A_mes_categorico
4,2020-08-30,0.0,0.8168843805928724,A_mes_categorico
4,2020-09-13,0.0,0.29524249083990056,A_mes_categorico
4,2020-09-27,0.0,0.0,A_mes_categorico
4,2020-10-11,0.0,0.5254541874416968,A_mes_categorico
4,2020-10-25,0.0,0.0,A_mes_categorico
4,2020-11-08,0.0,0.8822442163624452,A_mes_categorico
4,2020-11-22,0.0,1.3763096060768778,A_mes_categorico
4,2020-12-06,0.0,1.3682488332726812,A_mes_categorico
4,2020-12-20,0.0,2.4467413847119177,A_mes_categorico
4,2021-01-03,0.0,0.05977967901005609,A_mes_categorico
4,2021-01-17,0.0,0.3777228055861367,A_mes_categorico
4,2021-01-31,0.0,0.6960929016291969,A_mes_categorico
4,2021-02-14,0.0,1.2114831071716106,A_mes_categorico
4,2021-02-28,1.0,5.830009002431973,A_mes_categorico
4,2021-03-14,12.0,3.1284622533511,A_mes_categorico
4,2021-03-28,8.0,1.9783498574721157,A_mes_categorico
4,2021-04-11,9.0,33.66410026024368,A_mes_categorico
4,2021-04-25,0.0,33.528470006730814,A_mes_categorico
4,2021-05-09,1.0,14.522305059580813,A_mes_categorico
4,2021-05-23,0.0,0.0,A_mes_categorico
4,2021-06-06,1.0,0.0,A_mes_categorico
4,2021-06-20,1.0,0.16083187856098974,A_mes_categorico
4,2021-07-04,0.0,0.0,A_mes_categorico
4,2021-07-18,0.0,0.0,A_mes_categorico
4,2021-08-01,0.0,0.2672011589181759,A_mes_categorico
4,2021-08-15,0.0,0.24500575238042221,A_mes_categorico
4,2021-08-29,0.0,0.0,A_mes_categorico
4,2021-09-12,0.0,0.0,A_mes_categorico
4,2021-09-26,0.0,0.0,A_mes_categorico
4,2021-10-10,0.0,0.2997591568463035,A_mes_categorico
4,2021-10-24,0.0,1.4033312431366327,A_mes_categorico
4,2021-11-07,1.0,1.7569168881637252,A_mes_categorico
4,2021-11-21,0.0,1.9307525777115075,A_mes_categorico
4,2021-12-05,1.0,2.7435826973723776,A_mes_categorico
4,2021-12-19,2.0,1.4315198705120398,A_mes_categorico
4,2022-01-02,1.0,2.9204310301363967,A_mes_categorico
4,2022-01-16,9.0,0.729862523124945,A_mes_categorico
4,2022-01-30,51.0,4.89444689954799,A_mes_categorico
4,2022-02-13,269.0,25.26706095659916,A_mes_categorico
4,2022-02-27,482.0,125.56243226294431,A_mes_categorico
4,2022-03-13,753.0,205.9784977621078,A_mes_categorico
4,2022-03-27,569.0,133.98879565465148,A_mes_categorico
4,2022-04-10,223.0,103.64727692327703,A_mes_categorico
4,2022-04-24,122.0,71.99308771601805,A_mes_categorico
4,2022-05-08,61.0,104.44118291454294,A_mes_categorico
4,2022-05-22,26.0,83.05352652806462,A_mes_categorico
4,2022-06-05,14.0,89.81131988615928,A_mes_categorico
4,2022-06-19,13.0,1.8213082393443734,A_mes_categorico
4,2022-07-03,11.0,0.0,A_mes_categorico
4,2022-07-17,3.0,67.2230034335617,A_mes_categorico
4,2022-07-31,1.0,40.31344253712512,A_mes_categorico
4,2022-08-14,0.0,6.774454407807856,A_mes_categorico
4,2022-08-28,0.0,0.0,A_mes_categorico
4,2022-09-11,0.0,0.0,A_mes_categorico
4,2022-09-25,0.0,6.726300763051197,A_mes_categorico
4,2022-10-09,6.0,0.0,A_mes_categorico
4,2022-10-23,7.0,2.438408482411061,A_mes_categorico
4,2022-11-06,10.0,5.518635223306915,A_mes_categorico
4,2022-11-20,0.0,31.89090636169522,A_mes_categorico
4,2022-12-04,0.0,20.114342724198803,A_mes_categorico
4,2022-12-18,2.0,14.312358687557811,A_mes_categorico
4,2023-01-01,2.0,43.63498392718403,A_mes_categorico
4,2023-01-15,10.0,0.0,A_mes_categorico
4,2023-01-29,27.0,54.53221341779377,A_mes_categorico
4,2023-02-12,93.0,230.74281112319002,A_mes_categorico
4,2023-02-26,250.0,436.59629511784146,A_mes_categorico
4,2023-03-12,541.0,398.9295937753355,A_mes_categorico
4,2023-03-26,581.0,542.5997871707311,A_mes_categorico
4,2023-04-09,762.0,627.0778239637788,A_mes_categorico
4,2023-04-23,473.0,185.02808966081162,A_mes_categorico
4,2023-05-07,225.0,155.6531347858801,A_mes_categorico
4,2023-05-21,66.0,281.7589410562081,A_mes_categorico
4,2023-06-04,74.0,206.079148046938,A_mes_categorico
4,2023-06-18,32.0,20.46318185272306,A_mes_categorico
4,2023-07-02,15.0,25.932935698463496,A_mes_categorico
4,2023-07-16,13.0,24.63378443040557,A_mes_categorico
4,2023-07-30,9.0,19.093175131360123,A_mes_categorico
4,2023-08-13,9.0,0.0,A_mes_categorico
4,2023-08-27,0.0,1.1129631998134801,A_mes_categorico
4,2023-09-10,5.0,8.202397603975438,A_mes_categorico
4,2023-09-24,3.0,3.8629752832988875,A_mes_categorico
4,2023-10-08,6.0,0.0,A_mes_categorico
4,2023-10-22,3.0,0.0,A_mes_categorico
4,2023-11-05,7.0,4.94564153826745,A_mes_categorico
4,2023-11-19,3.0,0.0,A_mes_categorico
4,2023-12-03,9.0,5.045619968308606,A_mes_categorico
4,2023-12-17,12.0,14.643654296100578,A_mes_categorico
4,2023-12-31,39.0,30.86030129903713,A_mes_categorico
4,2024-01-14,156.0,87.63480996946309,A_mes_categorico
4,2024-01-28,558.0,151.02391611976344,A_mes_categorico
4,2024-02-11,1227.0,452.9908775701075,A_mes_categorico
4,2024-02-25,1109.0,872.4822786369572,A_mes_categorico
4,2024-03-10,1849.0,647.2230753706623,A_mes_categorico
4,2024-03-24,1855.0,449.50267394382746,A_mes_categorico
4,2024-04-07,911.0,648.8468293848946,A_mes_categorico
4,2024-04-21,646.0,669.9901306788349,A_mes_categorico
4,2024-05-05,199.0,316.98471065087193,A_mes_categorico
4,2024-05-19,277.0,402.04634873413124,A_mes_categorico
4,2024-06-02,89.0,148.03795385785165,A_mes_categorico
4,2024-06-16,10.0,0.0,A_mes_categorico
4,2024-06-30,22.0,60.4802160812698,A_mes_categorico
4,2024-07-14,16.0,0.0,A_mes_categorico
4,2024-07-28,14.0,0.0,A_mes_categorico
4,2024-08-11,7.0,12.824671258779851,A_mes_categorico
4,2024-08-25,7.0,12.990029533825338,A_mes_categorico
4,2024-09-08,6.0,13.14010466792451,A_mes_categorico
4,2024-09-22,3.0,3.121855964163321,A_mes_categorico
4,2024-10-06,1.0,10.271026490261464,A_mes_categorico
4,2024-10-20,0.0,2.402353695862224,A_mes_categorico
4,2024-11-03,4.0,4.315836532722807,A_mes_categorico
4,2024-11-17,1.0,0.0,A_mes_categorico
4,2024-12-01,19.0,2.404321034718891,A_mes_categorico
4,2024-12-15,32.0,12.374711376848047,A_mes_categorico
4,2024-12-29,47.0,62.14468838137513,A_mes_categorico
4,2025-01-12,161.0,100.66524565703934,A_mes_categorico
4,2025-01-26,383.0,551.51562414646,A_mes_categorico
4,2025-02-09,917.0,1008.7583181936083,A_mes_categorico
4,2025-02-23,1801.0,1026.6217263735116,A_mes_categorico
4,2025-03-09,2184.0,1301.477626793488,A_mes_categorico
4,2025-03-23,2229.0,1622.6606372688468,A_mes_categorico
4,2025-04-06,2159.0,568.4252828095723,A_mes_categorico
4,2025-04-20,1988.0,1111.2098088434836,A_mes_categorico
4,2025-05-04,579.0,981.2546475604339,A_mes_categorico
4,2025-05-18,105.0,911.2026276532456,A_mes_categorico
4,2025-06-01,22.0,0.0,A_mes_categorico
4,2025-06-15,7.0,0.0,A_mes_categorico
4,2025-06-29,5.0,1.008047797621078,A_mes_categorico
4,2025-07-13,11.0,5.195069628348869,A_mes_categorico
4,2025-07-27,4.0,0.6202421862579478,A_mes_categorico
4,2025-08-10,6.0,5.831735627543256,A_mes_categorico
4,2025-08-24,9.0,6.836896029926891,A_mes_categorico
4,2025-09-07,7.0,9.970977501417199,A_mes_categorico
4,2025-09-21,4.0,4.805855566280167,A_mes_categorico
4,2025-10-05,4.0,6.892250261196213,A_mes_categorico
4,2025-10-19,5.0,0.0,A_mes_categorico
4,2025-11-02,3.0,7.986072514077566,A_mes_categorico
4,2025-11-16,1.0,0.0,A_mes_categorico
4,2025-11-30,0.0,14.61010285025467,A_mes_categorico
4,2025-12-14,1.0,0.0,A_mes_categorico
4,2025-12-28,1.0,5.600518380451502,A_mes_categorico
8,2020-03-15,0.0,16.20656943861783,A_mes_categorico
8,2020-03-29,0.0,1.4007880798266101,A_mes_categorico
8,2020-04-12,0.0,19.88069762272852,A_mes_categorico
8,2020-04-26,0.0,5.563909650727592,A_mes_categorico
8,2020-05-10,0.0,0.0,A_mes_categorico
8,2020-05-24,0.0,0.0,A_mes_categorico
8,2020-06-07,0.0,0.0,A_mes_categorico
8,2020-06-21,0.0,2.30728107316199,A_mes_categorico
8,2020-07-05,0.0,0.7298911294179979,A_mes_categorico
8,2020-07-19,0.0,1.834428921598823,A_mes_categorico
8,2020-08-02,0.0,0.11586598697097925,A_mes_categorico
8,2020-08-16,0.0,0.0,A_mes_categorico
8,2020-08-30,0.0,0.0,A_mes_categorico
8,2020-09-13,0.0,0.05010341808544611,A_mes_categorico
8,2020-09-27,0.0,0.0,A_mes_categorico
8,2020-10-11,0.0,0.0,A_mes_categorico
8,2020-10-25,0.0,0.0,A_mes_categorico
8,2020-11-08,0.0,2.6770697523443383,A_mes_categorico
8,2020-11-22,0.0,0.5455252871181908,A_mes_categorico
8,2020-12-06,0.0,0.0,A_mes_categorico
8,2020-12-20,0.0,4.775211494036019,A_mes_categorico
8,2021-01-03,0.0,5.593908782916746,A_mes_categorico
8,2021-01-17,0.0,2.902649808065856,A_mes_categorico
8,2021-01-31,1.0,5.661763794831899,A_mes_categorico
8,2021-02-14,12.0,16.22835938539513,A_mes_categorico
8,2021-02-28,8.0,23.933854591788613,A_mes_categorico
8,2021-03-14,9.0,9.805131713803645,A_mes_categorico
8,2021-03-28,0.0,16.395533733487206,A_mes_categorico
8,2021-04-11,1.0,24.056416577175362,A_mes_categorico
8,2021-04-25,0.0,17.569694512061567,A_mes_categorico
8,2021-05-09,1.0,5.202859690170746,A_mes_categorico
8,2021-05-23,1.0,0.0,A_mes_categorico
8,2021-06-06,0.0,0.0,A_mes_categorico
8,2021-06-20,0.0,0.0,A_mes_categorico
8,2021-07-04,0.0,0.30557769901904025,A_mes_categorico
8,2021-07-18,0.0,2.0673830060294267,A_mes_categorico
8,2021-08-01,0.0,0.44394692354159343,A_mes_categorico
8,2021-08-15,0.0,0.1480628460380668,A_mes_categorico
8,2021-08-29,0.0,0.0,A_mes_categorico
8,2021-09-12,0.0,0.0,A_mes_categorico
8,2021-09-26,0.0,0.0,A_mes_categorico
8,2021-10-10,1.0,0.2306572012924404,A_mes_categorico
8,2021-10-24,0.0,0.0,A_mes_categorico
8,2021-11-07,1.0,1.409534745481429,A_mes_categorico
8,2021-11-21,2.0,5.584181377191468,A_mes_categorico
8,2021-12-05,1.0,1.9318453276021292,A_mes_categorico
8,2021-12-19,9.0,0.0,A_mes_categorico
8,2022-01-02,51.0,6.760557406833387,A_mes_categorico
8,2022-01-16,269.0,24.05195888577432,A_mes_categorico
8,2022-01-30,482.0,55.161771366631065,A_mes_categorico
8,2022-02-13,753.0,83.87709985814438,A_mes_categorico
8,2022-02-27,569.0,290.27088054873656,A_mes_categorico
8,2022-03-13,223.0,118.80569513362236,A_mes_categorico
8,2022-03-27,122.0,213.9471467535059,A_mes_categorico
8,2022-04-10,61.0,17.615406047633883,A_mes_categorico
8,2022-04-24,26.0,22.36424533037665,A_mes_categorico
8,2022-05-08,14.0,20.907356115114215,A_mes_categorico
8,2022-05-22,13.0,22.19328186021842,A_mes_categorico
8,2022-06-05,11.0,31.997191861782287,A_mes_categorico
8,2022-06-19,3.0,26.61119721926634,A_mes_categorico
8,2022-07-03,1.0,0.0,A_mes_categorico
8,2022-07-17,0.0,7.815492905520581,A_mes_categorico
8,2022-07-31,0.0,65.6291082081922,A_mes_categorico
8,2022-08-14,0.0,0.0,A_mes_categorico
8,2022-08-28,0.0,0.0,A_mes_categorico
8,2022-09-11,6.0,22.733700896984477,A_mes_categorico
8,2022-09-25,7.0,10.517197428853775,A_mes_categorico
8,2022-10-09,10.0,2.72730569709528,A_mes_categorico
8,2022-10-23,0.0,5.308943303559974,A_mes_categorico
8,2022-11-06,0.0,11.969062147974562,A_mes_categorico
8,2022-11-20,2.0,20.043931651815427,A_mes_categorico
8,2022-12-04,2.0,42.433277687748095,A_mes_categorico
8,2022-12-18,10.0,0.0,A_mes_categorico
8,2023-01-01,27.0,166.21416328071084,A_mes_categorico
8,2023-01-15,93.0,90.36565730610567,A_mes_categorico
8,2023-01-29,250.0,105.88302924090074,A_mes_categorico
8,2023-02-12,541.0,551.741707395006,A_mes_categorico
8,2023-02-26,581.0,293.4796534164736,A_mes_categorico
8,2023-03-12,762.0,284.9904239895581,A_mes_categorico
8,2023-03-26,473.0,109.05487648606797,A_mes_categorico
8,2023-04-09,225.0,484.7713221823607,A_mes_categorico
8,2023-04-23,66.0,35.52373082445317,A_mes_categorico
8,2023-05-07,74.0,26.574263696692874,A_mes_categorico
8,2023-05-21,32.0,33.89187373453643,A_mes_categorico
8,2023-06-04,15.0,51.68616525041963,A_mes_categorico
8,2023-06-18,13.0,8.028354675022635,A_mes_categorico
8,2023-07-02,9.0,55.42318174505155,A_mes_categorico
8,2023-07-16,9.0,0.0,A_mes_categorico
8,2023-07-30,0.0,0.0,A_mes_categorico
8,2023-08-13,5.0,0.0,A_mes_categorico
8,2023-08-27,3.0,0.6162553210209605,A_mes_categorico
8,2023-09-10,6.0,12.551549307687264,A_mes_categorico
8,2023-09-24,3.0,6.212271994493961,A_mes_categorico
8,2023-10-08,7.0,0.0,A_mes_categorico
8,2023-10-22,3.0,41.09722500175098,A_mes_categorico
8,2023-11-05,9.0,17.85410320093094,A_mes_categorico
8,2023-11-19,12.0,3.7674893853215026,A_mes_categorico
8,2023-12-03,39.0,89.33107534915263,A_mes_categorico
8,2023-12-17,156.0,24.5161635690693,A_mes_categorico
8,2023-12-31,558.0,138.3761813086666,A_mes_categorico
8,2024-01-14,1227.0,364.95980443093924,A_mes_categorico
8,2024-01-28,1109.0,585.2775775745788,A_mes_categorico
8,2024-02-11,1849.0,889.8803955911054,A_mes_categorico
8,2024-02-25,1855.0,682.3768260991503,A_mes_categorico
8,2024-03-10,911.0,273.67319077474207,A_mes_categorico
8,2024-03-24,646.0,276.1867849198626,A_mes_categorico
8,2024-04-07,199.0,415.1504308764571,A_mes_categorico
8,2024-04-21,277.0,237.4249292552765,A_mes_categorico
8,2024-05-05,89.0,69.61949262382994,A_mes_categorico
8,2024-05-19,10.0,69.49593538680791,A_mes_categorico
8,2024-06-02,22.0,108.15567558161453,A_mes_categorico
8,2024-06-16,16.0,28.398274734970236,A_mes_categorico
8,2024-06-30,14.0,69.34016823527286,A_mes_categorico
8,2024-07-14,7.0,0.0,A_mes_categorico
8,2024-07-28,7.0,0.08752933459946102,A_mes_categorico
8,2024-08-11,6.0,6.54072489324221,A_mes_categorico
8,2024-08-25,3.0,6.944181663753613,A_mes_categorico
8,2024-09-08,1.0,64.43928738818636,A_mes_categorico
8,2024-09-22,0.0,2.8476100843225436,A_mes_categorico
8,2024-10-06,4.0,22.579961322559715,A_mes_categorico
8,2024-10-20,1.0,0.0,A_mes_categorico
8,2024-11-03,19.0,12.20733864358176,A_mes_categorico
8,2024-11-17,32.0,0.0,A_mes_categorico
8,2024-12-01,47.0,26.90357112342714,A_mes_categorico
8,2024-12-15,161.0,59.545337561499096,A_mes_categorico
8,2024-12-29,383.0,804.191396374286,A_mes_categorico
8,2025-01-12,917.0,879.1750928864823,A_mes_categorico
8,2025-01-26,1801.0,1275.176612841702,A_mes_categorico
8,2025-02-09,2184.0,1899.680809711445,A_mes_categorico
8,2025-02-23,2229.0,1649.675256587367,A_mes_categorico
8,2025-03-09,2159.0,637.005333411073,A_mes_categorico
8,2025-03-23,1988.0,949.8831172012858,A_mes_categorico
8,2025-04-06,579.0,177.58517726831298,A_mes_categorico
8,2025-04-20,105.0,358.47993772567145,A_mes_categorico
8,2025-05-04,22.0,343.74569205244114,A_mes_categorico
8,2025-05-18,7.0,47.67338992029154,A_mes_categorico
8,2025-06-01,5.0,0.0,A_mes_categorico
8,2025-06-15,11.0,37.21897825994301,A_mes_categorico
8,2025-06-29,4.0,6.629575517335698,A_mes_categorico
8,2025-07-13,6.0,5.967482241102609,A_mes_categorico
8,2025-07-27,9.0,0.0,A_mes_categorico
8,2025-08-10,7.0,32.163169805107025,A_mes_categorico
8,2025-08-24,4.0,9.080064113778302,A_mes_categorico
8,2025-09-07,4.0,0.0,A_mes_categorico
8,2025-09-21,5.0,18.433922390480124,A_mes_categorico
8,2025-10-05,3.0,9.286195249295313,A_mes_categorico
8,2025-10-19,1.0,0.0,A_mes_categorico
8,2025-11-02,0.0,11.50565103038466,A_mes_categorico
8,2025-11-16,1.0,0.0,A_mes_categorico
8,2025-11-30,1.0,0.0,A_mes_categorico
12,2020-03-15,0.0,0.0,A_mes_categorico
12,2020-03-29,0.0,14.69184158522327,A_mes_categorico
12,2020-04-12,0.0,16.503547885979096,A_mes_categorico
12,2020-04-26,0.0,0.0,A_mes_categorico
12,2020-05-10,0.0,0.0,A_mes_categorico
12,2020-05-24,0.0,4.629899059056796,A_mes_categorico
12,2020-06-07,0.0,0.0,A_mes_categorico
12,2020-06-21,0.0,0.0,A_mes_categorico
12,2020-07-05,0.0,0.0,A_mes_categorico
12,2020-07-19,0.0,0.08361891602626939,A_mes_categorico
12,2020-08-02,0.0,0.0,A_mes_categorico
12,2020-08-16,0.0,0.0,A_mes_categorico
12,2020-08-30,0.0,0.0,A_mes_categorico
12,2020-09-13,0.0,0.2537234521162675,A_mes_categorico
12,2020-09-27,0.0,4.436957405219409,A_mes_categorico
12,2020-10-11,0.0,0.5560138126986843,A_mes_categorico
