h,real,pred,conjunto
8,2184.0,2199.8645288031776,M0_clima6
8,2229.0,1682.1237833904847,M0_clima6
8,2159.0,594.3730057339602,M0_clima6
8,1988.0,723.285826271319,M0_clima6
8,579.0,239.7711150168542,M0_clima6
8,105.0,511.0906833640317,M0_clima6
8,22.0,147.46863550294123,M0_clima6
8,7.0,-69.7210263413981,M0_clima6
8,5.0,16.177165243886783,M0_clima6
8,11.0,7.729757384072709,M0_clima6
8,4.0,1.6223119807865252,M0_clima6
8,6.0,2.4002813440991875,M0_clima6
8,9.0,2.415679831788875,M0_clima6
8,7.0,2.8038145027669747,M0_clima6
8,4.0,3.1696330177074237,M0_clima6
8,4.0,3.0532058131522035,M0_clima6
8,5.0,-0.4424391080309923,M0_clima6
8,3.0,7.31296189421377,M0_clima6
8,1.0,2.9089698487644484,M0_clima6
8,0.0,5.043873733007625,M0_clima6
8,1.0,3.4177519100715883,M0_clima6
8,1.0,10.591810086815812,M0_clima6
12,0.0,21.86062354870984,M0_clima6
12,0.0,37.969402704150646,M0_clima6
12,0.0,3.7458726760582675,M0_clima6
12,0.0,1.6350203160067058,M0_clima6
12,0.0,0.5919244402179246,M0_clima6
12,0.0,-0.04750936038464393,M0_clima6
12,0.0,0.03726328089696873,M0_clima6
12,0.0,-0.11620665790087238,M0_clima6
12,0.0,0.0774712640994801,M0_clima6
12,0.0,-0.09148224371197676,M0_clima6
12,0.0,0.024381391647765455,M0_clima6
12,0.0,-0.14020444123562706,M0_clima6
12,0.0,0.14845306567326644,M0_clima6
12,0.0,0.3758106593717771,M0_clima6
12,0.0,1.313142157024765,M0_clima6
12,0.0,0.8773321639276046,M0_clima6
12,0.0,2.5884265714442924,M0_clima6
12,0.0,2.2531128852038607,M0_clima6
12,0.0,1.8794442069858943,M0_clima6
12,0.0,4.914558152060013,M0_clima6
12,0.0,2.9757417265988733,M0_clima6
12,1.0,6.916450396022814,M0_clima6
12,12.0,9.200037870575713,M0_clima6
12,8.0,38.94903795864852,M0_clima6
12,9.0,29.780517857906236,M0_clima6
12,0.0,9.735961814108625,M0_clima6
12,1.0,37.29067293032465,M0_clima6
12,0.0,4.643442310748992,M0_clima6
12,1.0,7.573201988561048,M0_clima6
12,1.0,1.6455847658678986,M0_clima6
12,0.0,0.5115419596458494,M0_clima6
12,0.0,0.8419443404387887,M0_clima6
12,0.0,0.03219560010748455,M0_clima6
12,0.0,0.07883981272133672,M0_clima6
12,0.0,-0.011712002558936068,M0_clima6
12,0.0,-0.07806441622598931,M0_clima6
12,0.0,0.0009523386283570468,M0_clima6
12,0.0,-0.03466583378141269,M0_clima6
12,0.0,0.16468171927722655,M0_clima6
12,1.0,-0.23116266703812066,M0_clima6
12,0.0,0.37826974826873017,M0_clima6
12,1.0,0.3307918426983607,M0_clima6
12,2.0,-0.45011399341522806,M0_clima6
12,1.0,1.6076450487702956,M0_clima6
12,9.0,-1.6553011821143697,M0_clima6
12,51.0,3.2314587340831737,M0_clima6
12,269.0,1.3953793952811981,M0_clima6
12,482.0,13.152715289464957,M0_clima6
12,753.0,108.00939221837102,M0_clima6
12,569.0,287.1263196030373,M0_clima6
12,223.0,72.35860336031617,M0_clima6
12,122.0,336.44319530563325,M0_clima6
12,61.0,53.56730907398983,M0_clima6
12,26.0,-18.902642563378325,M0_clima6
12,14.0,12.226571733151912,M0_clima6
12,13.0,18.272027277097347,M0_clima6
12,11.0,12.526839364901598,M0_clima6
12,3.0,8.570421264731262,M0_clima6
12,1.0,1.3181083908758664,M0_clima6
12,0.0,0.4272535482551779,M0_clima6
12,0.0,0.5053478207068399,M0_clima6
12,0.0,0.893316324373974,M0_clima6
12,0.0,2.2419911201208857,M0_clima6
12,6.0,0.40888648501972213,M0_clima6
12,7.0,3.844273799079158,M0_clima6
12,10.0,2.508401343744528,M0_clima6
12,0.0,6.310389658369125,M0_clima6
12,0.0,2.706941534345032,M0_clima6
12,2.0,1.1270514627613595,M0_clima6
12,2.0,2.798789327758608,M0_clima6
12,10.0,8.906986881714168,M0_clima6
12,27.0,18.341809498728207,M0_clima6
12,93.0,8.341514189999724,M0_clima6
12,250.0,355.72302600134014,M0_clima6
12,541.0,58.53768743429363,M0_clima6
12,581.0,23.44799462214725,M0_clima6
12,762.0,199.09817901868348,M0_clima6
12,473.0,109.91274974000747,M0_clima6
12,225.0,71.4357585024004,M0_clima6
12,66.0,-11.333962214283455,M0_clima6
12,74.0,179.26782214380148,M0_clima6
12,32.0,25.786735784419033,M0_clima6
12,15.0,10.528308831368488,M0_clima6
12,13.0,15.651273117105822,M0_clima6
12,9.0,9.096455737718594,M0_clima6
12,9.0,0.6151379821720795,M0_clima6
12,0.0,1.528966486137497,M0_clima6
12,5.0,1.222706884537934,M0_clima6
12,3.0,1.5050645637997946,M0_clima6
12,6.0,3.5836137215932555,M0_clima6
12,3.0,3.3988663854406957,M0_clima6
12,7.0,5.0977564442453165,M0_clima6
12,3.0,2.6122617891451805,M0_clima6
12,9.0,4.119943879465087,M0_clima6
12,12.0,7.722898824478768,M0_clima6
12,39.0,10.347376184584853,M0_clima6
12,156.0,59.657952726140415,M0_clima6
12,558.0,91.52498203662117,M0_clima6
12,1227.0,271.9752081756457,M0_clima6
12,1109.0,729.1541187564152,M0_clima6
12,1849.0,953.4935649934063,M0_clima6
12,1855.0,230.9830237269247,M0_clima6
12,911.0,241.32225910086362,M0_clima6
12,646.0,278.12701580003585,M0_clima6
12,199.0,229.94750835891872,M0_clima6
12,277.0,67.99561143878753,M0_clima6
12,89.0,134.95713420342645,M0_clima6
12,10.0,118.39233144885434,M0_clima6
12,22.0,8.01659642573091,M0_clima6
12,16.0,23.690095093074014,M0_clima6
12,14.0,8.987151559963301,M0_clima6
12,7.0,9.278063953766752,M0_clima6
12,7.0,3.404971494545098,M0_clima6
12,6.0,-3.1660427228654973,M0_clima6
12,3.0,2.1067177702036624,M0_clima6
12,1.0,3.063851465437114,M0_clima6
12,0.0,2.957763619816625,M0_clima6
12,4.0,-2.887753435840886,M0_clima6
12,1.0,3.519150904512705,M0_clima6
12,19.0,10.955855903171532,M0_clima6
12,32.0,8.51576928245481,M0_clima6
12,47.0,3.3662744535247415,M0_clima6
12,161.0,318.1892950159773,M0_clima6
12,383.0,211.96412414458132,M0_clima6
12,917.0,497.9404933463669,M0_clima6
12,1801.0,1254.775593805433,M0_clima6
12,2184.0,2004.067051251439,M0_clima6
12,2229.0,1741.1283678493558,M0_clima6
12,2159.0,1013.3353530849496,M0_clima6
12,1988.0,545.4947700400904,M0_clima6
12,579.0,153.25275702168534,M0_clima6
12,105.0,273.40892705790657,M0_clima6
12,22.0,37.28247945688365,M0_clima6
12,7.0,27.177843047915005,M0_clima6
12,5.0,-6.834866109326462,M0_clima6
12,11.0,7.319571354084093,M0_clima6
12,4.0,16.7665673222894,M0_clima6
12,6.0,3.2958288340052175,M0_clima6
12,9.0,2.706551264166894,M0_clima6
12,7.0,2.2747744854779715,M0_clima6
12,4.0,1.7479845460841852,M0_clima6
12,4.0,1.936982197791991,M0_clima6
12,5.0,0.35607623024430557,M0_clima6
12,3.0,4.185966854037745,M0_clima6
12,1.0,3.707548107825679,M0_clima6
12,0.0,3.165441256875503,M0_clima6
12,1.0,20.03441645679003,M0_clima6
12,1.0,4.602928310487512,M0_clima6
1,0.0,3.9764855453261605,M1_clima6_vetor
1,2.0,1.0992984664075487,M1_clima6_vetor
1,1.0,2.586087709359453,M1_clima6_vetor
1,0.0,1.3599704452793864,M1_clima6_vetor
1,1.0,0.22512458594770862,M1_clima6_vetor
1,0.0,-0.24162212118673349,M1_clima6_vetor
1,0.0,0.2558963471210823,M1_clima6_vetor
1,0.0,-0.08817827048854919,M1_clima6_vetor
1,0.0,-0.9126923727965216,M1_clima6_vetor
1,0.0,0.3135358141906124,M1_clima6_vetor
1,0.0,0.07359963244024174,M1_clima6_vetor
1,0.0,0.3801453306131033,M1_clima6_vetor
1,0.0,-0.2207407321130586,M1_clima6_vetor
1,0.0,0.6210430287302514,M1_clima6_vetor
1,0.0,-0.28461256443364225,M1_clima6_vetor
1,0.0,-0.18578908963608107,M1_clima6_vetor
1,0.0,-0.08810270903591447,M1_clima6_vetor
1,0.0,-0.090496923771584,M1_clima6_vetor
1,0.0,0.3335637924104027,M1_clima6_vetor
1,0.0,0.28379399857925314,M1_clima6_vetor
1,0.0,0.3792884560377737,M1_clima6_vetor
1,0.0,1.2838564947063758,M1_clima6_vetor
1,0.0,-0.33665315561216297,M1_clima6_vetor
1,0.0,0.9638082775656185,M1_clima6_vetor
1,2.0,-0.07439948134212544,M1_clima6_vetor
1,1.0,-0.14348964226516198,M1_clima6_vetor
1,1.0,0.7774981102208787,M1_clima6_vetor
1,9.0,2.684143940689408,M1_clima6_vetor
1,12.0,10.398144207644552,M1_clima6_vetor
1,7.0,7.200056209221368,M1_clima6_vetor
1,5.0,6.634754431037219,M1_clima6_vetor
1,1.0,0.16901581948615468,M1_clima6_vetor
1,0.0,0.25929189292305294,M1_clima6_vetor
1,0.0,0.5937123747866077,M1_clima6_vetor
