h,data_alvo,real,pred,perda,conjunto,periodo
1,2021-09-19,0.0,0.048692379484308684,padrao,M0_sem_vetor,calibracao
1,2021-09-26,0.0,0.019406612624593308,padrao,M0_sem_vetor,calibracao
1,2021-10-03,0.0,0.1328921183655805,padrao,M0_sem_vetor,calibracao
1,2021-10-10,0.0,0.08089893183882345,padrao,M0_sem_vetor,calibracao
1,2021-10-17,0.0,0.0,padrao,M0_sem_vetor,calibracao
1,2021-10-24,0.0,0.06957250953977202,padrao,M0_sem_vetor,calibracao
1,2021-10-31,0.0,0.11332316757854657,padrao,M0_sem_vetor,calibracao
1,2021-11-07,0.0,0.03383257522592634,padrao,M0_sem_vetor,calibracao
1,2021-11-14,0.0,0.2679994699051989,padrao,M0_sem_vetor,calibracao
1,2021-11-21,0.0,0.18812164276413906,padrao,M0_sem_vetor,calibracao
1,2021-11-28,0.0,0.13827542030517032,padrao,M0_sem_vetor,calibracao
1,2021-12-05,1.0,0.06107180545371329,padrao,M0_sem_vetor,calibracao
1,2021-12-12,0.0,0.3216677032662896,padrao,M0_sem_vetor,calibracao
1,2021-12-19,0.0,0.8455324795199834,padrao,M0_sem_vetor,calibracao
1,2021-12-26,0.0,0.10014525482436835,padrao,M0_sem_vetor,calibracao
1,2022-01-02,1.0,1.0994392706368894,padrao,M0_sem_vetor,calibracao
1,2022-01-09,0.0,0.4470363582290868,padrao,M0_sem_vetor,calibracao
1,2022-01-16,2.0,0.3468710144166508,padrao,M0_sem_vetor,calibracao
1,2022-01-23,0.0,2.0449214992473457,padrao,M0_sem_vetor,calibracao
1,2022-01-30,1.0,1.397498522169219,padrao,M0_sem_vetor,calibracao
1,2022-02-06,2.0,0.42785935764707345,padrao,M0_sem_vetor,calibracao
1,2022-02-13,9.0,1.8029507545428822,padrao,M0_sem_vetor,calibracao
1,2022-02-20,20.0,10.754285663768817,padrao,M0_sem_vetor,calibracao
1,2022-02-27,51.0,20.28085832144808,padrao,M0_sem_vetor,calibracao
1,2022-03-06,203.0,46.282047382913234,padrao,M0_sem_vetor,calibracao
1,2022-03-13,269.0,62.748161108487544,padrao,M0_sem_vetor,calibracao
1,2022-03-20,463.0,72.77913803724981,padrao,M0_sem_vetor,calibracao
1,2022-03-27,482.0,384.9028377014413,padrao,M0_sem_vetor,calibracao
1,2022-04-03,524.0,322.7328138060362,padrao,M0_sem_vetor,calibracao
1,2022-04-10,753.0,402.648023667648,padrao,M0_sem_vetor,calibracao
1,2022-04-17,879.0,584.203379511656,padrao,M0_sem_vetor,calibracao
1,2022-04-24,569.0,812.9616969936375,padrao,M0_sem_vetor,calibracao
1,2022-05-01,344.0,604.5033315221004,padrao,M0_sem_vetor,calibracao
1,2022-05-08,223.0,447.71790454502263,padrao,M0_sem_vetor,calibracao
1,2022-05-15,313.0,137.80075430934795,padrao,M0_sem_vetor,calibracao
1,2022-05-22,122.0,249.0130266423813,padrao,M0_sem_vetor,calibracao
1,2022-05-29,92.0,50.114496773692856,padrao,M0_sem_vetor,calibracao
1,2022-06-05,61.0,95.61343446584915,padrao,M0_sem_vetor,calibracao
1,2022-06-12,17.0,138.3486473970575,padrao,M0_sem_vetor,calibracao
1,2022-06-19,26.0,0.0,padrao,M0_sem_vetor,calibracao
1,2022-06-26,19.0,2.249698272990468,padrao,M0_sem_vetor,calibracao
1,2022-07-03,14.0,13.284042245160562,padrao,M0_sem_vetor,calibracao
1,2022-07-10,24.0,6.716412529737918,padrao,M0_sem_vetor,calibracao
1,2022-07-17,13.0,25.59093872403404,padrao,M0_sem_vetor,calibracao
1,2022-07-24,11.0,10.227107089677078,padrao,M0_sem_vetor,calibracao
1,2022-07-31,11.0,3.3421799703085946,padrao,M0_sem_vetor,calibracao
1,2022-08-07,3.0,12.198254675053972,padrao,M0_sem_vetor,calibracao
1,2022-08-14,3.0,0.7070006057872709,padrao,M0_sem_vetor,calibracao
1,2022-08-21,3.0,0.0,padrao,M0_sem_vetor,calibracao
1,2022-08-28,1.0,0.3732854205744425,padrao,M0_sem_vetor,calibracao
1,2022-09-04,2.0,0.5965669730625404,padrao,M0_sem_vetor,calibracao
1,2022-09-11,0.0,1.0518340024454564,padrao,M0_sem_vetor,calibracao
1,2022-09-18,3.0,0.6943405818077864,padrao,M0_sem_vetor,calibracao
1,2022-09-25,0.0,1.5840115902398106,padrao,M0_sem_vetor,calibracao
1,2022-10-02,1.0,1.3011765019478947,padrao,M0_sem_vetor,calibracao
1,2022-10-09,0.0,0.2762223699535324,padrao,M0_sem_vetor,calibracao
1,2022-10-16,1.0,0.867322352694686,padrao,M0_sem_vetor,calibracao
1,2022-10-23,0.0,0.06629774143570441,padrao,M0_sem_vetor,calibracao
1,2022-10-30,0.0,0.6122701312706441,padrao,M0_sem_vetor,calibracao
1,2022-11-06,6.0,0.008044051623470464,padrao,M0_sem_vetor,calibracao
1,2022-11-13,11.0,0.7116950239450502,padrao,M0_sem_vetor,calibracao
1,2022-11-20,7.0,13.39903978098237,padrao,M0_sem_vetor,calibracao
1,2022-11-27,9.0,12.843255064881033,padrao,M0_sem_vetor,calibracao
1,2022-12-04,10.0,8.370887416079405,padrao,M0_sem_vetor,calibracao
1,2022-12-11,4.0,8.283422781580796,padrao,M0_sem_vetor,calibracao
1,2022-12-18,0.0,1.8760873581352506,padrao,M0_sem_vetor,calibracao
1,2022-12-25,1.0,1.5930517838822447,padrao,M0_sem_vetor,calibracao
1,2023-01-01,0.0,1.6932222901794833,padrao,M0_sem_vetor,calibracao
1,2023-01-08,3.0,1.828093752223241,padrao,M0_sem_vetor,calibracao
1,2023-01-15,2.0,0.0,padrao,M0_sem_vetor,calibracao
1,2023-01-22,0.0,0.0,padrao,M0_sem_vetor,calibracao
1,2023-01-29,2.0,0.0,padrao,M0_sem_vetor,calibracao
1,2023-02-05,0.0,0.0,padrao,M0_sem_vetor,calibracao
1,2023-02-12,10.0,0.0,padrao,M0_sem_vetor,calibracao
1,2023-02-19,7.0,30.892454975072656,padrao,M0_sem_vetor,calibracao
1,2023-02-26,27.0,34.313465408525694,padrao,M0_sem_vetor,calibracao
1,2023-03-05,37.0,47.77449859617938,padrao,M0_sem_vetor,calibracao
1,2023-03-12,93.0,63.6242811869868,padrao,M0_sem_vetor,calibracao
1,2023-03-19,199.0,112.38849767111017,padrao,M0_sem_vetor,calibracao
1,2023-03-26,250.0,328.81301351506585,padrao,M0_sem_vetor,calibracao
1,2023-04-02,360.0,415.2307480903024,padrao,M0_sem_vetor,calibracao
1,2023-04-09,541.0,374.4671504741231,padrao,M0_sem_vetor,calibracao
1,2023-04-16,589.0,507.84419324005637,padrao,M0_sem_vetor,calibracao
1,2023-04-23,581.0,526.088119623522,padrao,M0_sem_vetor,calibracao
1,2023-04-30,760.0,765.8701747026257,padrao,M0_sem_vetor,calibracao
1,2023-05-07,762.0,408.28478566977776,padrao,M0_sem_vetor,calibracao
1,2023-05-14,540.0,602.009291027473,padrao,M0_sem_vetor,calibracao
1,2023-05-21,473.0,491.6874224909658,padrao,M0_sem_vetor,calibracao
1,2023-05-28,450.0,576.6648823683452,padrao,M0_sem_vetor,calibracao
1,2023-06-04,225.0,490.53260263754316,padrao,M0_sem_vetor,calibracao
1,2023-06-11,219.0,201.72100931292982,padrao,M0_sem_vetor,calibracao
1,2023-06-18,66.0,236.98346149347967,padrao,M0_sem_vetor,calibracao
1,2023-06-25,76.0,10.299575332763613,padrao,M0_sem_vetor,calibracao
1,2023-07-02,74.0,26.342668091483116,padrao,M0_sem_vetor,calibracao
1,2023-07-09,52.0,56.17801293014846,padrao,M0_sem_vetor,calibracao
1,2023-07-16,32.0,27.049805534097484,padrao,M0_sem_vetor,calibracao
1,2023-07-23,25.0,25.73217726202974,padrao,M0_sem_vetor,calibracao
1,2023-07-30,15.0,23.32081035425614,padrao,M0_sem_vetor,calibracao
1,2023-08-06,18.0,21.58928233447119,padrao,M0_sem_vetor,calibracao
1,2023-08-13,13.0,22.20461330428802,padrao,M0_sem_vetor,calibracao
1,2023-08-20,9.0,8.495004256999552,padrao,M0_sem_vetor,calibracao
1,2023-08-27,9.0,8.356035806824178,padrao,M0_sem_vetor,calibracao
1,2023-09-03,1.0,4.84687024304633,padrao,M0_sem_vetor,calibracao
1,2023-09-10,9.0,0.44051395755129075,padrao,M0_sem_vetor,calibracao
1,2023-09-17,3.0,6.84672254362834,padrao,M0_sem_vetor,calibracao
1,2023-09-24,0.0,1.6342225677247415,padrao,M0_sem_vetor,calibracao
1,2023-10-01,5.0,1.6135976862931165,padrao,M0_sem_vetor,calibracao
1,2023-10-08,5.0,1.6675484947118175,padrao,M0_sem_vetor,calibracao
1,2023-10-15,4.0,3.6831324460129657,padrao,M0_sem_vetor,calibracao
1,2023-10-22,3.0,1.0567646190473348,padrao,M0_sem_vetor,calibracao
1,2023-10-29,7.0,1.6412657113630122,padrao,M0_sem_vetor,calibracao
1,2023-11-05,6.0,10.301611540497893,padrao,M0_sem_vetor,calibracao
1,2023-11-12,0.0,4.094632968618142,padrao,M0_sem_vetor,calibracao
1,2023-11-19,3.0,2.8568618759113464,padrao,M0_sem_vetor,calibracao
1,2023-11-26,3.0,2.0011420990580593,padrao,M0_sem_vetor,calibracao
1,2023-12-03,7.0,0.30715963704456206,padrao,M0_sem_vetor,calibracao
1,2023-12-10,3.0,7.5009616363630425,padrao,M0_sem_vetor,calibracao
1,2023-12-17,3.0,2.8018550790652808,padrao,M0_sem_vetor,calibracao
1,2023-12-24,10.0,2.457221021045992,padrao,M0_sem_vetor,calibracao
1,2023-12-31,9.0,8.288561526200057,padrao,M0_sem_vetor,calibracao
1,2024-01-07,11.0,5.047538284209714,padrao,M0_sem_vetor,avaliacao
1,2024-01-14,12.0,17.18278758692307,padrao,M0_sem_vetor,avaliacao
1,2024-01-21,30.0,16.296991176910648,padrao,M0_sem_vetor,avaliacao
1,2024-01-28,39.0,43.160680389640454,padrao,M0_sem_vetor,avaliacao
1,2024-02-04,80.0,80.54412945894887,padrao,M0_sem_vetor,avaliacao
1,2024-02-11,156.0,144.19904083937328,padrao,M0_sem_vetor,avaliacao
1,2024-02-18,249.0,168.176248374355,padrao,M0_sem_vetor,avaliacao
1,2024-02-25,558.0,385.7679362850967,padrao,M0_sem_vetor,avaliacao
1,2024-03-03,1311.0,591.8873673504212,padrao,M0_sem_vetor,avaliacao
1,2024-03-10,1227.0,745.2584017185748,padrao,M0_sem_vetor,avaliacao
1,2024-03-17,995.0,961.594622229137,padrao,M0_sem_vetor,avaliacao
1,2024-03-24,1109.0,928.9661416149037,padrao,M0_sem_vetor,avaliacao
1,2024-03-31,1601.0,890.7537404868464,padrao,M0_sem_vetor,avaliacao
1,2024-04-07,1849.0,855.9350109045141,padrao,M0_sem_vetor,avaliacao
1,2024-04-14,1783.0,1443.5578884085169,padrao,M0_sem_vetor,avaliacao
1,2024-04-21,1855.0,1453.0527493643951,padrao,M0_sem_vetor,avaliacao
1,2024-04-28,1347.0,1791.0890988989281,padrao,M0_sem_vetor,avaliacao
1,2024-05-05,911.0,1667.3889066594406,padrao,M0_sem_vetor,avaliacao
1,2024-05-12,1510.0,877.3412794829562,padrao,M0_sem_vetor,avaliacao
1,2024-05-19,646.0,1343.2118917311896,padrao,M0_sem_vetor,avaliacao
1,2024-05-26,520.0,1323.4181315914695,padrao,M0_sem_vetor,avaliacao
1,2024-06-02,199.0,568.4404910223028,padrao,M0_sem_vetor,avaliacao
1,2024-06-09,263.0,43.262325776894365,padrao,M0_sem_vetor,avaliacao
1,2024-06-16,277.0,211.36614258659662,padrao,M0_sem_vetor,avaliacao
1,2024-06-23,194.0,276.4189680320747,padrao,M0_sem_vetor,avaliacao
1,2024-06-30,89.0,121.52066034857687,padrao,M0_sem_vetor,avaliacao
1,2024-07-07,22.0,44.97959231664138,padrao,M0_sem_vetor,avaliacao
1,2024-07-14,10.0,34.84342505089626,padrao,M0_sem_vetor,avaliacao
1,2024-07-21,13.0,6.17985901105642,padrao,M0_sem_vetor,avaliacao
1,2024-07-28,22.0,13.476597936822703,padrao,M0_sem_vetor,avaliacao
1,2024-08-04,13.0,12.892310374020214,padrao,M0_sem_vetor,avaliacao
1,2024-08-11,16.0,12.15582864113554,padrao,M0_sem_vetor,avaliacao
1,2024-08-18,13.0,17.851096400101977,padrao,M0_sem_vetor,avaliacao
1,2024-08-25,14.0,12.601864844005227,padrao,M0_sem_vetor,avaliacao
1,2024-09-01,9.0,16.074034664984456,padrao,M0_sem_vetor,avaliacao
1,2024-09-08,7.0,5.920129462209329,padrao,M0_sem_vetor,avaliacao
1,2024-09-15,10.0,5.39485794752963,padrao,M0_sem_vetor,avaliacao
1,2024-09-22,7.0,7.493162907526252,padrao,M0_sem_vetor,avaliacao
1,2024-09-29,3.0,9.023761656247109,padrao,M0_sem_vetor,avaliacao
1,2024-10-06,6.0,2.6135014233979974,padrao,M0_sem_vetor,avaliacao
1,2024-10-13,2.0,4.611139992102475,padrao,M0_sem_vetor,avaliacao
1,2024-10-20,3.0,2.024301978006239,padrao,M0_sem_vetor,avaliacao
1,2024-10-27,3.0,2.6870956165252715,padrao,M0_sem_vetor,avaliacao
1,2024-11-03,1.0,2.7701302518567874,padrao,M0_sem_vetor,avaliacao
1,2024-11-10,2.0,1.93473038473537,padrao,M0_sem_vetor,avaliacao
1,2024-11-17,0.0,1.5882503480011207,padrao,M0_sem_vetor,avaliacao
1,2024-11-24,7.0,1.4467486559425784,padrao,M0_sem_vetor,avaliacao
1,2024-12-01,4.0,6.317011370603925,padrao,M0_sem_vetor,avaliacao
1,2024-12-08,5.0,2.0453659113281115,padrao,M0_sem_vetor,avaliacao
1,2024-12-15,1.0,3.8475007573465416,padrao,M0_sem_vetor,avaliacao
1,2024-12-22,1.0,3.0596093966665725,padrao,M0_sem_vetor,avaliacao
1,2024-12-29,19.0,1.8855479827609534,padrao,M0_sem_vetor,avaliacao
1,2025-01-05,26.0,35.43559372557039,padrao,M0_sem_vetor,avaliacao
1,2025-01-12,32.0,23.640664494855425,padrao,M0_sem_vetor,avaliacao
1,2025-01-19,37.0,42.573745923167806,padrao,M0_sem_vetor,avaliacao
1,2025-01-26,47.0,47.13740668841806,padrao,M0_sem_vetor,avaliacao
1,2025-02-02,75.0,82.34264035719461,padrao,M0_sem_vetor,avaliacao
1,2025-02-09,161.0,121.0652164062604,padrao,M0_sem_vetor,avaliacao
1,2025-02-16,245.0,275.6662299039841,padrao,M0_sem_vetor,avaliacao
1,2025-02-23,383.0,544.62359152776,padrao,M0_sem_vetor,avaliacao
1,2025-03-02,494.0,465.2893752627726,padrao,M0_sem_vetor,avaliacao
1,2025-03-09,917.0,544.2970287403693,padrao,M0_sem_vetor,avaliacao
1,2025-03-16,1199.0,1130.3013648914432,padrao,M0_sem_vetor,avaliacao
1,2025-03-23,1801.0,1053.5500622991328,padrao,M0_sem_vetor,avaliacao
1,2025-03-30,2381.0,1440.8981200153953,padrao,M0_sem_vetor,avaliacao
1,2025-04-06,2184.0,1936.0518828892261,padrao,M0_sem_vetor,avaliacao
1,2025-04-13,2247.0,1890.6796686699781,padrao,M0_sem_vetor,avaliacao
1,2025-04-20,2229.0,1467.847610861831,padrao,M0_sem_vetor,avaliacao
1,2025-04-27,2212.0,2109.017735365201,padrao,M0_sem_vetor,avaliacao
1,2025-05-04,2159.0,2062.3461121788905,padrao,M0_sem_vetor,avaliacao
1,2025-05-11,1944.0,2043.0420455381586,padrao,M0_sem_vetor,avaliacao
1,2025-05-18,1988.0,1860.370432424829,padrao,M0_sem_vetor,avaliacao
1,2025-05-25,883.0,1923.4300927357067,padrao,M0_sem_vetor,avaliacao
1,2025-06-01,579.0,585.9060503298672,padrao,M0_sem_vetor,avaliacao
1,2025-06-08,257.0,278.94283383055915,padrao,M0_sem_vetor,avaliacao
1,2025-06-15,105.0,164.50541479856764,padrao,M0_sem_vetor,avaliacao
1,2025-06-22,50.0,164.57851305767798,padrao,M0_sem_vetor,avaliacao
1,2025-06-29,22.0,52.24222554219928,padrao,M0_sem_vetor,avaliacao
1,2025-07-06,13.0,18.803045909551802,padrao,M0_sem_vetor,avaliacao
1,2025-07-13,7.0,13.925454285564449,padrao,M0_sem_vetor,avaliacao
1,2025-07-20,9.0,10.479243437566232,padrao,M0_sem_vetor,avaliacao
1,2025-07-27,5.0,5.86349583397579,padrao,M0_sem_vetor,avaliacao
1,2025-08-03,4.0,1.8304051331597775,padrao,M0_sem_vetor,avaliacao
1,2025-08-10,11.0,2.101752707385384,padrao,M0_sem_vetor,avaliacao
1,2025-08-17,9.0,7.863965122599655,padrao,M0_sem_vetor,avaliacao
1,2025-08-24,4.0,6.322442321465404,padrao,M0_sem_vetor,avaliacao
1,2025-08-31,8.0,2.4727114373597736,padrao,M0_sem_vetor,avaliacao
1,2025-09-07,6.0,6.58671098071082,padrao,M0_sem_vetor,avaliacao
1,2025-09-14,3.0,2.833552468400536,padrao,M0_sem_vetor,avaliacao
1,2025-09-21,9.0,2.666046045780438,padrao,M0_sem_vetor,avaliacao
1,2025-09-28,6.0,6.778513157858131,padrao,M0_sem_vetor,avaliacao
1,2025-10-05,7.0,2.9917500451753574,padrao,M0_sem_vetor,avaliacao
1,2025-10-12,5.0,7.3857179830953354,padrao,M0_sem_vetor,avaliacao
1,2025-10-19,4.0,3.611250416542476,padrao,M0_sem_vetor,avaliacao
1,2025-10-26,8.0,3.3653061588677002,padrao,M0_sem_vetor,avaliacao
1,2025-11-02,4.0,7.43463963061713,padrao,M0_sem_vetor,avaliacao
1,2025-11-09,0.0,4.26114144293349,padrao,M0_sem_vetor,avaliacao
1,2025-11-16,5.0,2.910060882326583,padrao,M0_sem_vetor,avaliacao
1,2025-11-23,2.0,3.002752856616868,padrao,M0_sem_vetor,avaliacao
1,2025-11-30,3.0,2.772588919330624,padrao,M0_sem_vetor,avaliacao
1,2025-12-07,2.0,2.0649742958522466,padrao,M0_sem_vetor,avaliacao
1,2025-12-14,1.0,2.4904607949317565,padrao,M0_sem_vetor,avaliacao
1,2025-12-21,1.0,3.7048568210683155,padrao,M0_sem_vetor,avaliacao
1,2025-12-28,0.0,2.7138225043320277,padrao,M0_sem_vetor,avaliacao
1,2026-01-04,2.0,2.2555871200367195,padrao,M0_sem_vetor,avaliacao
1,2026-01-11,1.0,2.2589539964041223,padrao,M0_sem_vetor,avaliacao
1,2026-01-18,1.0,13.666682093971,padrao,M0_sem_vetor,avaliacao
1,2026-01-25,1.0,2.6438893210136247,padrao,M0_sem_vetor,avaliacao
1,2026-02-01,1.0,1.9189320071418356,padrao,M0_sem_vetor,avaliacao
4,2020-04-12,3.0,8.518406858183495,padrao,M0_sem_vetor,calibracao
4,2020-04-19,1.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-04-26,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-05-03,0.0,3.9426081940922146,padrao,M0_sem_vetor,calibracao
4,2020-05-10,0.0,0.6618812349972041,padrao,M0_sem_vetor,calibracao
4,2020-05-17,1.0,0.41142825366670405,padrao,M0_sem_vetor,calibracao
4,2020-05-24,0.0,1.511227606358018,padrao,M0_sem_vetor,calibracao
4,2020-05-31,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-06-07,0.0,0.7624231167389633,padrao,M0_sem_vetor,calibracao
4,2020-06-14,0.0,1.951757649252066,padrao,M0_sem_vetor,calibracao
4,2020-06-21,0.0,0.335310515193567,padrao,M0_sem_vetor,calibracao
4,2020-06-28,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-07-05,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-07-12,0.0,0.12108170627018734,padrao,M0_sem_vetor,calibracao
4,2020-07-19,0.0,0.15369324636602683,padrao,M0_sem_vetor,calibracao
4,2020-07-26,0.0,0.13983488598427896,padrao,M0_sem_vetor,calibracao
4,2020-08-02,0.0,0.7100982460048939,padrao,M0_sem_vetor,calibracao
4,2020-08-09,0.0,0.06423827153902904,padrao,M0_sem_vetor,calibracao
4,2020-08-16,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-08-23,0.0,0.06469745879553225,padrao,M0_sem_vetor,calibracao
4,2020-08-30,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-09-06,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-09-13,0.0,0.8442271830265304,padrao,M0_sem_vetor,calibracao
4,2020-09-20,0.0,0.321279317093347,padrao,M0_sem_vetor,calibracao
4,2020-09-27,0.0,0.2631706178312652,padrao,M0_sem_vetor,calibracao
4,2020-10-04,0.0,0.277090541742949,padrao,M0_sem_vetor,calibracao
4,2020-10-11,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-10-18,0.0,0.3299108969183519,padrao,M0_sem_vetor,calibracao
4,2020-10-25,0.0,0.35616920101914856,padrao,M0_sem_vetor,calibracao
4,2020-11-01,0.0,0.0651124906028156,padrao,M0_sem_vetor,calibracao
4,2020-11-08,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-11-15,0.0,0.08967964828873383,padrao,M0_sem_vetor,calibracao
4,2020-11-22,0.0,0.0,padrao,M0_sem_vetor,calibracao
4,2020-11-29,0.0,0.12258711086058345,padrao,M0_sem_vetor,calibracao
4,2020-12-06,0.0,0.4081659907234018,padrao,M0_sem_vetor,calibracao
4,2020-12-13,0.0,0.2637433236598082,padrao,M0_sem_vetor,calibracao
4,2020-12-20,0.0,1.119339838108714,padrao,M0_sem_vetor,calibracao
4,2020-12-27,0.0,0.6030369931537126,padrao,M0_sem_vetor,calibracao
