data,h,real,pred
2012-09-23,12,2.0,0.0
2012-09-30,12,0.0,1.0
2012-10-07,12,10.0,2.0
2012-10-14,12,6.0,1.0
2012-10-21,12,5.0,1.0
2012-10-28,12,13.0,0.0
2012-11-04,12,11.0,1.0
2012-11-11,12,23.0,3.0
2012-11-18,12,41.0,3.0
2012-11-25,12,48.0,1.0
2012-12-02,12,105.0,3.0
2012-12-09,12,114.0,4.0
2012-12-16,12,99.0,2.0
2012-12-23,12,114.0,0.0
2012-12-30,12,118.0,10.0
2013-01-06,12,136.0,6.0
2013-01-13,12,84.0,5.0
2013-01-20,12,63.0,13.0
2013-01-27,12,49.0,11.0
2013-02-03,12,65.0,23.0
2013-02-10,12,34.0,41.0
2013-02-17,12,20.0,48.0
2013-02-24,12,20.0,105.0
2013-03-03,12,15.0,114.0
2013-03-10,12,13.0,99.0
2013-03-17,12,11.0,114.0
2013-03-24,12,5.0,118.0
2013-03-31,12,7.0,136.0
2013-04-07,12,6.0,84.0
2013-04-14,12,0.0,63.0
2013-04-21,12,0.0,49.0
2013-04-28,12,0.0,65.0
2013-05-05,12,5.0,34.0
2013-05-12,12,5.0,20.0
2013-05-19,12,1.0,20.0
2013-05-26,12,5.0,15.0
2013-06-02,12,1.0,13.0
2013-06-09,12,4.0,11.0
2013-06-16,12,7.0,5.0
2013-06-23,12,4.0,7.0
2013-06-30,12,3.0,6.0
2013-07-07,12,4.0,0.0
2013-07-14,12,3.0,0.0
2013-07-21,12,3.0,0.0
2013-07-28,12,2.0,5.0
2013-08-04,12,1.0,5.0
2013-08-11,12,3.0,1.0
2013-08-18,12,3.0,5.0
2013-08-25,12,2.0,1.0
2013-09-01,12,11.0,4.0
2013-09-08,12,13.0,7.0
2013-09-15,12,11.0,4.0
2013-09-22,12,11.0,3.0
2013-09-29,12,7.0,4.0
2013-10-06,12,4.0,3.0
2013-10-13,12,19.0,3.0
2013-10-20,12,12.0,2.0
2013-10-27,12,8.0,1.0
2013-11-03,12,18.0,3.0
2013-11-10,12,14.0,3.0
2013-11-17,12,6.0,2.0
2013-11-24,12,12.0,11.0
2013-12-01,12,5.0,13.0
2013-12-08,12,7.0,11.0
2013-12-15,12,9.0,11.0
2013-12-22,12,8.0,7.0
2013-12-29,12,10.0,4.0
2014-01-05,12,8.0,19.0
2014-01-12,12,6.0,12.0
2014-01-19,12,5.0,8.0
2014-01-26,12,12.0,18.0
2014-02-02,12,11.0,14.0
2014-02-09,12,4.0,6.0
2014-02-16,12,9.0,12.0
2014-02-23,12,4.0,5.0
2014-03-02,12,5.0,7.0
2014-03-09,12,2.0,9.0
2014-03-16,12,4.0,8.0
2014-03-23,12,4.0,10.0
2014-03-30,12,2.0,8.0
2014-04-06,12,0.0,6.0
2014-04-13,12,2.0,5.0
2014-04-20,12,5.0,12.0
2014-04-27,12,5.0,11.0
2014-05-04,12,3.0,4.0
2014-05-11,12,6.0,9.0
2014-05-18,12,3.0,4.0
2014-05-25,12,3.0,5.0
2014-06-01,12,3.0,2.0
2014-06-08,12,1.0,4.0
2014-06-15,12,2.0,4.0
2014-06-22,12,3.0,2.0
2014-06-29,12,2.0,0.0
2014-07-06,12,2.0,2.0
2014-07-13,12,4.0,5.0
2014-07-20,12,3.0,5.0
2014-07-27,12,2.0,3.0
2014-08-03,12,7.0,6.0
2014-08-10,12,7.0,3.0
2014-08-17,12,6.0,3.0
2014-08-24,12,7.0,3.0
2014-08-31,12,4.0,1.0
2014-09-07,12,6.0,2.0
2014-09-14,12,6.0,3.0
2014-09-21,12,4.0,2.0
2014-09-28,12,3.0,2.0
2014-10-05,12,2.0,4.0
2014-10-12,12,8.0,3.0
2014-10-19,12,4.0,2.0
2014-10-26,12,10.0,7.0
2014-11-02,12,3.0,7.0
2014-11-09,12,2.0,6.0
2014-11-16,12,8.0,7.0
2014-11-23,12,10.0,4.0
2014-11-30,12,16.0,6.0
2014-12-07,12,23.0,6.0
2014-12-14,12,17.0,4.0
2014-12-21,12,12.0,3.0
2014-12-28,12,28.0,2.0
2015-01-04,12,19.0,8.0
2015-01-11,12,47.0,4.0
2015-01-18,12,42.0,10.0
