h,data_origem,real,previsao_expansivel_2012,n_treino_expansivel_2012,previsao_expansivel_2020,n_treino_expansivel_2020,previsao_deslizante_6anos,n_treino_deslizante_6anos
1,2022-01-02,0.6906873614190687,0.5060503933607424,472,0.7670768721802518,104,0.5796227410788386,305
1,2022-01-09,0.7056229327453142,0.39136525077804823,473,0.5051799700973795,105,0.6248313903324654,305
1,2022-01-16,0.5534729878721059,0.7204824332492881,474,0.6539601140303264,106,0.7229284486035549,305
1,2022-01-23,0.5411499436302142,0.6851954868810254,475,0.6364724741382441,107,0.7962591911365646,305
1,2022-01-30,0.934589800443459,0.6367791411702718,476,0.7372402952703057,108,0.626993834991234,305
1,2022-02-06,0.8050660792951542,0.7705819767968026,477,0.862577341140507,109,0.8639016259621367,305
1,2022-02-13,0.752262443438914,0.6039925514309329,478,0.8090293224780196,110,0.8515146169174704,305
1,2022-02-20,0.6822323462414579,0.5548979315238088,479,0.7436273232858265,111,0.6920452620599409,305
1,2022-02-27,1.096244131455399,0.5772453789447658,480,0.6240026182411929,112,0.5314259892948482,305
1,2022-03-06,0.963677639046538,0.871987894240346,481,0.8256818601256866,113,0.7623269844534741,305
1,2022-03-13,1.256902761104442,0.9169224433773411,482,0.7964207755732442,114,1.0991220286010959,305
1,2022-03-20,1.339002267573696,0.9741327910644882,483,0.9401594033996697,115,1.059264712033626,305
1,2022-03-27,1.0311778290993072,1.3014896917252734,484,0.9653735022955845,116,0.9564720174401636,305
1,2022-04-03,0.7681365576102418,1.1606322199398709,485,0.6720931753514136,117,0.9055419977501411,305
1,2022-04-10,0.994904458598726,0.9775440282050554,486,0.6560111349990475,118,0.9401238332359079,305
1,2022-04-17,1.0435897435897437,0.9843342406345214,487,0.8813666993212228,119,0.8263463599129225,305
1,2022-04-24,0.4819277108433735,0.6627741256705104,488,0.7855490112454269,120,0.5173309071766996,305
1,2022-05-01,0.8200692041522492,0.48481108149899893,489,0.5905746059201588,121,0.36151756850361,305
1,2022-05-08,0.288837744533947,0.5595399514248169,490,0.5966510763676717,122,0.544334552002747,305
1,2022-05-15,0.2637485970819304,0.338769201743348,491,0.5076402434832739,123,0.4196806126256978,305
1,2022-05-22,0.1407982261640798,0.2463148825245682,492,0.20972361625782363,124,0.3893097906708797,305
1,2022-05-29,0.0991189427312775,0.07329540113807395,493,0.08947090506983,125,0.2162882158955742,305
1,2022-06-05,0.0449308755760368,0.08643458594627898,494,0.037236498506548026,126,0.09343655590385848,305
1,2022-06-12,0.0233333333333333,0.038859141837790274,495,0.05286781913151812,127,0.038966575071582625,305
1,2022-06-19,0.0121951219512195,0.044043603292950616,496,0.06226998572291808,128,0.014814519909899125,305
1,2022-06-26,0.0144124168514412,0.00602065922063931,497,0.025886871306485246,129,0.020436060515097804,305
1,2022-07-03,0.0066225165562913,-0.006087323760789695,498,0.014836740670914044,130,0.0011053950248199626,305
1,2022-07-10,0.0149253731343283,-0.0034421303985930083,499,0.02431808801373631,131,0.007525179051989999,305
1,2022-07-17,0.0273224043715847,0.015123252491591114,500,0.04905490640699748,132,-0.004065688456649289,305
1,2022-07-24,0.0,0.0316007486295182,501,-0.019589892915333168,133,0.01773126564260042,305
1,2022-07-31,0.0,0.0450747833145494,502,0.02366771400268074,134,0.04266783948510425,305
1,2022-08-07,0.0,0.025485628220204188,503,-0.008271906837064604,135,0.017461461926005246,305
1,2022-09-25,0.0156075808249721,0.02747451763124704,504,0.004004582485849466,136,0.030870821991260067,299
1,2022-10-02,0.0194508009153318,0.0410694536515729,505,0.005275184443832646,137,0.05976739755880564,299
1,2022-10-09,0.0324748040313549,0.027266817199979934,506,0.0067510536891318635,138,0.01538710616829542,299
1,2022-10-16,0.0493273542600896,0.023715197671655218,507,0.02490963698067156,139,0.022747337150704847,299
1,2022-10-23,0.0718358038768529,0.047627362165710015,508,0.06883418090031986,140,0.03963884985418717,299
1,2022-10-30,0.0432852386237513,0.08963655229506365,509,0.12759750537167153,141,0.07051051496954758,299
1,2022-11-06,0.0686936936936937,0.08197597380670751,510,0.09819042503702781,142,0.10218270419675185,299
1,2022-11-13,0.1097285067873303,0.10734140246674277,511,0.17607868372159974,143,0.05328101130568716,299
1,2022-11-20,0.1452894438138479,0.1882446452387489,512,0.21469814355210032,144,0.13469303122544535,299
1,2022-11-27,0.1428571428571428,0.18016018102948084,513,0.12031639584789262,145,0.1383332194413561,299
1,2022-12-04,0.1698754246885617,0.24767653864052433,514,0.274363229671211,146,0.23367701948169245,299
1,2022-12-11,0.1430429128738621,0.3031580286638903,515,0.299638691789272,147,0.25471420023334473,299
1,2022-12-18,0.3367198838896952,0.28791083147443813,516,0.35125834300770764,148,0.2562849013747766,299
1,2022-12-25,0.4138398914518317,0.18476897147656002,517,0.12856256643471342,149,0.11562085394784671,299
1,2023-01-01,0.7045720984759671,0.38543152115906115,518,0.3190589521863602,150,0.3764420201922543,299
1,2023-01-08,0.5067873303167421,0.572581658259335,519,0.4942258978219138,151,0.5530076844105526,299
1,2023-01-15,0.4779161947904869,0.47863230923088984,520,0.6027811172981729,152,0.5453838950574461,299
1,2023-01-22,0.3923566878980892,0.4505406525240327,521,0.5274056191651696,153,0.4765742437027904,299
1,2023-01-29,1.227633069082673,0.5345393880206237,522,0.5777825581918844,154,0.5973692013837956,299
1,2023-02-05,1.0124293785310734,0.8600410722317238,523,0.8129403235701269,155,0.6913029001360091,299
1,2023-02-12,0.5510455104551045,0.9808699893118477,524,0.8894769196358356,156,0.9430404978562229,299
1,2023-02-19,0.5106145251396648,0.7022467448450008,525,0.8284671608550653,157,0.7635518262701163,299
1,2023-02-26,0.5861678004535147,0.6672164893816319,526,0.6929746492910623,158,0.7791921542361603,299
1,2023-03-05,2.1798882681564247,0.6754056730978524,527,0.8929641075053645,159,0.8201847596445783,299
1,2023-03-12,1.7882219705549265,1.2548262638014753,528,1.1005346685673874,160,1.3185787646430753,299
1,2023-03-19,1.0079455164585698,1.4237940625381986,529,1.1045492449602294,161,1.0485319371609259,299
1,2023-03-26,0.764294049008168,1.1481413301309895,530,0.8397927955751645,162,0.965973074721749,299
1,2023-04-02,1.0101925254813138,1.1133679742128983,531,0.9644102898205674,163,0.922577805749453,299
1,2023-04-09,1.6522727272727271,1.0522893990779776,532,0.7618445737309805,164,0.9883804099268915,299
1,2023-04-16,1.245475113122172,1.2183522264387887,533,1.0495996802026901,165,1.0544803790468107,299
1,2023-04-23,1.00187617260788,0.6720601686329348,534,0.5961876360944599,166,0.7045711042684926,299
1,2023-04-30,0.6723356009070295,0.44638297861744564,535,0.5744291823853888,167,0.42571461486447437,299
1,2023-05-07,0.6636670416197975,0.6021620168693683,536,0.6580136916656931,168,0.6200171468606346,299
1,2023-05-14,1.1309794988610478,0.5467109673338131,537,0.5428035183426252,169,0.5209642068106642,299
1,2023-05-21,1.1901489117983963,0.5393569751377411,538,0.4627613215667952,170,0.589260809393681,299
1,2023-05-28,0.8933177022274326,0.7644581408788967,539,0.7199387161920093,171,0.8157292236066264,299
1,2023-06-04,0.6301587301587301,0.5408417120846484,540,0.6376644418549535,172,0.49624831723730134,299
1,2023-06-11,0.2079905992949471,0.5157405540672537,541,0.423847231538674,173,0.45623232648748063,299
1,2023-06-18,0.3066361556064073,0.21949480898193915,542,0.5998891587767197,174,0.5350633737466928,299
1,2023-06-25,0.2064896755162241,0.15168368633160914,543,0.2742388618145999,175,0.22220665981664636,299
1,2023-07-02,0.1661392405063291,0.10778372597712964,544,0.16516306123891225,176,0.11121946214559271,299
1,2023-07-09,0.0871613663133097,0.11266453597680826,545,0.06176246231774787,177,0.12019954183214006,299
1,2023-07-16,0.1220930232558139,0.06896223527870342,546,0.07260155886796826,178,0.09397400444828947,299
1,2023-07-23,0.1342756183745583,0.08582773770835943,547,-0.0036134073012622043,179,0.0434217188889117,299
1,2023-07-30,0.1302774427020506,0.1044978945398705,548,0.06905063323227947,180,0.051695854559217484,299
1,2023-08-06,0.0761904761904762,0.11268135230402855,549,0.06053451739723317,181,0.10004237680785276,299
1,2023-08-13,0.1658878504672897,0.09649062362387881,550,0.10514923597756765,182,0.08606661807435333,299
1,2023-08-20,0.1063084112149532,0.11031686459254689,551,0.08587371531603775,183,0.11256801421220171,299
1,2023-08-27,0.12784588441331,0.10978895300281621,552,0.15049403342531667,184,0.15564480400873298,299
1,2023-09-03,0.1267605633802817,0.12186885396638994,553,0.14141156964894677,185,0.12635974149111898,299
1,2023-09-10,0.1365131578947368,0.09339114343104553,554,0.12316910048640226,186,0.15587685723810543,299
1,2023-09-17,0.0793237971391417,0.11934676275761906,555,0.17796102941126973,187,0.16915277311806237,299
1,2023-09-24,0.0995203836930455,0.1968584639203594,556,0.1503063531230084,188,0.16829265290488002,299
1,2023-10-01,0.1492178098676293,0.10900950362207001,557,0.22599836958993755,189,0.15117643935252426,299
1,2023-10-08,0.184757505773672,0.13604159941910554,558,0.23808902056881678,190,0.18907076528386696,299
1,2023-10-15,0.1993127147766323,0.20512796676456516,559,0.24466390938963298,191,0.20524870464176856,299
