fonte,SE,data_inicio_semana_epidemi,ano,semana,numero_de_armadilhas,aedes_aegypti,aedes_albopictus,culex_sp,aedes_aegypti_por_armadilha,denominador_aproximado,precip_total_mm,precip_max_dia_mm,precip_media_dia_mm,dias_de_chuva,temp_media,temp_min,temp_max,temp_amplitude_media,orvalho_min,orvalho_media,orvalho_max,umid_min,umid_media,umid_max,pressao_min,pressao_media,pressao_max,radiacao_min,radiacao_media,radiacao_max,vento_media,vento_max,casos_confirmados,nino34_anom,oni
secretaria,202504,2025-01-19,2025,4,862,839,32,122,0.9733178654292344,0,15.71,7.66,2.244285714285714,4.0,26.731428571428573,20.2,33.56,9.869999999999996,20.19,22.154285714285717,23.34,73.67,77.93714285714285,81.52,100.01,100.57571428571428,100.93,16.02,22.891428571428573,29.18,3.075714285714286,4.35,37,-0.74,-0.45
secretaria,202505,2025-01-26,2025,5,841,800,10,110,0.9500594530321046,0,17.79,7.57,2.5414285714285714,4.0,24.38571428571429,19.1,31.68,8.531428571428577,19.26,20.517142857142854,22.74,73.89,80.24571428571429,85.57,100.38,100.68571428571428,101.04,12.68,21.11428571428571,26.97,3.5342857142857143,4.89,47,-0.74,-0.45
secretaria,202506,2025-02-02,2025,6,869,902,23,194,1.0345224395857306,0,5.32,2.14,0.76,2.0,27.187142857142856,18.71,35.48,11.928571428571429,19.25,21.898571428571422,23.86,70.92,75.44857142857143,79.8,100.29,100.57,101.14,20.15,27.18142857142857,30.28,3.63,5.2,75,-0.43,-0.24
secretaria,202507,2025-02-09,2025,7,813,1117,22,100,1.3726937269372694,0,42.43,25.05,6.061428571428571,4.0,27.08857142857143,19.89,38.83,12.631428571428568,18.89,20.98,23.35,62.16,72.82142857142857,81.2,100.24,100.69,100.97,8.15,20.19857142857143,28.96,3.174285714285714,4.38,161,-0.43,-0.24
secretaria,202508,2025-02-16,2025,8,848,569,12,115,0.6686320754716981,0,44.05,33.89,6.292857142857143,2.0,25.01571428571429,19.26,33.06,9.148571428571426,18.88,21.672857142857143,25.23,78.61,82.95142857142856,90.77,100.26,100.87571428571428,101.22,6.5,21.08,26.92,2.917142857142857,3.8,245,-0.43,-0.24
secretaria,202509,2025-02-23,2025,9,859,822,16,54,0.9545983701979045,0,21.41,9.37,3.0585714285714287,3.0,27.687142857142856,21.03,36.66,10.504285714285713,21.81,23.214285714285715,24.13,73.89,78.82857142857142,86.43,100.81,100.88,101.0,17.15,21.697142857142858,26.25,2.84,3.84,383,-0.43,-0.24
secretaria,202510,2025-03-02,2025,10,747,1277,22,98,1.7041499330655958,0,1.18,0.96,0.1685714285714285,0.0,28.877142857142857,21.92,37.62,13.118571428571428,19.35,21.610000000000003,23.9,61.72,68.66571428571429,76.83,100.87,101.01142857142858,101.17,22.97,24.572857142857146,25.79,2.91,3.51,494,0.01,-0.06
secretaria,202511,2025-03-09,2025,11,877,937,37,28,1.0581527936145951,0,27.34,23.98,3.9057142857142857,2.0,22.228571428571428,15.48,28.93,9.837142857142858,14.83,17.05,19.98,68.37,74.52,83.69,101.12,101.19857142857144,101.35,5.41,18.305714285714284,24.88,3.4585714285714286,5.12,917,0.01,-0.06
secretaria,202512,2025-03-16,2025,12,882,772,34,20,0.8752834467120182,0,0.64,0.51,0.0914285714285714,0.0,23.46857142857143,15.86,33.29,12.354285714285716,15.76,17.392857142857142,18.9,68.75,72.67,76.44,100.86,101.23428571428572,101.43,15.43,19.964285714285715,23.42,2.96,3.38,1199,0.01,-0.06
secretaria,202513,2025-03-23,2025,13,878,996,18,40,1.132118451025057,0,2.09,0.5,0.2985714285714285,0.0,25.231428571428573,19.23,32.71,10.018571428571429,17.95,19.77428571428571,21.37,66.37,74.06714285714285,78.47,100.61,100.85,101.13,10.2,16.374285714285715,19.36,3.1871428571428573,4.59,1801,0.01,-0.06
secretaria,202514,2025-03-30,2025,14,879,1475,22,57,1.6757679180887373,0,23.12,7.91,3.302857142857143,4.0,23.041428571428572,14.26,36.6,10.274285714285714,10.02,17.452857142857145,21.09,63.06,73.63142857142857,81.58,100.62,101.18857142857144,102.31,6.62,14.7,21.56,3.8728571428571423,5.42,2381,0.01,-0.06
secretaria,202515,2025-04-06,2025,15,881,639,21,50,0.7241770715096482,0,42.08,23.9,6.011428571428572,4.0,20.96,12.95,28.21,8.26142857142857,13.1,17.607142857142858,19.64,68.17,82.50285714285714,90.72,100.89,101.21857142857142,102.08,4.51,12.162857142857144,19.01,3.8357142857142854,5.42,2184,-0.14,0.02
secretaria,202516,2025-04-13,2025,16,860,618,17,57,0.7186046511627907,0,5.42,4.13,0.7742857142857142,1.0,20.28142857142857,13.95,29.9,10.635714285714284,13.7,16.251428571428573,18.78,76.04,79.60285714285715,84.75,100.91,101.0657142857143,101.35,12.43,15.555714285714288,18.6,2.717142857142857,3.88,2247,-0.14,0.02
secretaria,202517,2025-04-20,2025,17,868,966,20,44,1.1059907834101383,0,0.36,0.29,0.0514285714285714,0.0,19.467142857142857,12.32,29.59,12.052857142857144,10.58,14.768571428571429,17.82,69.24,76.89142857142858,86.07,100.56,100.96285714285716,101.33,11.95,15.498571428571426,17.51,2.44,3.0,2229,-0.14,0.02
secretaria,202518,2025-04-27,2025,18,867,815,24,92,0.9354094579008074,0,6.32,5.69,0.9028571428571428,1.0,17.882857142857144,9.43,27.39,12.39714285714286,9.7,12.131428571428572,18.05,68.21,72.63428571428571,83.91,100.79,101.23428571428572,101.44,4.02,13.795714285714284,17.46,2.78,4.2,2212,-0.14,0.02
secretaria,202519,2025-05-04,2025,19,882,903,9,111,1.0204081632653061,0,30.25,18.64,4.321428571428571,2.0,21.042857142857144,13.03,31.94,12.917142857142858,13.18,15.881428571428572,18.69,71.45,75.57571428571428,85.97,100.41,101.00714285714288,101.51,1.58,10.454285714285716,15.89,2.8485714285714288,4.19,2159,-0.13,-0.02
secretaria,202520,2025-05-11,2025,20,879,692,11,70,0.7815699658703071,0,5.11,2.95,0.7300000000000001,2.0,19.07,10.8,27.96,11.55714285714286,12.41,14.982857142857142,16.2,74.63,78.90285714285714,81.72,101.07,101.64,102.11,9.09,12.328571428571433,14.58,3.062857142857143,3.97,1944,-0.13,-0.02
secretaria,202521,2025-05-18,2025,21,875,536,4,22,0.6114285714285714,0,7.14,3.13,1.02,3.0,17.274285714285714,10.2,30.77,9.518571428571429,9.38,13.08,16.75,69.14,78.24142857142859,88.01,100.88,101.51,101.85,6.53,9.47,12.37,2.9642857142857144,4.56,1988,-0.13,-0.02
secretaria,202522,2025-05-25,2025,22,608,193,3,16,0.31743421052631576,0,76.07000000000001,29.92,10.867142857142856,5.0,15.335714285714284,6.28,27.53,8.339999999999996,7.71,13.127142857142855,18.21,80.33,87.24857142857142,96.07,100.52,101.26571428571428,101.91,1.9,6.71,12.15,3.3200000000000003,6.05,883,-0.13,-0.02
secretaria,202523,2025-06-01,2025,23,879,143,4,37,0.1626848691695108,0,33.05,26.91,4.721428571428571,3.0,13.781428571428572,6.0,23.06,8.445714285714283,7.54,11.571428571428571,16.49,80.86,87.01857142857143,94.74,100.96,101.48428571428572,102.03,5.22,9.95142857142857,13.35,2.004285714285714,2.83,579,-0.07,-0.04
secretaria,202524,2025-06-08,2025,24,873,104,1,37,0.11912943871706758,0,47.7,34.29,6.814285714285714,3.0,11.747142857142858,5.4,20.13,10.380000000000004,6.82,9.508571428571427,13.13,83.48,86.23,90.36,101.1,101.70142857142856,102.17,2.29,10.444285714285714,13.08,2.812857142857143,3.08,257,-0.07,-0.04
secretaria,202525,2025-06-15,2025,25,328,39,0,20,0.11890243902439024,0,125.41,67.69,17.915714285714284,6.0,15.262857142857143,7.84,22.41,7.559999999999997,10.3,14.108571428571429,17.48,88.47,92.7042857142857,95.94,101.01,101.23571428571428,101.58,1.24,5.942857142857142,12.4,3.52,5.18,105,-0.07,-0.04
secretaria,202526,2025-06-22,2025,26,869,73,0,121,0.08400460299194476,0,51.66,36.16,7.38,3.0,9.732857142857142,0.45,19.22,9.797142857142855,-0.17,6.285714285714286,11.85,65.0,80.82714285714285,94.14,100.42,101.16714285714284,101.85,3.18,9.671428571428573,13.52,3.475714285714286,6.84,50,-0.07,-0.04
secretaria,202527,2025-06-29,2025,27,864,17,0,53,0.019675925925925927,0,3.56,3.41,0.5085714285714286,1.0,9.01,-0.72,18.02,9.17285714285714,0.46,6.922857142857143,10.8,79.15,86.8442857142857,94.5,101.35,102.30857142857144,102.84,4.5,10.671428571428573,12.91,3.244285714285714,5.18,22,-0.07,-0.04
secretaria,202528,2025-07-06,2025,28,884,19,0,38,0.021493212669683258,0,0.51,0.4,0.0728571428571428,0.0,12.332857142857142,6.19,19.56,10.367142857142856,9.64,10.772857142857143,12.16,85.17,88.53999999999999,90.15,101.82,102.08571428571427,102.28,4.68,9.2,12.43,2.025714285714286,2.56,13,-0.14,-0.14
secretaria,202529,2025-07-13,2025,29,812,6,0,28,0.007389162561576354,0,25.930000000000003,16.23,3.704285714285714,3.0,14.241428571428573,6.47,23.69,9.535714285714285,8.32,12.52,15.12,86.15,88.97,92.17,101.1,101.61428571428571,101.99,3.99,7.327142857142857,13.82,2.825714285714286,5.21,7,-0.14,-0.14
secretaria,202530,2025-07-20,2025,30,873,13,0,20,0.014891179839633447,0,7.17,6.5,1.0242857142857142,1.0,14.072857142857144,7.69,21.95,10.03285714285714,9.35,12.114285714285714,14.9,83.79,87.60142857142857,92.54,101.23,101.53428571428572,102.06,5.71,10.10142857142857,12.81,2.8642857142857143,3.97,9,-0.14,-0.14
secretaria,202531,2025-07-27,2025,31,863,3,0,38,0.0034762456546929316,0,68.39,52.84,9.77,3.0,13.694285714285714,5.3,25.14,10.00857142857143,7.46,11.35,16.17,78.78,86.51428571428572,95.83,100.63,101.35,101.97,1.83,9.875714285714285,15.29,4.3185714285714285,8.56,5,-0.14,-0.14
secretaria,202532,2025-08-03,2025,32,852,7,0,23,0.008215962441314555,0,58.89,37.15,8.412857142857144,5.0,13.047142857142855,7.02,19.37,6.4642857142857135,8.06,11.427142857142856,14.87,82.87,90.28857142857144,95.66,101.28,101.75285714285714,102.39,1.95,7.824285714285714,12.79,3.601428571428571,4.36,4,-0.36,-0.28
secretaria,202533,2025-08-10,2025,33,883,2,0,60,0.0022650056625141564,0,0.54,0.17,0.0771428571428571,0.0,12.487142857142857,5.77,20.67,10.36,8.1,9.66,12.71,79.03,83.66428571428571,87.01,101.46,101.83571428571427,102.22,11.35,14.177142857142856,16.01,2.892857142857143,4.39,11,-0.36,-0.28
secretaria,202534,2025-08-17,2025,34,849,1,0,52,0.001177856301531213,0,70.28,31.53,10.04,5.0,17.155714285714286,9.84,28.14,11.03714285714286,12.51,14.615714285714288,18.1,77.59,85.19571428571429,89.58,100.18,100.93285714285716,101.56,2.91,7.888571428571429,18.25,4.5442857142857145,6.69,9,-0.36,-0.28
secretaria,202535,2025-08-24,2025,35,879,1,6,99,0.0011376564277588168,0,0.21,0.08,0.03,0.0,14.4,5.98,25.58,11.017142857142856,5.92,11.13714285714286,16.34,73.55,81.54714285714286,89.28,101.52,101.91571428571427,102.15,11.57,14.818571428571428,18.57,3.1557142857142857,4.41,4,-0.36,-0.28
secretaria,202536,2025-08-31,2025,36,741,9,0,51,0.012145748987854251,0,67.3,33.1,9.614285714285714,4.0,17.057142857142857,6.92,27.4,8.82285714285714,6.53,14.354285714285714,19.5,77.54,84.91714285714285,92.2,100.85,101.53857142857144,102.19,2.3,10.772857142857143,16.39,3.658571428571429,4.35,8,-0.36,-0.28
secretaria,202537,2025-09-07,2025,37,867,9,0,65,0.010380622837370242,0,26.54,14.36,3.7914285714285714,2.0,14.787142857142856,7.93,22.25,11.061428571428571,8.78,11.935714285714283,15.78,75.67,83.6542857142857,95.57,100.98,101.46714285714286,101.84,3.9,18.21,22.32,3.4585714285714286,5.07,6,-0.47,-0.4
secretaria,202538,2025-09-14,2025,38,874,29,0,129,0.030892448512585814,0,40.84,37.53,5.8342857142857145,2.0,19.58142857142857,10.63,28.0,10.641428571428568,13.88,16.99142857142857,19.51,79.0,85.86,91.66,100.6,101.07857142857142,101.32,5.47,12.497142857142856,18.36,2.771428571428572,4.23,3,-0.47,-0.4
secretaria,202539,2025-09-21,2025,39,876,49,0,144,0.05593607305936073,0,35.730000000000004,22.21,5.104285714285715,3.0,15.997142857142858,7.96,24.59,10.395714285714288,8.14,12.225714285714286,19.8,72.58,79.85285714285715,92.24,99.73,101.44571428571427,102.71,7.07,19.15285714285714,24.78,4.155714285714286,5.42,9,-0.47,-0.4
secretaria,202540,2025-09-28,2025,40,849,63,0,97,0.07420494699646643,0,33.33,18.58,4.761428571428572,4.0,19.389999999999997,12.13,27.98,8.432857142857143,14.2,17.265714285714285,19.87,81.62,88.08285714285715,94.31,100.72,101.25285714285714,101.84,2.19,13.898571428571428,25.43,3.607142857142857,4.76,6,-0.47,-0.4
secretaria,202541,2025-10-05,2025,41,874,67,3,91,0.07665903890160183,0,32.44,27.9,4.634285714285714,2.0,18.65571428571429,7.17,32.12,12.03285714285714,9.05,15.141428571428571,22.28,74.69,81.36,85.68,100.24,101.18714285714285,101.97,4.94,21.158571428571427,26.88,3.5028571428571427,4.72,7,-0.5,-0.51
secretaria,202542,2025-10-12,2025,42,881,123,4,211,0.13961407491486946,0,13.89,6.9,1.9842857142857144,3.0,19.43428571428571,11.93,26.53,7.741428571428569,13.95,16.74142857142857,19.79,79.21,85.25142857142858,92.33,100.13,100.82571428571428,101.34,5.8,16.017142857142858,27.5,4.17,7.26,5,-0.5,-0.51
secretaria,202543,2025-10-19,2025,43,880,140,1,176,0.1590909090909091,0,0.07,0.05,0.01,0.0,18.648571428571422,9.26,30.08,13.101428571428572,10.34,14.021428571428572,18.52,71.71,76.31285714285715,80.86,100.46,101.56857142857145,102.13,14.35,24.45,28.95,3.665714285714286,4.48,4,-0.5,-0.51
secretaria,202544,2025-10-26,2025,44,864,208,9,181,0.24074074074074073,0,27.35,14.07,3.9071428571428575,3.0,17.84857142857143,12.41,26.57,7.555714285714288,12.83,14.785714285714286,16.74,79.81,83.03428571428572,86.34,100.87,101.32571428571428,101.68,7.26,17.16,26.7,4.458571428571429,6.41,8,-0.5,-0.51
secretaria,202545,2025-11-02,2025,45,882,183,4,146,0.20634920634920634,0,54.25,39.71,7.75,4.0,19.247142857142855,14.17,27.7,8.242857142857144,12.01,15.844285714285714,19.02,70.09,81.63857142857144,85.27,100.29,100.75714285714284,101.33,3.09,19.880000000000003,29.62,4.588571428571428,8.25,4,-0.7,-0.55
secretaria,202546,2025-11-09,2025,46,878,173,5,277,0.1970387243735763,0,1.38,0.57,0.1971428571428571,0.0,20.107142857142858,10.11,30.32,12.261428571428572,12.49,15.98857142857143,19.75,73.94,78.87857142857142,83.57,100.84,101.26,101.61,24.83,29.034285714285712,31.33,2.94,3.68,0,-0.7,-0.55
secretaria,202547,2025-11-16,2025,47,866,204,3,257,0.23556581986143188,0,19.52,15.81,2.7885714285714287,3.0,20.451428571428572,11.13,30.21,10.882857142857144,13.16,15.867142857142856,21.48,71.81,76.49000000000001,81.55,100.02,100.5942857142857,101.18,16.39,24.407142857142865,31.01,3.9971428571428578,5.02,5,-0.7,-0.55
secretaria,202548,2025-11-23,2025,48,880,254,8,343,0.2875,0,0.05,0.04,0.0071428571428571,0.0,21.389999999999997,14.62,31.71,10.19142857142857,13.11,17.42142857142857,20.5,76.39,79.32857142857142,83.98,100.46,100.88285714285716,101.4,15.16,25.58857142857143,30.87,4.135714285714285,6.01,2,-0.7,-0.55
secretaria,202549,2025-11-30,2025,49,881,475,8,400,0.5368898978433598,0,0.03,0.02,0.0042857142857142,0.0,22.021428571428572,14.99,32.56,10.26285714285714,16.83,18.202857142857145,20.35,76.71,80.58714285714287,85.46,100.38,100.62714285714286,100.87,19.16,27.587142857142855,32.15,3.3000000000000003,4.29,3,-0.7,-0.55
secretaria,202550,2025-12-07,2025,50,852,493,9,413,0.573943661971831,0,69.38,42.66,9.911428571428573,3.0,23.215714285714284,16.24,32.18,8.157142857142855,17.43,19.937142857142856,21.58,76.89,83.06857142857143,92.57,99.16,99.98714285714286,100.69,6.53,20.76571428571429,31.43,4.571428571428571,7.47,2,-0.67,-0.54
secretaria,202551,2025-12-14,2025,51,865,344,11,412,0.3965317919075145,0,5.489999999999999,5.05,0.7842857142857141,1.0,23.335714285714285,14.43,32.38,12.03,14.49,18.381428571428568,22.58,71.79,75.89857142857143,81.33,99.98,100.59,101.13,19.51,29.821428571428577,32.79,3.1700000000000004,5.59,1,-0.67,-0.54
secretaria,202552,2025-12-21,2025,52,518,246,8,236,0.4749034749034749,0,42.25,14.92,6.035714285714286,6.0,26.762857142857143,20.16,32.43,7.414285714285715,21.49,23.53142857142857,24.3,78.48,83.37,86.98,100.34,100.43857142857142,100.61,8.3,16.30142857142857,21.53,2.87,3.46,1,-0.67,-0.54
secretaria,202553,2025-12-28,2025,53,561,302,11,317,0.5383244206773619,0,32.75,21.67,4.678571428571429,3.0,24.82428571428571,15.53,32.13,8.792857142857144,15.58,20.97714285714286,24.01,67.93,80.73,89.51,99.98,100.41571428571427,100.69,15.77,26.71428571428571,30.9,3.3142857142857145,5.7,0,-0.67,-0.54
raspagem,202601,2026-01-04,2026,1,838,878,33,455,1.0107398568019093,0,18.53,13.34,2.647142857142857,3.0,23.035714285714285,13.25,32.54,10.275714285714288,11.19,17.97,23.2,66.15,75.08857142857143,84.99,100.38,100.9342857142857,101.37,17.48,25.07571428571428,31.52,3.601428571428571,4.98,2,-0.58,-0.37
raspagem,202602,2026-01-11,2026,2,860,926,31,445,1.0732558139534885,0,20.55,9.33,2.935714285714286,3.0,26.047142857142855,19.17,35.26,9.972857142857144,19.35,21.108571428571427,22.44,69.81,76.2042857142857,82.89,100.32,100.61285714285714,100.73,6.91,21.982857142857146,30.14,2.7028571428571433,3.48,1,-0.58,-0.37
raspagem,202603,2026-01-18,2026,3,859,788,30,317,0.9150174621653085,0,21.32,19.73,3.045714285714286,2.0,22.048571428571428,16.08,29.64,9.35571428571428,13.89,16.815714285714286,21.31,67.17,73.77,81.98,100.43,101.10428571428572,101.28,23.5,26.54428571428571,29.23,4.248571428571428,5.39,1,-0.58,-0.37
raspagem,202604,2026-01-25,2026,4,858,819,28,235,0.9405594405594405,0,16.259999999999998,6.03,2.3228571428571425,3.0,25.4,18.74,34.67,10.754285714285714,19.28,20.111428571428572,21.64,68.11,75.34,81.38,100.34,100.81142857142856,101.15,5.31,23.087142857142855,29.08,3.1814285714285715,4.26,1,-0.58,-0.37
raspagem,202605,2026-02-01,2026,5,844,763,37,215,0.9028436018957346,0,15.81,9.68,2.2585714285714285,3.0,25.195714285714285,17.81,36.37,12.825714285714284,17.7,18.928571428571427,19.76,69.35,72.28571428571429,77.98,100.21,100.53428571428572,101.02,17.97,24.744285714285716,29.01,3.4199999999999995,4.49,1,-0.27,-0.14
raspagem,202606,2026-02-08,2026,6,480,577,12,114,1.2020833333333334,0,9.72,6.11,1.3885714285714286,3.0,26.45,16.7,38.72,12.05857142857143,16.95,19.96,21.66,63.09,70.32571428571428,74.28,100.4,100.7757142857143,101.33,10.63,22.707142857142856,28.89,3.825714285714286,5.78,1,-0.27,-0.14
raspagem,202607,2026-02-15,2026,7,701,1063,16,117,1.5106990014265336,0,26.59,8.69,3.798571428571429,5.0,25.615714285714287,19.05,33.46,10.664285714285716,18.26,20.442857142857143,23.06,70.61,75.54285714285713,78.69,100.54,100.76857142857143,101.05,8.93,20.067142857142866,26.17,3.294285714285714,5.01,1,-0.27,-0.14
raspagem,202608,2026-02-22,2026,8,859,950,19,240,1.1012805587892898,0,12.32,9.92,1.76,2.0,23.37,16.3,31.31,10.64,14.34,17.538571428571426,20.65,64.93,72.14142857142858,81.69,100.32,100.68571428571428,101.05,7.37,21.585714285714285,26.06,3.848571428571428,5.6,0,-0.27,-0.14
raspagem,202609,2026-03-01,2026,9,873,1024,21,142,1.1695303550973655,0,12.2,5.24,1.742857142857143,3.0,25.02,17.7,35.46,12.55142857142857,16.06,18.654285714285713,20.7,66.83,70.89857142857143,76.64,100.4,100.69,100.89,14.67,22.889999999999993,25.68,4.01,4.63,1,-0.01,0.13
raspagem,202610,2026-03-08,2026,10,868,1023,41,164,1.172811059907834,0,7.33,2.97,1.0471428571428572,3.0,22.92142857142857,18.4,31.2,8.59714285714286,15.8,17.69,19.15,67.56,74.72571428571429,83.8,100.49,100.89571428571428,101.28,5.97,16.504285714285714,23.63,3.8542857142857145,5.41,0,-0.01,0.13
raspagem,202611,2026-03-15,2026,11,837,1121,25,133,1.3393070489844683,0,21.33,9.54,3.0471428571428567,4.0,26.264285714285712,17.54,36.69,12.151428571428571,16.37,20.72714285714286,22.79,65.33,75.42857142857143,82.03,100.28,100.4742857142857,100.58,6.0,17.694285714285712,23.47,3.1185714285714283,4.37,0,-0.01,0.13
raspagem,202612,2026-03-22,2026,12,864,842,52,122,0.9710648148148148,0,30.32,11.64,4.331428571428572,5.0,25.444285714285716,20.58,35.68,9.325714285714284,19.64,21.59857142857143,22.64,74.87,81.05571428571429,87.3,100.42,100.85285714285716,101.12,5.89,13.348571428571429,20.55,3.1585714285714284,4.34,0,-0.01,0.13
raspagem,202613,2026-03-29,2026,13,862,919,43,122,1.0661252900232019,0,5.130000000000001,3.22,0.732857142857143,2.0,25.735714285714288,17.82,34.75,11.408571428571433,17.03,19.77285714285714,22.48,67.58,72.69285714285715,79.86,100.58,100.84714285714288,101.15,9.44,17.82,20.4,3.174285714285714,6.09,0,-0.01,0.13
raspagem,202614,2026-04-05,2026,14,877,1190,65,149,1.3523375142531358,0,20.73,9.68,2.9614285714285713,4.0,22.294285714285714,13.65,34.55,10.49285714285714,13.19,16.674285714285713,20.86,69.6,72.99428571428571,75.35,100.36,101.03857142857144,101.49,4.29,14.64857142857143,19.37,4.508571428571429,7.77,0,0.29,0.48
raspagem,202615,2026-04-12,2026,15,878,777,49,155,0.8838268792710706,0,12.01,6.78,1.7157142857142855,2.0,23.49285714285714,16.88,31.36,10.274285714285714,14.64,18.06571428571429,19.44,65.72,74.22428571428573,79.88,100.23,100.76142857142855,101.25,10.27,14.86285714285714,18.1,3.2642857142857147,5.11,0,0.29,0.48
raspagem,202616,2026-04-19,2026,16,708,841,20,118,1.1878531073446328,0,40.03,26.4,5.718571428571429,3.0,21.66,15.18,31.05,9.89428571428572,14.3,17.27,19.21,64.39,78.85142857142857,91.71,100.78,101.04714285714286,101.42,3.27,11.090000000000002,17.84,2.827142857142857,4.47,2,0.29,0.48
raspagem,202617,2026-04-26,2026,17,875,609,23,123,0.6948571428571428,0,15.25,7.78,2.1785714285714284,2.0,17.56142857142857,6.75,27.91,12.204285714285716,6.02,11.678571428571429,17.37,59.93,71.10142857142857,83.82,100.47,101.02571428571429,101.36,2.33,13.602857142857143,17.52,3.295714285714286,5.84,1,0.29,0.48
raspagem,202618,2026-05-03,2026,18,741,433,7,107,0.5843454790823212,0,8.829999999999998,4.39,1.2614285714285711,3.0,18.875714285714285,9.66,30.1,9.689999999999998,3.93,13.914285714285716,20.68,55.67,74.35285714285715,85.89,100.02,100.86,101.72,9.77,13.999999999999998,16.38,3.27,5.9,,0.82,
raspagem,202619,2026-05-10,2026,19,801,439,19,168,0.5480649188514357,0,0.08,0.08,0.0114285714285714,0.0,13.528571428571428,6.59,22.15,10.55,3.54,7.654285714285714,12.87,59.66,69.75,83.3,101.05,101.33428571428573,101.58,12.27,13.791666666666666,15.47,3.052857142857143,5.13,,0.82,
raspagem,202620,2026-05-17,2026,20,882,275,16,129,0.31179138321995464,0,3.0599999999999996,2.51,0.4371428571428571,1.0,13.124285714285715,6.33,19.2,8.662857142857142,4.84,8.528571428571428,13.47,65.04,75.46428571428571,89.46,101.13,101.77857142857144,102.11,3.81,10.239999999999998,14.09,2.587142857142857,3.55,,0.82,
raspagem,202621,2026-05-24,2026,21,877,122,13,127,0.13568985176738882,0,17.4,10.95,2.4857142857142853,4.0,15.834285714285716,11.08,22.24,7.532857142857143,11.94,13.694285714285714,16.26,85.29,88.10571428571428,95.07,101.29,101.56428571428572,101.69,4.29,8.305,11.46,1.9342857142857144,2.48,,0.82,
raspagem,202622,2026-05-31,2026,22,873,161,2,163,0.18442153493699887,0,1.74,0.51,0.2485714285714285,0.0,16.284285714285712,10.3,23.85,8.834285714285713,11.99,13.62,14.89,82.41,85.39857142857143,88.04,101.2,101.73285714285714,102.05,5.01,8.734285714285715,12.11,2.007142857142857,2.25,,0.82,
raspagem,202623,2026-06-07,2026,23,818,165,4,95,0.2017114914425428,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202624,2026-06-14,2026,24,879,47,0,129,0.05233219567690557,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202625,2026-06-21,2026,25,872,31,1,71,0.034403669724770644,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202626,2026-06-28,2026,26,890,11,0,87,0.012359550561797753,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202627,2026-07-05,2026,27,853,0,0,90,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202628,2026-07-12,2026,28,884,8,0,116,0.00904977375565611,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202629,2026-07-19,2026,29,524,3,0,134,0.0057251908396946565,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202630,2026-07-26,2026,30,709,11,1,100,0.015514809590973202,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202631,2026-08-02,2026,31,890,14,0,98,0.015730337078651686,0,,,,,,,,,,,,,,,,,,,,,,,,,
raspagem,202632,2026-08-09,2026,32,789,18,1,110,0.022813688212927757,0,,,,,,,,,,,,,,,,,,,,,,,,,
