n_semanas_totais_no_periodo,n_semanas_100pct_completas_usadas,n_grupos,variancia_total,variancia_semana_pct,variancia_grupo_pct,variancia_residuo_pct,soma_pct_checagem,granularidade
393,307,37,0.2103341656711383,77.35788507722445,3.81135527908521,18.830759643690318,100.0,bairro
393,391,7,0.16827384361001596,90.64569575669073,1.6539431987286313,7.700361044580639,100.0,zona_k8
393,353,15,0.18779986849520114,83.21423413542068,2.8530217188334985,13.932744145745811,99.99999999999999,zona_k16
