n_grupo_semana_qualificados,raw_mediana,raw_min,raw_max,mm4_mediana,mm4_min,mm4_max,granularidade
13310,0.6884066414062586,0.6710323906642264,0.6998877506005831,0.8825852603968195,0.8736627551596202,0.892278072711119,bairro
2720,0.9200601521591971,0.9113570495878597,0.9270943553869836,0.9750424755832231,0.9691785813494359,0.9790777634725524,zona_k8
5673,0.8247004592336876,0.8060921577434876,0.8460015173190619,0.9412504289589556,0.9298201668155697,0.9522912948118439,zona_k16
