h,data_alvo,real,previsto,erro_sem_Nucleo,erro_sem_Clima,erro_sem_Vetor,braco
1,2020-03-22,0.0,2.398496957785765,4.120413961286726,1.863937803507953,1.5283250931775734,A_referencia
1,2020-03-29,1.0,2.3662410241305687,3.1069043329757537,0.9996595405120843,1.0733771825554703,A_referencia
1,2020-04-05,2.0,2.672088819414144,14.48663320593198,0.4689453082762098,0.18355795849704362,A_referencia
1,2020-04-12,3.0,3.651946154067165,4.1908105033280325,0.8313088497007664,0.16075045954603218,A_referencia
1,2020-04-19,1.0,0.7471262587230746,3.559792871290577,0.7828025237317314,0.2665728430931572,A_referencia
1,2020-04-26,0.0,0.9048886186694794,5.5704737833790166,0.9131353784245011,1.0337627724861744,A_referencia
1,2020-05-03,0.0,1.024064636941418,3.390047039562856,1.2342497802960348,1.0285397157933016,A_referencia
1,2020-05-10,0.0,1.0679720640463326,3.684194685227246,0.877740813838343,0.9210107391081396,A_referencia
1,2020-05-17,1.0,0.24257939107817,4.077432517744574,0.8218107237489194,0.5787225386931802,A_referencia
1,2020-05-24,0.0,0.3043710870919123,5.817373090989106,0.7835965602600372,0.3616119577452536,A_referencia
1,2020-05-31,0.0,0.19217923343233825,4.5632834104664415,0.6845700794948478,0.31621477504863765,A_referencia
1,2020-06-07,0.0,0.034018178831105556,5.264565573032547,0.4512037819446899,0.2908718317892405,A_referencia
1,2020-06-14,0.0,0.42718151094805895,2.572224811745172,0.6738122335823779,0.5377542224415661,A_referencia
1,2020-06-21,0.0,0.34187461578610717,6.41770842909326,0.6723948831121151,0.52153076924131,A_referencia
1,2020-06-28,0.0,0.2373216071708499,0.49414928858090185,0.5850230714820821,0.34176561396872046,A_referencia
1,2020-07-05,0.0,-0.007038919776617031,2.831178076304884,0.6163172666584765,0.1478643683505802,A_referencia
1,2020-07-12,0.0,-0.024515786935857008,5.180121621341174,0.4146137667803659,0.2058504575998938,A_referencia
1,2020-07-19,0.0,0.1959668056466003,3.5675487250170974,0.7205199307326899,0.12837840773756012,A_referencia
1,2020-07-26,0.0,0.07572296719814621,3.911925468248583,0.19498864629529028,0.130439180565163,A_referencia
1,2020-08-02,0.0,0.15517930006256617,4.601683478694652,0.7611720191089717,0.2155022132188566,A_referencia
1,2020-08-09,0.0,0.016033300453168527,7.980264134371266,0.3619004152136567,0.22836495734242418,A_referencia
1,2020-08-16,0.0,0.0036557335370069684,2.416896261598745,0.6281813208474512,0.18593013706080744,A_referencia
1,2020-08-23,0.0,0.4407851125614418,3.6822129283774054,0.5545676893638001,0.5801034934168527,A_referencia
1,2020-08-30,0.0,0.01890035449398964,0.7054938616619073,0.36450760958257805,0.17706165683131536,A_referencia
1,2020-09-06,0.0,0.7018736219093799,6.5880567432215456,1.0061211557768437,0.2491750194636721,A_referencia
1,2020-09-13,0.0,0.22709243175573096,5.901000180640169,0.314323866425322,0.3163266780585984,A_referencia
1,2020-09-20,0.0,0.681108711305046,2.9156263325100555,1.4932734304119841,0.35646786444030426,A_referencia
1,2020-09-27,0.0,0.2223419202149586,1.379536852415041,0.4882500935848548,0.251070275246886,A_referencia
1,2020-10-04,0.0,0.3100400066946303,4.984324600157997,0.6680280882806301,0.06846309011055295,A_referencia
1,2020-10-11,0.0,0.20549531902046608,5.59802401158396,0.6224113312907089,0.18823317857852012,A_referencia
1,2020-10-18,0.0,0.0010754919660617593,5.1736526616508876,0.4026547289525527,0.17803813922463627,A_referencia
1,2020-10-25,0.0,0.012322045173698087,3.41403065522548,0.5000530546438136,0.04823926525930424,A_referencia
1,2020-11-01,0.0,0.037943181502748745,4.199479308198525,0.17289840836406678,0.13684997438395058,A_referencia
1,2020-11-08,0.0,0.03719976831458033,2.6500137211733112,0.5982491515314692,0.09901170410975797,A_referencia
1,2020-11-15,0.0,-0.009255723652204189,4.719297155581096,0.5579872405601585,0.044215183066773564,A_referencia
1,2020-11-22,0.0,0.020592674599438893,0.5120005902640545,0.42064080139287174,0.1930061990760939,A_referencia
1,2020-11-29,0.0,0.6670839423882674,4.263318344911451,0.3157509602963077,0.8281505153625852,A_referencia
