h,data,real,pred,naive
7,2021-08-01,0.0,0.11957454647529957,0.0
7,2021-08-22,0.0,-0.16318882226570447,0.0
7,2021-09-12,0.0,-0.12576889716353593,0.0
7,2021-10-03,0.0,-0.010631348874269394,0.0
7,2021-10-24,0.0,0.21448124929192983,0.0
7,2021-11-14,1.0,0.03371310161525295,0.0
7,2021-12-05,0.0,0.9344487985327611,1.0
7,2021-12-26,9.0,4.0864612100280695,0.0
7,2022-01-16,203.0,24.04183497734192,2.0
7,2022-02-06,482.0,59.813789265286125,2.0
7,2022-02-27,879.0,138.4584844145083,51.0
7,2022-03-20,223.0,339.5882675614734,463.0
7,2022-04-10,92.0,105.61210846611264,753.0
7,2022-05-01,26.0,42.78355891093069,344.0
7,2022-05-22,24.0,2.1336624983504344,122.0
7,2022-06-12,11.0,3.570257080537275,17.0
7,2022-07-03,3.0,1.2091981108827177,14.0
7,2022-07-24,0.0,1.13112983021703,11.0
7,2022-08-14,1.0,0.5293666914727858,3.0
7,2022-09-04,0.0,0.5388494313295545,2.0
7,2022-09-25,11.0,0.6608851359304015,0.0
7,2022-10-16,10.0,3.6126862720522923,1.0
7,2022-11-06,1.0,0.5685134766390577,6.0
7,2022-11-27,2.0,-0.9227704142746905,9.0
7,2022-12-18,0.0,-7.071214124705576,0.0
7,2023-01-08,27.0,-50.94678003153518,3.0
7,2023-01-29,199.0,99.40554054792226,2.0
7,2023-02-19,541.0,512.7612852033126,7.0
7,2023-03-12,760.0,188.9075036792735,93.0
7,2023-04-02,473.0,187.34210591580106,360.0
7,2025-09-07,8.0,0.6198827207586368,6.0
7,2025-09-28,5.0,2.091518291413335,6.0
7,2025-10-19,2.0,1.4430080521572701,4.0
7,2025-11-09,0.0,1.2178279480233298,0.0
7,2025-11-30,1.0,0.42985297560463853,3.0
7,2025-12-21,1.0,-1.0725043004717156,1.0
7,2026-01-11,1.0,214.95426090357634,1.0
7,2026-02-01,0.0,363.15408378306864,1.0
7,2026-02-22,0.0,155.10985627143106,0.0
8,2021-01-24,1.0,1.6554262708961045,0.0
8,2021-02-14,12.0,9.500177333330566,0.0
8,2021-03-07,7.0,10.783683906704658,1.0
8,2021-03-28,0.0,9.345230640504031,1.0
8,2021-04-18,0.0,5.176098017773243,12.0
8,2021-05-09,1.0,0.3862886441504358,9.0
8,2021-05-30,0.0,0.42389281881316254,1.0
8,2021-06-20,0.0,0.279216880194918,0.0
8,2021-07-11,0.0,-0.2565914458451845,0.0
8,2021-08-01,0.0,-0.17709866546209327,0.0
8,2021-08-22,0.0,0.016628887306059957,0.0
8,2021-09-12,0.0,-0.03450898607764208,0.0
8,2021-10-03,0.0,-0.004343755135245852,0.0
8,2021-10-24,0.0,0.5438226590598819,0.0
8,2021-11-14,0.0,0.10855223092149917,0.0
8,2021-12-05,1.0,1.5491048973792187,1.0
8,2021-12-26,20.0,7.563060126665009,0.0
8,2022-01-16,269.0,67.60589222107862,2.0
8,2022-02-06,524.0,24.11146252874216,2.0
8,2022-02-27,569.0,392.57739021523577,51.0
8,2022-03-20,313.0,520.0224290644898,463.0
8,2022-04-10,61.0,83.27674686458808,753.0
8,2022-05-01,19.0,43.400881174111035,344.0
8,2022-05-22,13.0,-0.0703443010251758,122.0
8,2022-06-12,3.0,3.5162144317394546,17.0
8,2022-07-03,1.0,4.890758276982729,14.0
8,2022-07-24,3.0,3.9154583884184806,11.0
8,2022-08-14,0.0,0.251162616806702,3.0
8,2022-09-04,0.0,1.3997458186215743,2.0
8,2022-09-25,7.0,2.949814178842982,0.0
8,2022-10-16,4.0,7.117029039235944,1.0
8,2022-11-06,0.0,1.3571725612472523,6.0
8,2022-11-27,0.0,0.9025793475835983,9.0
8,2022-12-18,10.0,-0.5466417092117565,0.0
8,2023-01-08,37.0,30.259291033335533,3.0
8,2023-01-29,250.0,90.36612063464521,2.0
8,2023-02-19,589.0,529.5938603871871,7.0
8,2023-03-12,762.0,138.79017328637758,93.0
8,2023-04-02,450.0,278.12388331821893,360.0
8,2025-09-14,0.0,1.4459925518597145,3.0
8,2025-10-05,3.0,1.7184618971794428,7.0
8,2025-10-26,1.0,2.5625339130398777,8.0
8,2025-11-16,1.0,1.3796521580166097,5.0
8,2025-12-07,1.0,47.48620313012674,2.0
8,2025-12-28,0.0,53.82512195616998,0.0
8,2026-01-18,0.0,476.96827396337727,1.0
8,2026-02-08,0.0,564.8675300979284,1.0
8,2026-03-01,1.0,57.94706639649214,1.0
9,2021-01-24,1.0,4.971196248137207,0.0
9,2021-02-14,12.0,7.118993752133304,0.0
9,2021-03-07,9.0,6.365895514121328,1.0
9,2021-03-28,1.0,9.98295473346265,1.0
9,2021-04-18,0.0,0.9859938119820505,12.0
9,2021-05-09,0.0,0.9459427060829039,9.0
9,2021-05-30,0.0,-0.032873833174267474,1.0
9,2021-06-20,0.0,0.25463002321870654,0.0
9,2021-07-11,0.0,-0.015817238932183498,0.0
9,2021-08-01,0.0,-0.01413485121737003,0.0
9,2021-08-22,0.0,-0.06978023652924326,0.0
9,2021-09-12,0.0,0.5270404666734724,0.0
9,2021-10-03,1.0,-0.05936321641140004,0.0
9,2021-10-24,0.0,-0.23680412723871017,0.0
9,2021-11-14,2.0,0.1032934041057179,0.0
9,2021-12-05,2.0,0.4045100392029915,1.0
9,2021-12-26,51.0,13.642675736764483,0.0
9,2022-01-16,463.0,106.26449928644632,2.0
9,2022-02-06,753.0,91.37361972105823,2.0
9,2022-02-27,344.0,314.635196564439,51.0
9,2022-03-20,122.0,426.7079395196977,463.0
9,2022-04-10,17.0,55.73016224134473,753.0
9,2022-05-01,14.0,13.55993703123248,344.0
9,2022-05-22,11.0,2.4245581189183865,122.0
9,2022-06-12,3.0,1.1751997929085527,17.0
9,2022-07-03,2.0,1.2140172129789344,14.0
9,2022-07-24,0.0,1.137344210335139,11.0
9,2022-08-14,1.0,0.035415412178904114,3.0
9,2022-09-04,6.0,-0.02964939213996944,2.0
9,2022-09-25,9.0,2.988359543314199,0.0
9,2022-10-16,0.0,6.496613179873157,1.0
9,2022-11-06,3.0,0.9321098496327707,6.0
9,2022-11-27,2.0,-1.1877901456285809,9.0
9,2022-12-18,7.0,-13.028918335947413,0.0
9,2023-01-08,93.0,80.09278884238752,3.0
9,2023-01-29,360.0,78.21499970001517,2.0
9,2023-02-19,581.0,318.2680880672206,7.0
9,2023-03-12,540.0,110.39154916842367,93.0
9,2023-04-02,225.0,241.24126796138137,360.0
9,2025-09-21,2.0,2.1421660333937047,9.0
9,2025-10-12,1.0,0.9538978909914547,5.0
9,2025-11-02,2.0,0.9627317153738728,4.0
9,2025-11-23,1.0,1.4289760832500107,2.0
9,2025-12-14,1.0,8.159043409405582,1.0
9,2026-01-04,0.0,28.553119246547627,2.0
9,2026-01-25,0.0,312.2762060193754,1.0
9,2026-02-15,2.0,275.7617770668503,1.0
10,2021-01-24,9.0,6.701386061328022,0.0
10,2021-02-14,8.0,4.874470312586345,0.0
10,2021-03-07,5.0,7.1762466552647375,1.0
10,2021-03-28,1.0,5.122688547745265,1.0
10,2021-04-18,0.0,4.085335281019415,12.0
10,2021-05-09,1.0,0.7449093731773904,9.0
10,2021-05-30,0.0,-0.005136400944478805,1.0
10,2021-06-20,0.0,1.1645203844442775,0.0
10,2021-07-11,0.0,0.025637719150455665,0.0
10,2021-08-01,0.0,0.025852176954595074,0.0
10,2021-08-22,0.0,0.3899493451258293,0.0
10,2021-09-12,0.0,-0.019689092321598548,0.0
10,2021-10-03,0.0,0.023363879881050823,0.0
10,2021-10-24,1.0,-0.18564052319517976,0.0
10,2021-11-14,0.0,-0.10288215461768013,0.0
10,2021-12-05,9.0,0.28695905520605786,1.0
10,2021-12-26,203.0,21.657136642993333,0.0
10,2022-01-16,482.0,179.19248927125508,2.0
10,2022-02-06,879.0,121.66435797710157,2.0
10,2022-02-27,223.0,287.52211220516153,51.0
10,2022-03-20,92.0,129.04116570622915,463.0
10,2022-04-10,26.0,5.5038465656275015,753.0
10,2022-05-01,24.0,15.856179716248565,344.0
10,2022-05-22,11.0,5.444080522685834,122.0
10,2022-06-12,3.0,1.022164286582752,17.0
10,2022-07-03,0.0,0.11774655132360409,14.0
10,2022-07-24,1.0,0.3667113208605099,11.0
10,2022-08-14,0.0,0.16419141138603674,3.0
10,2022-09-04,11.0,1.4798884197287083,2.0
10,2022-09-25,10.0,4.292432073642218,0.0
10,2022-10-16,1.0,2.543037536251726,1.0
10,2022-11-06,2.0,0.35137336768152355,6.0
10,2022-11-27,0.0,1.9778868270315952,9.0
10,2022-12-18,27.0,16.76257313752734,0.0
10,2023-01-08,199.0,54.839023450978964,3.0
10,2023-01-29,541.0,75.14953275035974,2.0
10,2023-02-19,760.0,408.05507008100176,7.0
10,2023-03-12,473.0,95.11212280323019,93.0
10,2025-09-07,5.0,2.4595097223248548,6.0
10,2025-09-28,2.0,3.0821649783383718,6.0
