h,data,real,pred,naive
2,2022-10-30,11.0,0.34416897251429424,0.0
2,2022-11-06,7.0,4.838422469313898,6.0
2,2022-11-13,9.0,15.455145109332323,11.0
2,2022-11-20,10.0,16.992177964919303,7.0
2,2022-11-27,4.0,9.12989335706716,9.0
2,2022-12-04,0.0,7.542497619338376,10.0
2,2022-12-11,1.0,3.889887612895572,4.0
2,2022-12-18,0.0,-0.4533035856269767,0.0
2,2022-12-25,3.0,-0.9466593752745419,1.0
2,2023-01-01,2.0,1.7313074589680406,0.0
2,2023-01-08,0.0,0.0326493168686209,3.0
2,2023-01-15,2.0,-5.512488482950889,2.0
2,2023-01-22,0.0,-3.82056875198436,0.0
2,2023-01-29,10.0,13.962225581843212,2.0
2,2023-02-05,7.0,127.29179679180245,0.0
2,2023-02-12,27.0,138.1841604608268,10.0
2,2023-02-19,37.0,104.21424921610732,7.0
2,2023-02-26,93.0,161.82783979515813,27.0
2,2023-03-05,199.0,72.16436183483114,37.0
2,2023-03-12,250.0,174.23195024682443,93.0
2,2023-03-19,360.0,473.0282519983116,199.0
2,2023-03-26,541.0,556.9885876086506,250.0
2,2023-04-02,589.0,506.8457641571566,360.0
2,2023-04-09,581.0,693.5574888047054,541.0
2,2023-04-16,760.0,546.9515721849805,589.0
2,2023-04-23,762.0,645.9755017317609,581.0
2,2023-04-30,540.0,458.8232207218576,760.0
2,2023-05-07,473.0,411.9715861519825,762.0
2,2023-05-14,450.0,267.2441109278728,540.0
2,2023-05-21,225.0,378.0671405729065,473.0
2,2025-09-07,9.0,4.037336629005573,6.0
2,2025-09-14,6.0,3.6240783529294474,3.0
2,2025-09-21,7.0,9.303376954863353,9.0
2,2025-09-28,5.0,6.466333191899426,6.0
2,2025-10-05,4.0,7.193716294457768,7.0
2,2025-10-12,8.0,7.027176643966273,5.0
2,2025-10-19,4.0,2.302339624559756,4.0
2,2025-10-26,0.0,5.61657209571269,8.0
2,2025-11-02,5.0,4.3004851369392165,4.0
2,2025-11-09,2.0,-0.3609117528375964,0.0
2,2025-11-16,3.0,2.261857155415852,5.0
2,2025-11-23,2.0,2.096512453799077,2.0
2,2025-11-30,1.0,1.2738370338930247,3.0
2,2025-12-07,1.0,2.2072793960826105,2.0
2,2025-12-14,0.0,3.29613427086973,1.0
2,2025-12-21,2.0,2.184164389569727,1.0
2,2025-12-28,1.0,8.164042300566582,0.0
